編號,序號,事業單位統一編號,事業單位,行業別,災害類型,罹災人數（數量）,業主,業主統一編號,工程名稱,場所（肇災處）,縣市,地址,勞動檢查機構,年度,發生日期,是否顯示於地圖,agencyCode
110,110,,承德油脂股份有限公司彰濱廠,C製造業(未分類其他化學製品製造業),感電,1,無,,無,承德油脂股份有限公司彰濱廠,2273,,勞動部職業安全衛生署中區職業安全衛生中心,2019,2019-08-23,否,02
111,111,,健安水電工程有限公司,F營造業(其他專門營造業),物體飛落,1,苗栗縣泰安鄉公所,,苗栗縣泰安鄉錦水、清安等村簡易自來水災害復建工程,苗栗縣泰安鄉公所後巷,2271,,勞動部職業安全衛生署中區職業安全衛生中心,2019,2019-08-23,否,02
112,112,,在興營造有限公司,F營造業(其他專門營造業),感電,1,林OO、林OO,,林OO、林OO工廠新建工程,臺南市永康區中正南路490巷,2278,永康區中正南路490巷,勞動部職業安全衛生署南區職業安全衛生中心,2019,2019-08-23,是,03
113,113,39748096,山發營造股份有限公司,F營造業(其他專門營造業),墜落、滾落,1,富立騏建設有限公司,54920308,富立騏大傳1席悅新建工程,建築物左側頂樓層外牆第14層(由下往上算)施工架工作臺,2268,桃園市中壢區永春路21號旁之工地,桃園市政府勞動檢查處,2019,2019-08-22,是,06
114,114,,泰和廣告有限公司,M專業、科學及技術服務業(廣告業),墜落、滾落,1,薪曜國際開發股份有限公司,,廣告帆布工程,建築物2樓頂鋼架,2268,桃園市楊梅區新農街 606 號,桃園市政府勞動檢查處,2019,2019-08-22,是,06
115,115,,信福航業股份有限公司,H運輸及倉儲業(海洋水運業),被夾、被捲,1,,,,輸送帶(轉軸),2284,,勞動部職業安全衛生署南區職業安全衛生中心,2019,2019-08-21,否,03
116,116,,紘珅室內裝潢有限公司,F營造業(建物完工裝修工程業),墜落、滾落,1,吳OO,,吳OO民宅翻修工程,吳OO民宅,2268,,桃園市政府勞動檢查處,2019,2019-08-21,否,06
117,117,,黃OO,F營造業(建物完工裝修工程業),墜落、滾落,1,許OO,,,新北市蘆洲區成功路72巷8號3樓,2267,,新北市政府勞動檢查處,2019,2019-08-20,否,05
118,118,,林OO,A農、林、漁、牧業(其他農作物栽培業),被撞,1,無,,無,南投縣鹿谷鄉白牙山產業道路 ,2274,,勞動部職業安全衛生署中區職業安全衛生中心,2019,2019-08-19,否,02
119,119,,潤弘精密工程事業股份有限公司楊梅二廠,C製造業(水泥及混凝土製品製造業),物體倒塌、崩塌,1,,,,潤弘楊梅二廠預鑄構件儲放場所,2268,桃園市楊梅區甡甡路625號,桃園市政府勞動檢查處,2019,2019-08-19,是,06
120,120,23658338,象鴻企業股份有限公司,C製造業(其他金屬加工處理業),物體倒塌、崩塌,1,,,,象鴻企業股份有限公司位於高雄市橋頭區仕豐路溝尾巷30號廠區內艙體鋼板組立區,2279,高雄市橋頭區仕豐路溝尾巷30號,高雄市政府勞工局勞動檢查處,2019,2019-08-19,是,09
121,121,,鑫盈興營造有限公司,F營造業(其他土木工程業),墜落、滾落,1,交通部觀光局花東縱谷國家風景區管理處,,羅山遊憩區周邊公共服務設施改善工程,羅山遊憩區內步道里程編號0K+140邊坡,2282,"278228.689,2566613.164",勞動部職業安全衛生署北區職業安全衛生中心,2019,2019-08-16,是,01
122,122,,關OO(即惟康企業社),F營造業(建物完工裝修工程業),墜落、滾落,1,臻愛實業股份有限公司,,臻愛花園飯店-烏日高鐵站(天花板工程(含噴漆)),2樓第4宴會廳,2272,臺中市烏日區高鐵路三段與高鐵五路口,勞動部職業安全衛生署中區職業安全衛生中心,2019,2019-08-14,是,02
123,123,,胡OO（即新順發號）,A農、林、漁、牧業(漁撈業),溺斃,1,,,,基隆市八斗子漁港港邊,2265,中正區環港街3號旁,勞動部職業安全衛生署北區職業安全衛生中心,2019,2019-08-13,是,01
124,124,98073786,王OO(即大江山企業社),M專業、科學及技術服務業(廣告業),墜落、滾落,2,,,,宜蘭縣礁溪鄉中山路2段216號,2283,宜蘭縣礁溪鄉中山路2段216號,勞動部職業安全衛生署北區職業安全衛生中心,2019,2019-08-13,是,01
125,125,,-,F營造業(建物完工裝修工程業),墜落、滾落,1,-,,農用倉庫屋頂翻修工程,南投縣中寮鄉,2274,,勞動部職業安全衛生署中區職業安全衛生中心,2019,2019-08-13,否,02
126,126,,李OO,H運輸及倉儲業(汽車貨運業),物體倒塌、崩塌,1,德大機械股份有限公司,,承攬德大機械股份有限公司刀庫貨品運送之承攬人李OO發生物體倒塌致死,永儲股份有限公司,2268,桃園市大園區國際路3段932號,桃園市政府勞動檢查處,2019,2019-08-13,是,06
127,127,76953816,台灣電力股份有限公司花東供電區營運處,D電力及燃氣供應業(電力供應業),物體飛落,1,,,台灣電力股份有限公司花東供電區營運處345kV大觀、明潭～鳳林線＃166鐵塔K-TRUSS補強工程,萬榮林道11.63K鳳林縣#166鐵塔,2282,,勞動部職業安全衛生署北區職業安全衛生中心,2019,2019-08-12,否,01
128,128,,-,F營造業(建物完工裝修工程業),墜落、滾落,1,詠明工業有限公司,,-,廠房屋頂,2272,,臺中市勞動檢查處,2019,2019-08-12,否,07
129,129,91607603,協興土木包工業,,公路交通事故,1,屏東縣滿州鄉公所,09074615,滿洲鄉港口村橋頭路144巷道路改善工程,"本工程之工區A，A0k+072.4
旁深度1.5米之溪溝",2280,,勞動部職業安全衛生署南區職業安全衛生中心,2019,2019-08-10,否,03
130,130,50646053,陳OO(即唯成企業社),F營造業(整地、基礎及結構工程業),墜落、滾落,1,光國股份有限公司五廠,55783029,屋頂浪板安裝工程,光國股份有限公司五廠之滑水板廠房屋頂邊緣,2272,,臺中市勞動檢查處,2019,2019-08-08,否,07
131,131,99033073,閩豐勝營造有限公司,F營造業(建築工程業),墜落、滾落,1,國立金門大學,82775311,108年度國立金門大學零星修繕工作（開口契約）,本工程男一舍南向外牆施工架處,2285,金門縣金寧鄉大學路1號,勞動部職業安全衛生署南區職業安全衛生中心,2019,2019-08-07,是,03
132,132,,吉川企業社,F營造業(建物完工裝修工程業),墜落、滾落,1,-,,屋頂維修,高雄市鳥松區本館路文明巷一弄21號住宅五樓屋頂墜落二樓陽台,,,高雄市政府勞工局勞動檢查處,2019,2019-08-07,否,09
133,133,,順富工程行,N支援服務業(人力仲介業),物體飛落,1,-,,漁船維修,高雄市前鎮漁港之安豐參捌號漁船,2279,高雄市前鎮區漁港北一路13號,高雄市政府勞工局勞動檢查處,2019,2019-08-06,是,09
134,134,27794854,福峰國際製酒股份有限公司,C製造業(其他酒精飲料製造業),爆炸,1,,,,福峰國際製酒股份有限公司,2273,,勞動部職業安全衛生署中區職業安全衛生中心,2019,2019-08-05,否,02
135,135,16291481,華揚消防工程顧問股份有限公司,F營造業(其他建築設備安裝業),墜落、滾落,1,香港商宇曦健康顧問有限公司台灣分公司,42954865,基隆路1段200號地下2樓裝修工程,基隆路1段200號地下2樓,2266,臺北市信義區基隆路1段200號,臺北市勞動檢查處,2019,2019-08-05,是,04
136,136,22563720,齊裕營造股份有限公司,F營造業(建築工程業),物體飛落,1,興富發建設股份有限公司,12305479,興富發建設桃園縣中壢市青溪段223、225、230、231等4筆地號住宅新建工程,桃園市中壢區永溪路與永園路1段交叉路口旁之工地,2268,中壢區永溪路與永園路1段交叉路口旁之工地,桃園市政府勞動檢查處,2019,2019-08-05,是,06
137,137,80674457,恆泰科技工程有限公司,F營造業(冷凍、空調及管道工程業),感電,1,堉群實業股份有限公司、堉寶實業股份有限公司,12515088、12515067,宏泰世界大樓空調操作保養全責委任管理維護工程,宏泰世界大樓空調機房,2266,臺北市松山區敦化北路168、170號,臺北市勞動檢查處,2019,2019-08-02,是,04
138,138,,健侑有限公司,C製造業(鋼鐵鑄造業),墜落、滾落,1,,,,健侑有限公司洗砂區上方屋頂,2274,,勞動部職業安全衛生署中區職業安全衛生中心,2019,2019-08-01,否,02
139,139,05255115,欣揚治具有限公司,C製造業(鋼鐵鑄造業),物體飛落,1,台北港貨櫃碼頭股份有限公司,80027874,橋式起重機電梯護網鏽蝕更換工程,台北港內10號橋式起重機升降機機坑,2267,,新北市政府勞動檢查處,2019,2019-07-28,否,05
140,140,,張○○,A農、林、漁、牧業(稻作栽培業),被撞,1,無,,無,張○○,2272,,勞動部職業安全衛生署中區職業安全衛生中心,2019,2019-07-25,否,02
141,141,,茂淂有限公司,F營造業(機電、電信及電路設備安裝業),被撞,1,台灣電力股份有限公司花蓮區營業處,,108年乙工區配電外線工程,花蓮縣瑞穗鄉瑞祥村紅山高支46號電線桿旁產業道路,2282,,勞動部職業安全衛生署北區職業安全衛生中心,2019,2019-07-24,否,01
142,142,12800631,優生生物科技股份有限公司,C製造業(醫用生物製品製造業),墜落、滾落,1,,,,優生生物科技股份有限公司,2272,,中部科學園區管理局,2019,2019-07-24,否,12
143,143,,呂○○、李○○合夥,F營造業(機電、電信及電路設備安裝業),墜落、滾落,1,台北金融大樓股份有限公司,,台北○○○購物中心6樓戶外屋突投射燈更新工程,臺北市信義區市府路45號,2266,臺北市信義區市府路45號,臺北市勞動檢查處,2019,2019-07-23,是,04
144,144,,賴OO,F營造業(其他專門營造業),墜落、滾落,1,陳OO,,屋頂修繕工程,屋頂,2267,,新北市政府勞動檢查處,2019,2019-07-23,否,05
145,145,,陳OO(即陳OO畜牧場),A農、林、漁、牧業(牛飼育業),被刺、割、擦傷,1,陳OO,,,陳OO畜牧場內牧草切碎混合作業之工作場所,2277,,勞動部職業安全衛生署南區職業安全衛生中心,2019,2019-07-20,否,03
146,146,,謝OO,F營造業(建築工程業),墜落、滾落,1,周OO（即OO手工冰淇淋）,,鐵皮屋擴建工程,花蓮縣吉安鄉北安街81巷3號,2282,,勞動部職業安全衛生署北區職業安全衛生中心,2019,2019-07-19,否,01
147,147,,台正營造有限公司,F營造業(其他土木工程業),物體倒塌、崩塌,1,臺北市政府工務局大地工程處,,大安410號公園新建工程,擋土牆露天開挖作業場所,,臺北市大安區和平東路3段512巷內,臺北市勞動檢查處,2019,2019-07-19,是,04
148,148,23895803,同豐營造工程股份有限公司,F營造業(整地、基礎及結構工程業),墜落、滾落,1,,,,,2267,,新北市政府勞動檢查處,2019,2019-07-18,否,05
149,149,,鄭○○,F營造業(其他土木工程業),墜落、滾落,1,盧○○,,○市○街○號住宅整修工程,○市○街○號,2278,,勞動部職業安全衛生署南區職業安全衛生中心,2019,2019-07-17,否,03
150,150,31693864,王OO（即昕宏工程行）,F營造業(機電、電信及電路設備安裝業),感電,1,台奧北區股份有限公司,52587994,台奧北區廠房新建工程,台奧北區股份有限公司車道北側,2267,新北市新莊區中正路54號,新北市政府勞動檢查處,2019,2019-07-17,是,05
151,151,,王○○,H運輸及倉儲業(汽車貨運業),物體飛落,1,王○○,,-,-,2272,,臺中市勞動檢查處,2019,2019-07-17,否,07
152,152,,坤倫營造工程有限公司,F營造業(其他專門營造業),墜落、滾落,1,至遠企業股份有限公司,,仁林路廠房部分拆除暨整建工程,屋頂,2279,高雄市仁武區仁林路236之1號,高雄市政府勞工局勞動檢查處,2019,2019-07-17,是,09
153,153,,興泰水電工程有限公司,F營造業(機電、電信及電路設備安裝業),墜落、滾落,1,高雄市政府工務局新建工程處,,海洋文化及流行音樂中心（高雄港11-12號碼頭及光榮碼頭區域）新建工程,頂樓邊緣,2279,高雄市苓雅區海邊路與英雄路口西側工地,高雄市政府勞工局勞動檢查處,2019,2019-07-17,是,09
154,154,25712054,郭OO（即鼎豐保溫工程行）,F營造業(冷凍、空調及管道工程業),感電,1,生達化學製藥股份有限公司(二廠),71122503,合成倉儲氣冷式主機更新工程,生達化學製藥股份有限公司(二廠)廠內,2278,臺南市新營區土庫里開元路154號,勞動部職業安全衛生署南區職業安全衛生中心,2019,2019-07-16,是,03
155,155,,廣達國際物流股份有限公司 ,H運輸及倉儲業(其他運輸輔助業),被夾、被捲,1,-,,從事貨櫃搬運作業,高雄市林園區南星路99號,2279,高雄市林園區南星路99號,高雄市政府勞工局勞動檢查處,2019,2019-07-15,是,09
156,156,22483037,景文營造工程有限公司,F營造業(建築工程業),物體飛落,1,信和股份有限公司,22468253,信和龜山廠房一期增建工程,桃園市龜山區龍校街139號,2268,龜山區龍校街139號,桃園市政府勞動檢查處,2019,2019-07-14,是,06
157,157,,黃○○(即○○畜牧場),A農、林、漁、牧業(豬飼育業),與高溫、低溫之接觸,1,,,,屏東縣九如鄉九如路二段1巷33號畜牧場內廚餘烹煮池,,,勞動部職業安全衛生署南區職業安全衛生中心,2019,2019-07-13,否,03
158,158,,昇達金屬工程有限公司,F營造業(其他專門營造業),墜落、滾落,1,陸軍第四地區支援指揮部,,岡山作業組7、8號油池暨附屬設施整修工程,高雄市岡山區介壽西路西首1號,2279,高雄市岡山區介壽西路西首1號,高雄市政府勞工局勞動檢查處,2019,2019-07-13,是,09
159,159,,萬士益冷氣股份有限公司,G批發及零售業(家用電器批發業),感電,1,韓屋村有限公司,,,臺北市大安區光復南路180巷8號1樓,2266,,臺北市勞動檢查處,2019,2019-07-12,是,04
160,160,84152727,國雄起重工程有限公司,F營造業(其他專門營造業),物體飛落,1,穎台科技股份有限公司,42821900,押出機起重工程,穎台科技股份有限公司平鎮二廠,,桃園市平鎮區工業六路2號,桃園市政府勞動檢查處,2019,2019-07-12,是,06
161,161,,吳OO,F營造業(建物完工裝修工程業),墜落、滾落,1,群美商標股份有限公司,,北側廠房屋頂浪板拆換作業,群美商標股份有限公司北側廠房屋頂,2272,,臺中市勞動檢查處,2019,2019-07-10,否,07
162,162,,賀立安有限公司,C製造業(塑膠原料製造業),物體倒塌、崩塌,1,,,,賀立安有限公司工廠鐵捲門處,,高雄市阿蓮區中路151之46號,高雄市政府勞工局勞動檢查處,2019,2019-07-10,是,09
163,163,42484409,有限責任臺北市機關勞務勞動合作社,N支援服務業(其他清潔服務業),墜落、滾落,1,國軍退除役官兵輔導委員會臺北榮譽國民之家,43511143,,養護一區B棟頂樓,2267,新北市三峽區白雞路127號,新北市政府勞動檢查處,2019,2019-07-08,是,05
164,164,,陳OO（即勇鑫工程行）,F營造業(其他專門營造業),墜落、滾落,1,輔仁大學學校財團法人輔仁大學,,宜聖宿舍新建工程,D棟地上3樓外牆施工架,2267,新北市新莊區三泰路56號對面,新北市政府勞動檢查處,2019,2019-07-06,是,05
165,165,,吳OO,F營造業(建物完工裝修工程業),墜落、滾落,1,曾OO,,曾OO鐵皮屋修繕工程,曾OO鐵皮屋,,,桃園市政府勞動檢查處,2019,2019-07-06,否,06
166,166,,燁聯鋼鐵股份有限公司,C製造業(鋼鐵軋延及擠型業),墜落、滾落,1,,,,燁聯鋼鐵股份有限公司冷軋三廠電氣室頂層,2279,高雄市岡山區興隆街600號,高雄市政府勞工局勞動檢查處,2019,2019-07-05,是,09
167,167,,頂宏環保有限公司,E用水供應及污染整治業(非有害廢棄物處理業),其他,1,,,,頂宏環保有限公司物料堆置場,2268,桃園市八德區興豐路2350巷502號旁,桃園市政府勞動檢查處,2019,2019-07-02,是,06
168,168,,范○○(即奕昌水電工程行),F營造業(建物完工裝修工程業),感電,1,陶一企業有限公司新豐廠,,新豐廠頂樓地面漏水維修工程,陶一企業有限公司新豐廠,2270,,勞動部職業安全衛生署北區職業安全衛生中心,2019,2019-07-01,否,01
169,1,,鄒OO(即宏興汽車電機行),S其他服務業(其他個人服務業),被撞,1,李OO,,挖土機維修作業,花蓮縣富里鄉復興路66號旁河床,2282,,勞動部職業安全衛生署北區職業安全衛生中心,2019,2019-06-29,否,01
170,2,18196527,昇翔企業社,F營造業(冷凍、空調及管道工程業),感電,1,,,,彰化縣和美鎮頭前里北堂路149號,2273,,勞動部職業安全衛生署中區職業安全衛生中心,2019,2019-06-29,否,02
171,3,,江OO(即甲房空間設計工程行),F營造業(建物完工裝修工程業),感電,1,劉OO,,劉OO住宅後側增建工程,2樓後側陽台,2280,,勞動部職業安全衛生署南區職業安全衛生中心,2019,2019-06-28,否,03
172,4,53602419,巨鼎精密機械企業有限公司,F營造業(整地、基礎及結構工程業),墜落、滾落,1,,,,,2270,,勞動部職業安全衛生署北區職業安全衛生中心,2019,2019-06-27,否,01
173,5,,李OO,F營造業(其他專門營造業),感電,1,孫OO,,曾OO住宅新建工程,高雄市六龜區OOO,2279,,高雄市政府勞工局勞動檢查處,2019,2019-06-27,否,09
174,6,G100237237	,吳OO,H運輸及倉儲業(汽車貨運業),物體飛落,1,立達鋼鐵股份有限公司,22185570,,得協企業股份有限公司,2283,,勞動部職業安全衛生署北區職業安全衛生中心,2019,2019-06-26,否,01
175,7,,-,F營造業(其他專門營造業),墜落、滾落,1,-,,鐵皮屋拆除工程,屋架,2272,,勞動部職業安全衛生署中區職業安全衛生中心,2019,2019-06-26,否,02
176,8,,伽明企業有限公司,C製造業(金屬建築組件製造業),墜落、滾落,1,吳姈等6人,,屋頂修繕工程,新北市板橋區大觀路2段3巷115號,2267,,新北市政府勞動檢查處,2019,2019-06-26,否,05
177,9,,盟慶營造有限公司,F營造業(其他專門營造業),墜落、滾落,1,高雄捷運股份有限公司,,R11臨時車站商業空間金屬鐵件拆除工程,高雄市捷運R11車站商業空間,2279,高雄市三民區建國二路320號,高雄市政府勞工局勞動檢查處,2019,2019-06-26,是,09
178,10,,莊OO,F營造業(冷凍、空調及管道工程業),墜落、滾落,1,林OO,,竹塘鄉竹五路OO號民宅屋頂水塔更換工程,彰化縣竹塘鄉竹五路171號民宅頂樓屋突樓板,2273,,勞動部職業安全衛生署中區職業安全衛生中心,2019,2019-06-25,否,02
179,11,H121569182,徐OO,A農、林、漁、牧業(稻作栽培業),被夾、被捲,1,黃OO,H121643683,無,業主黃OO家中,,,桃園市政府勞動檢查處,2019,2019-06-25,否,06
180,12,,臺運實業股份有限公司,H運輸及倉儲業(汽車貨運業),被撞,1,-,,空櫃堆放,高雄市旗津區旗津一路1之1號,,高雄市旗津區旗津一路1之1號,高雄市政府勞工局勞動檢查處,2019,2019-06-24,是,09
181,13,41371321,楊OO（即天翊空調行）,F營造業(冷凍、空調及管道工程業),感電,1,全國電子股份有限公司,22006252,冷氣安裝工程,陽臺,2267,,新北市政府勞動檢查處,2019,2019-06-22,否,05
182,14,31528295,興玉輝營造股份有限公司,F營造業(其他專門營造業),跌倒,1,交通部公路總局第四區養護工程處,42002901 ,台23線1k+500富里大橋改建工程,工程鋼筋加工場,2282,花蓮縣富里鄉富里大橋工地(台23線),勞動部職業安全衛生署北區職業安全衛生中心,2019,2019-06-21,是,01
183,15,,楊OO,F營造業(其他專門營造業),墜落、滾落,1,揚鋼鑄造股份有限公司,,廠房屋頂修繕工程,揚鋼鑄造股份有限公司廠房屋頂,2272,,臺中市勞動檢查處,2019,2019-06-19,否,07
184,16,,李OO(自然人),F營造業(其他專門營造業),墜落、滾落,1,,,浪板更換工程,嘉義縣義竹鄉北港子段北華小段22、23地號雞糞太空包倉庫屋頂,2277,,勞動部職業安全衛生署南區職業安全衛生中心,2019,2019-06-18,否,03
185,17,27397715,巨勳廣告工程有限公司,M專業、科學及技術服務業(廣告業),墜落、滾落,1,農禪寺,80901360,農禪寺豐年段一小段566地號臨時展場維修工程,遮雨棚屋頂,2266,臺北市北投區大業路65巷,臺北市勞動檢查處,2019,2019-06-17,是,04
186,18,,生泰企業社,F營造業(其他建築設備安裝業),墜落、滾落,1,,,,雲林縣斗南鎮中和路44號,,,勞動部職業安全衛生署中區職業安全衛生中心,2019,2019-06-15,否,02
187,19,,成旺管理顧問有限公司,N支援服務業(建築物一般清潔服務業),其他,1,,,,,2271,,勞動部職業安全衛生署中區職業安全衛生中心,2019,2019-06-13,否,02
188,20,,誠興建設有限公司,F營造業(其他土木工程業),墜落、滾落,1,誠興建設有限公司,,高雄市左營區子華路8戶住宅新建工程,A3棟2樓電梯開口,2279,高雄市左營區菜公段五小段789-37地號,高雄市政府勞工局勞動檢查處,2019,2019-06-13,是,09
189,21,,正在機械工業股份有限公司 ,C製造業(其他金屬加工用機械設備製造業),墜落、滾落,1,高興昌鋼鐵股份有限公司,,進行拆除及清理中間隔板設備作業,高雄市永安區永工一路6號,,高雄市永安區永工一路6號,高雄市政府勞工局勞動檢查處,2019,2019-06-12,是,09
190,22,,晨祥營造股份有限公司,F營造業(建築工程業),被撞,1,鼎霖國際有限公司,,鼎霖國際廠辦新建工程,於開挖面測量作業時遭挖溝機挖斗撞擊,,,勞動部職業安全衛生署中區職業安全衛生中心,2019,2019-06-09,否,02
191,23,,易宏熱鍍鋅工業股份有限公司,C製造業(金屬表面處理業),墜落、滾落,1,,,,易宏熱鍍鋅工業股份有限公司位於高雄市大寮區大有3街15號所屬固定式起重機(編號:13F4205920002)上,,高雄市大寮區大有3街15號,高雄市政府勞工局勞動檢查處,2019,2019-06-09,是,09
192,24,24877439,彰員營造股份有限公司,F營造業(其他土木工程業),感電,1,臺灣彰化農田水利會,60007800,建興重劃區下山腳小排2-2維護工程,堤防旁產業道路,2273,彰化縣大城鄉,勞動部職業安全衛生署中區職業安全衛生中心,2019,2019-06-07,是,02
193,25,86432169,鑫祥電機有限公司,C製造業(發電、輸電及配電機械製造業),感電,1,嵩益股份有限公司,22876080,高壓電電線桿二次側接線工程,嵩益股份有限公司廠房,2270,,勞動部職業安全衛生署北區職業安全衛生中心,2019,2019-06-06,否,01
194,26,54111405,林OO(即偉豐企業社),F營造業(建物完工裝修工程業),感電,1,禾林建設有限公司,14388622,禾林RICH ONE II接待中心暨樣品屋裝修工程,禾林建設大廈銷售中心,2268,桃園市中壢區高鐵站前西路2段57號1樓,桃園市政府勞動檢查處,2019,2019-06-06,是,06
195,27,,鴻翔豐企業有限公司,F營造業(冷凍、空調及管道工程業),感電,1,億光電子工業股份有限公司,,億光電子工業股份有限公司土城廠整改工程,新北市土城區中央路3段76巷25號,2267,,新北市政府勞動檢查處,2019,2019-06-05,否,05
196,28,04860092,台灣電力股份有限公司台北南區營業處,D電力及燃氣供應業(電力供應業),感電,1,,,,新北市板橋區懷仁街77巷18號前,2267,新北市板橋區懷仁街77巷18號前,新北市政府勞動檢查處,2019,2019-06-05,是,05
197,29,,許OO〈即震順發2號漁船〉,A農、林、漁、牧業(漁撈業),溺斃,1,,,,屏東縣東港鎮東港漁港漁船停泊區,,,勞動部職業安全衛生署南區職業安全衛生中心,2019,2019-06-03,否,03
198,30,,中國石油化學工業開發股份有限公司頭份廠,C製造業(化學原材料製造業),物體倒塌、崩塌,1,,,,中國石油化學工業開發股份公司頭份廠煤倉,2271,,勞動部職業安全衛生署中區職業安全衛生中心,2019,2019-06-01,否,02
199,31,34270072,世久營造探勘工程股份有限公司,F營造業(整地、基礎及結構工程業),被撞,1,臺灣港務股份有限公司臺中港務分公司,56505024,臺中港5A碼頭改建及5B碼頭新建工程暨淺水船渠整建工程,施工便道,2272,臺中市清水區臺中港5A及5B碼頭,勞動部職業安全衛生署中區職業安全衛生中心,2019,2019-06-01,是,02
200,32,,李OO（即宏聖工程行）,F營造業(冷凍、空調及管道工程業),被撞,1,新北市政府水利局,,新北市三峽區、鶯歌區污水下水道系統第一期工程污水管線第五、七、九、十一標(主次幹管、分支管及用戶接管),AC01下水道工作井,2267,新北市鶯歌區建國路255號前,新北市政府勞動檢查處,2019,2019-06-01,是,05
201,33,,林○○,A農、林、漁、牧業(內陸養殖業),溺斃,1,,,,四分45L4號電桿旁之魚塭,,,勞動部職業安全衛生署南區職業安全衛生中心,2019,2019-05-31,否,03
202,34,,廣弘營造有限公司,F營造業(其他土木工程業),物體倒塌、崩塌,1,,,,倉庫處,,,勞動部職業安全衛生署南區職業安全衛生中心,2019,2019-05-31,否,03
203,35,,杜OO,F營造業(建物完工裝修工程業),墜落、滾落,1,鄭OO(即喜優汽車旅館),,竹北Magic 汽車旅館全案外觀意象及整體內裝設計及全案工程總體承包,竹北Magic 汽車旅館,2270,,勞動部職業安全衛生署北區職業安全衛生中心,2019,2019-05-30,否,01
204,36,,侑升工程有限公司,C製造業(預拌混凝土製造業),墜落、滾落,1,,,混凝土運送工作,美耐石公司廢料堆置坑,2275,,勞動部職業安全衛生署中區職業安全衛生中心,2019,2019-05-30,否,02
205,37,,明石營造有限公司,F營造業(道路工程業),物體飛落,1,臺南市善化區公所,,臺南市善化區嘉北里排水改善工程,物料堆置場,,,勞動部職業安全衛生署南區職業安全衛生中心,2019,2019-05-30,否,03
206,38,,自然人戴OO,G批發及零售業(水產品批發業),溺斃,1,-,,從事捕撈虱目魚作業,高雄市彌陀區彌海段0525-00272地號,2279,高雄市彌陀區彌海段0525-00272地號,高雄市政府勞工局勞動檢查處,2019,2019-05-25,是,09
207,39,,澤和營造有限公司,F營造業(建築工程業),墜落、滾落,1,林0,,住宅新建工程,連江縣南竿鄉仁愛村2-1號旁工地,,連江縣南竿鄉仁愛村2-1號旁,勞動部職業安全衛生署北區職業安全衛生中心,2019,2019-05-24,是,01
208,40,27804662,奧璐佳瑙科技股份有限公司、中信玻璃纖維工業股份有限公司,C製造業(冶金機械製造業),與有害物等之接觸,2,台灣積體電路製造股份有限公司,22099131,台積電南科18廠新建工程,南科臺南園區北園二路與三抱竹路交叉口,2278,臺南市安定區北園二路8號,南部科學園區管理局,2019,2019-05-23,是,13
209,41,,許○○,F營造業(整地、基礎及結構工程業),墜落、滾落,1,陳○○,,台南市安南區青砂街一段572巷151號之2旁民宅新建工程(鋼構主體),台南市安南區青砂街一段572巷151號之2旁民宅2樓,,台南市安南區青砂街一段572巷151號之2旁,勞動部職業安全衛生署南區職業安全衛生中心,2019,2019-05-22,是,03
210,42,,亞太國際物流股份有限公司 ,H運輸及倉儲業(普通倉儲業),物體倒塌、崩塌,1,,,-,高雄市小港區東亞路2號,2279,高雄市小港區東亞路2號,高雄市政府勞工局勞動檢查處,2019,2019-05-22,是,09
211,43,-,張OO,F營造業(),墜落、滾落,1,王OO,-,民宅油漆工程,地上1樓,2267,,新北市政府勞動檢查處,2019,2019-05-20,否,05
212,44,,吳OO,C製造業(肉類其他加工及保藏業),物體倒塌、崩塌,1,新合發冷凍食品股份有限公司利澤廠,53031827,,新合發冷凍食品股份有限公司利澤廠2樓發電室,2283,,勞動部職業安全衛生署北區職業安全衛生中心,2019,2019-05-18,否,01
213,45,,宏華營造股份有限公司,F營造業(其他土木工程業),被撞,1,,,臺中港36號碼頭新建工程,第36號碼頭,2272,臺中市梧棲區臺中港,勞動部職業安全衛生署中區職業安全衛生中心,2019,2019-05-18,是,02
214,46,,三賀工程行,F營造業(庭園景觀工程業),與高溫、低溫之接觸,1,承泰市地重劃股份有限公司,,臺南市南區萬年五街120號後方園藝工作,台南市南區萬年五街120號後方植栽種植區,2278,,勞動部職業安全衛生署南區職業安全衛生中心,2019,2019-05-17,否,03
215,47,03028404,工信工程股份有限公司,F營造業(公用事業設施工程業),墜落、滾落,1,台灣電力股份有限公司核能火力發電工程處,03795404,林口電廠更新擴建計畫筒式煤倉系統統包工程,工地內A3筒倉,2267,新北市林口區下福里139之1號,勞動部職業安全衛生署北區職業安全衛生中心,2019,2019-05-16,是,01
216,48,73635304,瑞華實業股份有限公司,C製造業(皮革及毛皮整製業),跌倒,1,,,,包裝區外通道,2278,臺南市山上區明和里北勢洲88號,勞動部職業安全衛生署南區職業安全衛生中心,2019,2019-05-15,是,03
217,49,,陳○勇(即榮發工業社),G批發及零售業(其他建材批發業),墜落、滾落,1,,,,屋頂,2268,桃園市新屋區中山東路2段362號,桃園市政府勞動檢查處,2019,2019-05-14,是,06
218,50,,大陸工程股份有限公司,F營造業(建物完工裝修工程業),物體倒塌、崩塌,1,尚志資產開發股份有限公司,,尚志資產開發公司土城員和段住宅新建一期工程,地上10樓,2267,新北市土城區中央路1段325號,新北市政府勞動檢查處,2019,2019-05-13,是,05
