編號,序號,事業單位統一編號,事業單位,行業別,災害類型,罹災人數（數量）,業主,業主統一編號,工程名稱,場所（肇災處）,縣市,地址,勞動檢查機構,年度,發生日期,是否顯示於地圖,agencyCode
201,26,,潘OO,A農、林、漁、牧業(林業),物體飛落,1,無,,無,桃源區寶山巷499之3地號,2279,桃源區寶山巷499之3地號,高雄市政府勞工局勞動檢查處,2023,2023-05-29,是,09
202,27,,鉿信裝潢工程有限公司,F營造業(建物完工裝修工程業),墜落、滾落,1,吳鳳池,,土庫公園路透天厝裝潢修繕工程,1樓車庫上方之遮雨棚,2275,,勞動部職業安全衛生署中區職業安全衛生中心,2023,2023-05-28,否,02
203,28,00000000,蘇○○（自營作業者）,H運輸及倉儲業(汽車貨運業),被夾、被捲,1,,84491748,,工作場所外之空地,2268,-,桃園市政府勞動檢查處,2023,2023-05-26,是,06
204,29,90075298,宇辰能源科技有限公司(前首登工程有限公司),F營造業(其他土木工程業),墜落、滾落,1,安集科技股份有限公司,28580346,桃子園區國有不動產提供設置太陽光電租賃契約營舍屋頂及地面設置太陽光電發電系統,左營海軍基地海軍陸戰隊忠誠營區,2279,高雄市左營區先鋒路9號,高雄市政府勞工局勞動檢查處,2023,2023-05-25,是,09
205,30,52259520,志成鋼鐵股份有限公司,C製造業(鋼鐵軋延及擠型業),被撞,1,,,,,2273,,勞動部職業安全衛生署中區職業安全衛生中心,2023,2023-05-24,否,02
206,31,,利兆實業有限公司,C製造業(車體製造業),物體飛落,1,,,,利兆實業有限公司,2272,,臺中市勞動檢查處,2023,2023-05-23,否,07
207,32,,民興營造有限公司,F營造業(建築工程業),墜落、滾落,1,陳宏恩,,桃園市蘆竹區新庄子段陳宅拆除及新建工程,後院屋頂,2268,,桃園市政府勞動檢查處,2023,2023-05-22,否,06
208,33,92551661,周00（即廣益實業社）,F營造業(建築工程業),墜落、滾落,1,錦誠有限公司,27800666,龜山廠廠內PVC水管拆除工程,廠房內,2268,桃園市龜山區,桃園市政府勞動檢查處,2023,2023-05-21,是,06
209,34,,長佑營造有限公司,F營造業(其他土木工程業),物體飛落,1,展志建設開發股份有限公司,,展志建設桃園區建國段752地號集合住宅新建工程,工區地下2層樓版區域,2268,桃園市桃園區昆明路與樹林四街口,桃園市政府勞動檢查處,2023,2023-05-20,是,06
210,35,20141181,蕭○珠(即振祥企業社),E用水供應及污染整治業(資源回收處理業),被撞,1,,,,新竹市東區溪埔路58號,2269,新竹市東區溪埔路58號,勞動部職業安全衛生署北區職業安全衛生中心,2023,2023-05-19,是,01
211,36,47095652,正弘事業有限公司,N支援服務業(建築物一般清潔服務業),墜落、滾落,1,何00,,麗景社區民宅外牆清洗作業,防火巷清洗外牆,2265,,勞動部職業安全衛生署北區職業安全衛生中心,2023,2023-05-17,否,01
212,37,28967072,山水和風事業股份有限公司,I住宿及餐飲業(短期住宿業),感電,1,,,,,2273,彰化縣彰化市向陽里崙平南路520號,勞動部職業安全衛生署中區職業安全衛生中心,2023,2023-05-17,是,02
213,38,,新興實業有限公司,C製造業(烘焙炊蒸食品製造業),物體倒塌、崩塌,1,,,,4樓作業生產區,2267,五股區五權路8號,新北市政府勞動檢查處,2023,2023-05-17,是,05
214,39,29125583,紹洲興業股份有限公司,F營造業(機電、電信及電路設備安裝業),墜落、滾落,1,旭忠能源股份有限公司,45055654,苓雅監理站新建工程裝置太陽能光電發電設備標租案,苓雅監理站新建工程裝置太陽光電發電設備標租案,2279,高雄市三民區建國一路454號,高雄市政府勞工局勞動檢查處,2023,2023-05-17,是,09
215,40,,鎧裕營造有限公司,F營造業(建築工程業),物體倒塌、崩塌,1,頡懋建設有限公司,,華南段(12戶)新建工程,A棟2樓,2273,彰化縣花壇鄉金墩街77號對面,勞動部職業安全衛生署中區職業安全衛生中心,2023,2023-05-16,是,02
216,41,M120953567,游○○,F營造業(其他專門營造業),墜落、滾落,1,林○○（自然人）,-,承攬林○○「民宅屋頂鐵皮修繕工程」,私有民宅之鐵皮屋頂,2268,桃園市蘆竹區,桃園市政府勞動檢查處,2023,2023-05-16,是,06
217,42,46425304,裕章工程有限公司,C製造業(產業用機械設備維修及安裝業),物體倒塌、崩塌,1,晟裕科技股份有限公司,54516356,汽輪發電機系統安裝工程,汽輪發電機組房1樓入口處,2268,桃園市觀音區環科路159號,桃園市政府勞動檢查處,2023,2023-05-16,是,06
218,43,,正輪有限公司,C製造業(輸送機械設備製造業),墜落、滾落,1,,,6.1公噸固定式起重機修繕作業,台灣鐵塔股份有限公司,2268,桃園市龍潭區湧光路1段136號,桃園市政府勞動檢查處,2023,2023-05-13,是,06
219,44,23806696,興娣機械股份有限公司,C製造業(未分類其他金屬製品製造業),物體倒塌、崩塌,1,,,,興娣機械股份有限公司,2267,新北市樹林區中洲街2之2號,新北市政府勞動檢查處,2023,2023-05-12,是,05
220,45,,弘愷工程行,F營造業(建物完工裝修工程業),墜落、滾落,1,,,住宅防水工程,南面外牆圓竹施工架,2278,,勞動部職業安全衛生署南區職業安全衛生中心,2023,2023-05-11,否,03
221,46,,煌龍建設有限公司,L不動產業(不動產開發業),物體飛落,1,,,煌龍建設有限公司新二段8戶住宅新建工程,屏東縣鹽埔鄉本工程之C1棟1樓室外,2280,屏東縣鹽埔鄉新二段194-1地號,勞動部職業安全衛生署南區職業安全衛生中心,2023,2023-05-10,是,03
222,47,12862116,中台資源科技股份有限公司,E用水供應及污染整治業(非有害廢棄物處理業),物體飛落,1,,12862116,,,,,勞動部職業安全衛生署北區職業安全衛生中心,2023,2023-05-09,否,01
223,48,,國城營造有限公司,F營造業(建築工程業),墜落、滾落,1,築禾建設股份有限公司,,築禾建設建林段59地號店鋪及集合住宅新建工程,新北市林口區忠孝路256巷10號旁工地,2267,,新北市政府勞動檢查處,2023,2023-05-08,是,05
224,49,無,皇陞交通股份有限公司,H運輸及倉儲業(汽車貨運業),被撞,1,-,無,-,臺中市清水區港埠路4段編號P120橋墩旁,2272,,臺中市勞動檢查處,2023,2023-05-08,否,07
225,50,,達欣工程股份有限公司,F營造業(建築工程業),跌倒,1,南山人壽保險股份有限公司,,（111建1688）南山A26地上權案新建工程,10樓板,2266,臺北市信義區信義路5段17號,臺北市勞動檢查處,2023,2023-05-07,是,04
226,51,33857130,國原營造股份有限公司,F營造業(建築工程業),墜落、滾落,1,亞昕國際開發股份有限公司、新潤興業股份有限公司、海悅國際開發股份有限公司、 鈜富開發股份有限公司,89961389、16318881、22624873、27766219,（108建151）南港區南港段三小段72之1等7筆土地新建工程,南港區南港段三小段72之1等7筆土地新建工程工區A棟17樓1號電梯井內工作臺,2266,臺北市南港區興南街71號,臺北市勞動檢查處,2023,2023-05-06,是,04
227,52,,陳OO,F營造業(建物完工裝修工程業),墜落、滾落,1,鄭OO,,倉庫屋頂修繕工程,屋頂,2270,,勞動部職業安全衛生署北區職業安全衛生中心,2023,2023-05-05,否,01
228,53,34270072,世久營造探勘工程股份有限公司,F營造業(建築工程業),墜落、滾落,1,交通部鐵道局北部工程處,31474707,臺鐵都會區捷運化桃園段地下化建設計畫CJ01標增設平鎮臨時站先期工程,桃園市平鎮區榮興街39巷內（台鐵里程數68K+720）,2268,桃園市平鎮區榮興街39巷內,桃園市政府勞動檢查處,2023,2023-05-05,是,06
229,54,72039551,總太營造股份有限公司,F營造業(其他土木工程業),墜落、滾落,1,總太地產開發股份有限公司台中分公司,28783460,總太心之所向假設、結構新建工程,臺中市北屯區環太東路與長安東路口,2272,,臺中市勞動檢查處,2023,2023-05-04,否,07
230,55,,竟成營造有限公司,F營造業(其他土木工程業),溺斃,1,臺灣港務股份有限公司基隆港務分公司,,臺北港東15碼頭損壞修復(Ⅱ)暨東7~9碼頭緊急維護工程,臺北港東15、16碼頭緊鄰之海面上,2267,臺北港東15、16碼頭緊鄰之海面上,新北市政府勞動檢查處,2023,2023-05-02,是,05
231,56,11026506,大同股份有限公司大園廠,C製造業(視聽電子產品製造業),墜落、滾落,1,無,無,電機棟天溝清理修繕工程,電四棟及電五棟間之天溝,2268,桃園市大園區民生路102號,桃園市政府勞動檢查處,2023,2023-05-02,是,06
232,57,,黃○○,S其他服務業(其他個人服務業),墜落、滾落,1,黃○○,,新曬茶菁場配電工程,臺中市和平區福壽路15之2號,2272,,臺中市勞動檢查處,2023,2023-05-01,否,07
233,58,75094900,中華工程股份有限公司,F營造業(其他土木工程業),墜落、滾落,1,台灣中油股份有限公司煉製事業部桃園煉油廠,43748484,台15線及台4線配合桃園國際機場擴建辦理改線工程-中油油管改管工程,工區到達井露天開挖基坑開口邊緣,2268,大園區中央路336巷153弄1號旁,桃園市政府勞動檢查處,2023,2023-04-26,是,06
234,59,07569627,聯華食品工業股份有限公司彰化廠,C製造業(烘焙炊蒸食品製造業),火災,9,,,,聯華食品工業股份有限公司彰化廠2樓、4樓,2273,,勞動部職業安全衛生署中區職業安全衛生中心,2023,2023-04-25,否,02
235,60,,哲誠營造股份有限公司,F營造業(建築工程業),墜落、滾落,1,千悅建設有限公司,,千悅藏馥一期等16戶住宅新建工程,C3棟3樓陽台區,2282,花蓮縣新城鄉嘉南段438、438-1等2筆地號,勞動部職業安全衛生署北區職業安全衛生中心,2023,2023-04-24,是,01
236,61,86991310,東詮營造有限公司,F營造業(其他專門營造業),溺斃,1,亞馬遜育樂股份有限公司新竹分公司,80672556,大湖清淤工程,綠世界生態農場大湖,2270,新竹縣北埔鄉大湖村尾隘子20號,勞動部職業安全衛生署北區職業安全衛生中心,2023,2023-04-21,是,01
237,62,,吳○○,F營造業(其他專門營造業),被撞,1,張○○、謝○○、袁○○、徐○○、翁○○等5人,, 張○○、謝○○、袁○○、徐○○、翁○○等5人桃園市平鎮區鎮東段1194-0019、1194-0020地號整地工程之三次承攬人自營作業者吳○○發生被撞災害致死重大災害檢查初步報告書,桃園市平鎮區鎮東段1194-20地號,2268,桃園市平鎮區快速路一段702號旁,桃園市政府勞動檢查處,2023,2023-04-21,是,06
238,63,,立源營造股份有限公司,F營造業(建築工程業),墜落、滾落,2,三信倉儲股份有限公司,,三信倉儲觀音區廠房新建工程,工區西北側屋頂區域,2268,桃園市觀音區快速路9段2278號旁,桃園市政府勞動檢查處,2023,2023-04-19,是,06
239,64,10119610,昱傑企業社,F營造業(機電、電信及電路設備安裝業),墜落、滾落,1,鵬鼎科技股份有限公司,66406662,鵬鼎科技股份有限公司高雄園區(一期工程)新建工程電梯工程,自6號電梯井施工平台開口處墜落,2279,高雄市路竹區路科九路與後鄉路交叉口,南部科學園區管理局,2023,2023-04-18,是,13
240,65,,高田營造有限公司,F營造業(建築工程業),墜落、滾落,1,傑克電機股份有限公司,,傑克電機股份有限公司新屋區清華段851等2筆地號辦公大樓新建工程,工區頂樓鋼構工程,2268,新屋區新文路787號,桃園市政府勞動檢查處,2023,2023-04-14,是,06
241,66,92405725,邱OO(即政隆耀工程行),F營造業(建物完工裝修工程業),墜落、滾落,1,民宅,X220396848,室內裝修工程,案場5樓圍牆台上墜落,2279,高雄市小港區松崗路116號5樓,高雄市政府勞工局勞動檢查處,2023,2023-04-13,是,09
242,67,86330846,岩易企業股份有限公司,C製造業(塗料、染料及顏料製造業),物體飛落,1,,無,,,,,新北市政府勞動檢查處,2023,2023-04-10,否,05
243,68,,群宏交通企業有限公司,H運輸及倉儲業(汽車貨運業),物體飛落,1,,,,,2278,,勞動部職業安全衛生署南區職業安全衛生中心,2023,2023-04-08,否,03
244,69,,新曜營造股份有限公司,F營造業(其他專門營造業),感電,1,花蓮縣政府,,花64線2.7k、3.1k、4.1k、4.7k、16k＋650等五處災害復建工程,鄉道花64線16K+525,2282,花蓮縣瑞穗鄉、豐濱鄉鄉道花64線16K+525,勞動部職業安全衛生署北區職業安全衛生中心,2023,2023-04-06,是,01
245,70,,安倉營造股份有限公司,F營造業(公用事業設施工程業),被撞,1,,,大漢溪堤外水岸廊道串聯暨周邊環境改善工程,新北市樹林區鹿角溪溼地,2267,,新北市政府勞動檢查處,2023,2023-04-04,否,05
246,71,25174153,永䥶工程有限公司,F營造業(其他土木工程業),其他交通事故,1,交通部高速公路局北區養護工程分局,04123601,111年度中壢工務段轄區路面整修工程,桃園市蘆竹區本工程之國道1號北上線里程52k+300第1車道（內側路肩及第1車道）,2268,,桃園市政府勞動檢查處,2023,2023-03-31,否,06
247,72,,斯特樂科技有限公司線材廠,C製造業(金屬建築組件製造業),被撞,1,,,成品盤元吊掛作業,成品盤元倉庫,2279,高雄市燕巢區大成路95號,高雄市政府勞工局勞動檢查處,2023,2023-03-31,是,09
248,73,79990245,家宇營造有限公司,F營造業(建築工程業),物體倒塌、崩塌,3,,,住宅新建工程,開挖區,2272,,勞動部職業安全衛生署中區職業安全衛生中心,2023,2023-03-30,否,02
249,74,,三貿通運有限公司,H運輸及倉儲業(汽車貨運業),被撞,1,,,型鋼成品倉庫板車裝載作業,東和鋼鐵企業股份有限公司高雄廠,2279,高雄市小港區嘉興街8號,高雄市政府勞工局勞動檢查處,2023,2023-03-29,是,09
250,75,30323323,陳OO(即玉川工程行),N支援服務業(營造用機械設備租賃業),墜落、滾落,1,,,,新竹市建華段462-2等地號之停車場,2269,,勞動部職業安全衛生署北區職業安全衛生中心,2023,2023-03-28,否,01
251,76,,富胖達股份有限公司,H運輸及倉儲業(汽車貨運業),公路交通事故,1,,,,雲林縣虎尾鎮清雲路和清雲二路之路口,2275,雲林縣虎尾鎮平和里平和58-3號,勞動部職業安全衛生署中區職業安全衛生中心,2023,2023-03-27,是,02
252,77,,富胖達股份有限公司,H運輸及倉儲業(其他陸上運輸業),公路交通事故,1,,,無,雲林縣虎尾鎮清雲路和清雲二路之路口,2275,,勞動部職業安全衛生署中區職業安全衛生中心,2023,2023-03-27,否,02
253,78,,華豐營造股份有限公司,F營造業(其他土木工程業),物體飛落,1,元毅工業股份有限公司,,元毅工業廠房新建工程,南側置料夾層樓板,2273,彰化縣福興鄉福工路16號,勞動部職業安全衛生署中區職業安全衛生中心,2023,2023-03-25,是,02
254,79,00000001,簡OO（即新滿昌號漁船）,A農、林、漁、牧業(漁撈業),其他,1,,00000001,,,,,勞動部職業安全衛生署北區職業安全衛生中心,2023,2023-03-24,否,01
255,80,,寶信營造股份有限公司,F營造業(建築工程業),墜落、滾落,1,達麗建設事業股份有限公司,,歸仁區武東段新建工程-第二階段,臺南市歸仁區歸仁七路、高發二路口本工程1樓公設區,2278,臺南市歸仁區歸仁七路、高發二路口本工程1樓公設區,勞動部職業安全衛生署南區職業安全衛生中心,2023,2023-03-22,是,03
256,81,23145632,帆宣系統科技股份有限公司,F營造業(冷凍、空調及管道工程業),與高溫、低溫之接觸,0,桃園國際機場股份有限公司,53002013,第一、二航廈電力電纜改善暨發電機汱換及相關變電設備改善工程,配電室,2268,,桃園市政府勞動檢查處,2023,2023-03-21,是,06
257,82,,海盛航運股份有限公司,H運輸及倉儲業(海洋水運業),被撞,1,,,,澎湖國內商港龍門尖山碼頭區6號、7號公用碼頭交界處港區道路,2284,,勞動部職業安全衛生署南區職業安全衛生中心,2023,2023-03-20,是,03
258,83,23261505,台灣大林組營造股份有限公司,F營造業(其他土木工程業),被撞,1,安家卓越股份有限公司,24745331,(109建209號) 安家卓越臨沂段一小段新建工程,臺北市中正區忠孝東路二段64巷10號工地,2266,臺北市中正區忠孝東路二段64巷10號工地,臺北市勞動檢查處,2023,2023-03-17,是,04
259,84,,睿旭營造股份有限公司,F營造業(建築工程業),墜落、滾落,1,戴OO,,戴OO「住宅整修工程」,結構體五樓樓板開口邊緣,2268,,桃園市政府勞動檢查處,2023,2023-03-13,否,06
260,85,,黃文燕(即力成工程行),F營造業(建物完工裝修工程業),墜落、滾落,1,吳定松(即東華農特產行),,蒸餾機設備拆除工程,東華農特產行之廠房遮雨棚(地址：苗栗縣銅鑼鄉九湖村九湖南段968地號),2271,,勞動部職業安全衛生署中區職業安全衛生中心,2023,2023-03-10,否,02
261,86,,拾間室內裝修設計有限公司,F營造業(建物完工裝修工程業),墜落、滾落,1,田OO,,汐止區OO路室內裝修工程,房間鐵窗,2267,,新北市政府勞動檢查處,2023,2023-03-10,否,05
262,87,,梁○○,F營造業(其他專門營造業),墜落、滾落,1,黃○○,,黃宅鐵皮浪板更新工程,1 樓前院頂棚,2268,,桃園市政府勞動檢查處,2023,2023-03-09,否,06
263,88,,慧國工業股份有限公司,C製造業(汽車零件製造業),跌倒,1,,,,,2272,,臺中市勞動檢查處,2023,2023-03-08,否,07
264,89,80128660,川翔鋼鐵有限公司,G批發及零售業(金屬建材批發業),墜落、滾落,1,松盛工業有限公司,35921501,松盛工業有限公司廠房雨遮修繕工程,桃園市楊梅區高獅路425號,2268,桃園市楊梅區高獅路425號,桃園市政府勞動檢查處,2023,2023-03-06,是,06
265,90,,群策能源科技股份有限公司,F營造業(機電、電信及電路設備安裝業),墜落、滾落,1,中租迪和股份有限公司,,口福國際太陽光電系統工程,雲林縣口湖鄉北興街389號「口福國際太陽光電系統工程」工地現場,2275,口湖鄉北興街389號,勞動部職業安全衛生署中區職業安全衛生中心,2023,2023-03-04,是,02
266,91,,信美石業股份有限公司,C製造業(石材製品製造業),墜落、滾落,1,,,,加工作業區,2282,,勞動部職業安全衛生署北區職業安全衛生中心,2023,2023-03-03,否,01
267,92,,高亨股份有限公司,G批發及零售業(金屬建材批發業),墜落、滾落,1,高亨股份有限公司,,,平鎮區洪圳路386之1號,2268,平鎮區洪圳路386之1號,桃園市政府勞動檢查處,2023,2023-03-03,是,06
268,93,,林口育樂事業股份有限公司,R藝術、娛樂及休閒服務業(運動場館),其他交通事故,1,,,,,2267,,新北市政府勞動檢查處,2023,2023-03-01,否,05
269,94,,詠慶鋼鐵有限公司,,物體飛落,1,,,,二區固定式起重機作業場所,2277,嘉義縣民雄鄉大崎村十四甲820號,勞動部職業安全衛生署南區職業安全衛生中心,2023,2023-02-27,是,03
270,95,,上永運輸有限公司,H運輸及倉儲業(汽車貨運業),墜落、滾落,1,,,,道路,2267,新北市新店區中央四街83號,新北市政府勞動檢查處,2023,2023-02-25,是,05
271,96,,亞頎工程股份有限公司,C製造業(化工機械設備製造業),墜落、滾落,1,永信藥品工業股份有限公司,,50噸醱酵槽整改工程,,2272,,臺中市勞動檢查處,2023,2023-02-25,否,07
272,97,,實毅營造股份有限公司 ,F營造業(其他土木工程業),物體倒塌、崩塌,1,國家科學及技術委員會中部科學園區管理局,,二林園區水資源中心一期一階工程,中部科學園區二林園區水資源中心一期一階工程緊急貯留池南側污水管線埋設工程開挖區域,2273,,中部科學園區管理局,2023,2023-02-21,是,12
273,98,,周○○(即上華不銹鋼實業社),G批發及零售業(建材零售業),墜落、滾落,1,蔡○○,,採光罩PC板更換工程,某民宅,2272,,臺中市勞動檢查處,2023,2023-02-20,否,07
274,99,45910567,興亞營造工程股份有限公司,F營造業(建築工程業),墜落、滾落,1,臺中市政府住宅發展工程處,72448140,臺中市北屯區同榮段社會住宅新建工程,B區地下1樓電梯井前通道上,2272,臺中市北屯區新興路238-1號,臺中市勞動檢查處,2023,2023-02-18,是,07
275,100,,易昇鋼鐵股份有限公司永康廠,C製造業(其他金屬加工處理業),物體倒塌、崩塌,1,,,,易昇鋼鐵股份有限公司永康廠,2278,臺南市永康區王行里經中路11號,臺南市職安健康處,2023,2023-02-17,是,08
276,101,,劉○○(自營作業者),A農、林、漁、牧業(牛飼育業),物體倒塌、崩塌,1,,,,散裝飼料桶倒塌處,2268,-,桃園市政府勞動檢查處,2023,2023-02-16,是,06
277,102,無,三統營造股份有限公司,F營造業(建築工程業),跌倒,1,南統建設股份有限公司,86517716,南統建設屏東市溝美段一小段150地號集合住宅新建工程,屏東縣屏東市本工程之1樓室外地面處,2280,屏東市溝美段一小段150地號,勞動部職業安全衛生署南區職業安全衛生中心,2023,2023-02-15,是,03
278,103,,美樂營造有限公司,F營造業(建築工程業),墜落、滾落,1,OOO(自然人),,OOO住宅裝修工程,「OOO住宅裝修工程」工地現場第9層施工架工作臺,2272,,勞動部職業安全衛生署中區職業安全衛生中心,2023,2023-02-13,否,02
279,104,,言展營造有限公司,F營造業(建築工程業),墜落、滾落,1,圓創建設股份有限公司,,基創悅渼新建工程,編號61、62號機械車坑,2272,臺中市太平區長億十一街與長弘街口,勞動部職業安全衛生署中區職業安全衛生中心,2023,2023-02-11,是,02
280,105,,王OO(即富豪木材行),A農、林、漁、牧業(林業),物體倒塌、崩塌,1,,,樹木鋸伐作業,111年屏林標1~11號潮州事業區第33、34林班第1區,2280,,勞動部職業安全衛生署南區職業安全衛生中心,2023,2023-02-10,否,03
281,106,,環固工程有限公司,N支援服務業(建築物一般清潔服務業),墜落、滾落,1,陳OO,,,,2267,新北市汐止區水源路2段60號,新北市政府勞動檢查處,2023,2023-02-10,是,05
282,107,24387664,新瑞工程有限公司,F營造業(機電、電信及電路設備安裝業),墜落、滾落,1,新竹縣芎林鄉農會,48055600,農民直銷站/消防檢修缺失改善工程,新竹縣芎林鄉農會農民直銷站,2270,新竹縣芎林鄉文山路626號,勞動部職業安全衛生署北區職業安全衛生中心,2023,2023-02-09,是,01
283,108,16097775,長榮航太科技股份有限公司桃園廠,C製造業(未分類其他運輸工具及其零件製造業),墜落、滾落,1,,16097775,,,2268,大園區航站北路600巷8號,桃園市政府勞動檢查處,2023,2023-02-09,是,06
284,109,,菩提營造股份有限公司,F營造業(建築工程業),物體倒塌、崩塌,1,侑城建設有限公司,,高雄市仁武區八卦段43地號新建工程,高雄市仁武區永愛街91號旁「高雄市仁武區八卦段43地號新建工程」工地。,2279,高雄市仁武區永愛街91號旁「高雄市仁武區八卦段43地號新建工程」工地。,高雄市政府勞工局勞動檢查處,2023,2023-02-07,是,09
285,110,22412104,宏穎企業股份有限公司,C製造業(螺絲、螺帽及鉚釘製造業),被撞,1,,,,,2279,高雄市路竹區大同路513巷136號,高雄市政府勞工局勞動檢查處,2023,2023-02-06,是,09
286,111,38793500,福懋興業股份有限公司,C製造業(人造纖維梭織布業),與高溫、低溫之接觸,1,,,汽電共生鍋爐BTG-1 CC-1底灰輸送機搶修工程,雲林縣斗六市榴中里石榴路317號,2275,,勞動部職業安全衛生署中區職業安全衛生中心,2023,2023-02-04,否,02
287,112,,建新國際股份有限公司,H運輸及倉儲業(普通倉儲業),與有害物等之接觸,1,,,台中港碼頭裝、卸作業司機員承攬作業,臺中市梧棲區臺中港43號碼頭,2272,,臺中市勞動檢查處,2023,2023-02-01,否,07
288,113,20061460,賴OO（即鑫福勁重機企業）,C製造業(採礦及營造用機械設備製造業),墜落、滾落,1,傅OO,,花蓮縣吉安鄉OO街OO號旁農地整地工程,花蓮縣吉安鄉OO街OO號旁農地,2282,,勞動部職業安全衛生署北區職業安全衛生中心,2023,2023-01-31,否,01
289,114,,臺灣水泥股份公司台北水泥製品廠龜山分廠,C製造業(預拌混凝土製造業),被夾、被捲,1,,,,砂石轉篩區,2268,龜山區東萬壽路688號,桃園市政府勞動檢查處,2023,2023-01-31,是,06
290,115,,鼎強浪板有限公司,F營造業(建物完工裝修工程業),墜落、滾落,1,磊登自動控制有限公司,,磊登自動控制有限公司楊梅市草湳坡段廠房新建工程彩鋼浪板工程,工區4樓結構體,2268,桃園市楊梅區永平路511號,桃園市政府勞動檢查處,2023,2023-01-27,是,06
291,116,,鉅輪企業有限公司,C製造業(未分類其他專用機械設備製造業),物體飛落,1,,,,,2267,林口區南勢里6鄰85之9號,新北市政府勞動檢查處,2023,2023-01-16,是,05
292,117,,太富建設有限公司,L不動產業(不動產開發業),物體飛落,1,太富建設有限公司,,太富裔二期工程,屏東縣內埔鄉本工程之A棟1樓室外廣場處    屏東縣內埔鄉延平路78號旁,2280,內埔鄉延平路78號旁,勞動部職業安全衛生署南區職業安全衛生中心,2023,2023-01-14,是,03
293,118,97499356,竣富營造有限公司,F營造業(建築工程業),墜落、滾落,1,頡懋建設有限公司,25196451,臻里仁7期(30戶)新建工程,E9戶與H1戶間防火巷,2272,臺中市龍井區龍津段147-11地號,勞動部職業安全衛生署中區職業安全衛生中心,2023,2023-01-12,是,02
294,119,,協勝發鋼鐵廠股份有限公司,C製造業(鋼鐵冶鍊業),物體倒塌、崩塌,1,,,廢鐵及爐渣處理作業,協勝發鋼鐵廠股份有限公司,2279,高雄市小港區光陽街3號,高雄市政府勞工局勞動檢查處,2023,2023-01-12,是,09
295,120,,北大消防安全設備有限公司 ,F營造業(其他建築設備安裝業),感電,1,春水堂實業股份有限公司,,,臺北市內湖區瑞光路585號2樓,2266,臺北市內湖區瑞光路585號2樓,臺北市勞動檢查處,2023,2023-01-11,是,04
296,121,,黃OO（即山之川溫泉餐坊）,I住宿及餐飲業(餐館),跌倒,1,,,,通道（溫泉水塔區至宿舍間）,2267,新北市烏來區新烏路5段122號,新北市政府勞動檢查處,2023,2023-01-11,是,05
297,122,42975263,凹凸工程有限公司,F營造業(冷凍、空調及管道工程業),被撞,1,國家科學及技術委員會新竹科學園區管理局,04177036,新竹科學園區X基地第一軟體大樓新建工程,工程附近之台灣肥料產創區域內Y-3計畫道路,2269,附近之台灣肥料產創區域內Y-3計畫道路,新竹科學園區管理局,2023,2023-01-10,是,11
298,123,,允良營造有限公司,F營造業(建築工程業),墜落、滾落,1,晟揚建設股份有限公司,,晟揚建設股份有限公司「保泰案」,晟揚建設股份有限公司保泰案工地,2279,高雄市鳳山區保泰路與南華路口,高雄市政府勞工局勞動檢查處,2023,2023-01-08,是,09
299,124,,盛傑營造有限公司,F營造業(建築工程業),墜落、滾落,1,富宇地產股份有限公司,,富宇世紀美新建工程,「富宇世紀美新建工程」電梯井,2273,彰化縣和美鎮仁美路與仁安路口,勞動部職業安全衛生署中區職業安全衛生中心,2023,2023-01-03,是,02
300,125,80590719,麗園農牧科技股份有限公司,C製造業(肥料及氮化合物製造業),其他交通事故,1,,,,麗園農牧科技股份有限公司堆肥場,2279,高雄市阿蓮區港後134之29號,高雄市政府勞工局勞動檢查處,2023,2023-01-03,是,09
301,126,,群創光電股份有限公司T6廠,C製造業(其他光電材料及元件製造業),被撞,1,群創光電股份有限公司T6廠,,自動搬運系統(編號STKT16)進行該系統自動門故障排除暨維修作業,4樓北側無塵室(L40層),2279,高雄市路竹區路科十路11號B室,南部科學園區管理局,2023,2023-01-03,是,13
302,127,84828573,紹華營造股份有限公司,F營造業(建築工程業),墜落、滾落,1,茂德建設股份有限公司,70506832,茂德建設新北市新店區斯馨段13、15地號新建工程,A棟地上12樓北側外牆施工架,2267,新店區央北二路與中山路口,新北市政府勞動檢查處,2023,2023-01-02,是,05
303,128,,優食台灣股份有限公司,H運輸及倉儲業(汽車貨運業),公路交通事故,1,,,食品外送作業,新竹市東區光復路二段與食品路口,2269,新竹市東區光復路二段與食品路口,勞動部職業安全衛生署北區職業安全衛生中心,2023,2023-01-01,是,01
