編號,序號,事業單位統一編號,事業單位,行業別,災害類型,罹災人數（數量）,業主,業主統一編號,工程名稱,場所（肇災處）,縣市,地址,勞動檢查機構,年度,發生日期,是否顯示於地圖,agencyCode
102,102,55764796,中港砂石企業股份有限公司,B礦業及土石採取業(砂、石採取及其他礦業),墜落、滾落,1,,55764796,,臺中市烏日區中山路 3 段 1337 號砂石堆置區,2272,,臺中市勞動檢查處,2024,2024-08-28,否,07
103,103,R120221000,陳OO(自然人),F營造業(整地、基礎及結構工程業),墜落、滾落,1,李OO(自然人),R123011971,台南市麻豆區安業OO號車庫新建工程,本工程之西側外牆C型鋼上(靠近北側角隅處),2278,,勞動部職業安全衛生署南區職業安全衛生中心,2024,2024-08-26,否,03
104,104,22478301,欣建營造股份有限公司,F營造業(其他土木工程業),墜落、滾落,1,美亞鋼管廠股份有限公司,44680700,（107建245）山岳開發建設房屋新建工程,4樓外牆鋼梁旁開口,2266,內湖區大湖山莊街219巷53號旁,臺北市勞動檢查處,2024,2024-08-24,是,04
105,105,67222305,藏野有限公司,,與有害物等之接觸,0,,67222305,,新北市林口區仁愛路1段388之5號2樓,2267,新北市林口區仁愛路1段388之5號2樓,新北市政府勞動檢查處,2024,2024-08-24,是,05
106,106,P222688665,林00(自然人),A農、林、漁、牧業(蔬菜栽培業),與高溫、低溫之接觸,1,,無,,新北市新店區新園段一小段2126地號,2279,新北市新店區新園段一小段2126地號,高雄市政府勞工局勞動檢查處,2024,2024-08-24,是,09
107,107,00000000,謝oo,F營造業(建物完工裝修工程業),墜落、滾落,1,安得紙業股份有限公司,30928553,雨遮工程,倉庫大門,2271,,勞動部職業安全衛生署中區職業安全衛生中心,2024,2024-08-23,否,02
108,108,28844564,九大牙體生技股份有限公司,G批發及零售業(化粧品批發業),墜落、滾落,1,,28844564,,臺北市中山區錦州街12號4樓,2266,,臺北市勞動檢查處,2024,2024-08-22,否,04
109,109,F125290382,盧OO,F營造業(其他專門營造業),墜落、滾落,1,鄭林月娥,N202751620,棚架組拆工程,新北市新莊區西盛街245巷16號1樓,2267,新北市新莊區西盛街245巷16號1樓,新北市政府勞動檢查處,2024,2024-08-21,是,05
110,110,11332202,東元電機股份有限公司,C製造業(發電、輸電及配電機械製造業),與有害物等之接觸,3,海龍二號風電股份有限公司、海龍三號風電股份有限公司,90275367、90275401,海龍離岸風場陸域降壓站新建工程,彰化縣鹿港鎮崙工北八路5號,2273,彰化縣鹿港鎮崙工北八路5號,勞動部職業安全衛生署中區職業安全衛生中心,2024,2024-08-20,是,02
111,111,89822958,璞承營造股份有限公司,F營造業(建築工程業),墜落、滾落,1,璞元建設股份有限公司,24487621,璞元建設中壢區青溪段578地號等7筆集合住宅新建工程,工區B棟12樓B6戶與B7戶間的樑模上,2268,桃園市中壢區永裕路 88 號旁,桃園市政府勞動檢查處,2024,2024-08-20,是,06
112,112,89379202,嘉鑫營造有限公司,F營造業(其他土木工程業),物體倒塌、崩塌,1,臺中市政府建設局,10927296,東勢-豐原生活圈快速道路（第三標-石岡新興段工程）,3P13墩柱,2272,,勞動部職業安全衛生署中區職業安全衛生中心,2024,2024-08-19,否,02
113,113,53681504,鼎端金屬有限公司,G批發及零售業(金屬建材批發業),物體飛落,1,財團法人台北政經學院基金會,76751229,(112 拆 013)清華大學月涵堂遷移、修復暨台北政經學院大樓新建工程,月涵堂東側第三個開間,2266,大安區金華街110號旁,臺北市勞動檢查處,2024,2024-08-17,是,04
114,114,61786501,旺邦營造股份有限公司,F營造業(其他土木工程業),物體飛落,1,台灣電力股份有限公司綜合施工處 ,03795904,淡水服務所及區域巡修中心新建工程,新北市淡水區中山北路2段17號旁,2267,淡水區中山北路2段17號旁,新北市政府勞動檢查處,2024,2024-08-17,是,05
115,115,07724424,祥億汽車貨運股份有限公司(彰化營業所),H運輸及倉儲業(汽車貨運業),跌倒,1,祥億汽車貨運股份有限公司,07724424,,祥億汽車貨運股份有限公司(彰化營業所),2273,彰化縣彰化市平和里線東路290之1號,勞動部職業安全衛生署中區職業安全衛生中心,2024,2024-08-16,是,02
116,116,00000000,林○○,S其他服務業(家事服務業),墜落、滾落,1,,00000000,,4樓屋頂,2283,,勞動部職業安全衛生署北區職業安全衛生中心,2024,2024-08-14,否,01
117,117,36108173,冠億齒輪股份有限公司二廠,C製造業(其他通用機械設備製造業),被夾、被捲,1,,36108173,,苗栗縣苑裡鎮中正里十鄰中正38之11號,,,勞動部職業安全衛生署中區職業安全衛生中心,2024,2024-08-13,否,02
118,118,53837416,龍湶水資源股份有限公司,E用水供應及污染整治業(廢水及污水處理業),溺斃,1,臺南市政府水利局,36724654,促進民間參與臺南市鹽水污水下水道系統建設之興建營運轉移(BOT)計畫,台南市安南水資源回收中心,2278,臺南市安南區郡安路七段188號,勞動部職業安全衛生署南區職業安全衛生中心,2024,2024-08-13,是,03
119,119,83076928,優食台灣股份有限公司,H運輸及倉儲業(其他陸上運輸業),公路交通事故,1,-,-,-,新北市泰山區新五路1段108號前,2267,新北市泰山區新五路1段108號前,新北市政府勞動檢查處,2024,2024-08-13,是,05
120,120,A121618441,陳OO,S其他服務業(其他個人服務業),墜落、滾落,1,施冠宇,A127325123,冷氣裝修作業,新北市新莊區化成路342巷12號 3樓,2267,新北市新莊區化成路342巷12號 3樓,新北市政府勞動檢查處,2024,2024-08-12,是,05
121,121,A124772871,優食台灣股份有限公司,H運輸及倉儲業(其他陸上運輸業),公路交通事故,1,-,-,-,新北市三重區環河北路2段與龍門路交叉口,2267,新北市三重區環河北路2段與龍門路交叉口,新北市政府勞動檢查處,2024,2024-08-11,是,05
122,122,84167778,金盟營造有限公司,F營造業(建築工程業),墜落、滾落,1,泰豐食品有限公司,82847413,泰豐食品有限公司工廠新建工程（建照號碼：111鶯建字第156號）,新北市鶯歌區大湖路12號,2267,鶯歌區大湖路12號,新北市政府勞動檢查處,2024,2024-08-09,是,05
123,123,22210254,洛城營造有限公司,F營造業(建築工程業),墜落、滾落,1,合陽建設股份有限公司,80016905,合陽建設股份有限公司八德區前程段300地號等17筆建築物結構體工程,工區B棟11樓電梯井,2268,桃園市八德區大福街199號旁,桃園市政府勞動檢查處,2024,2024-08-08,是,06
124,124,45227397,卓○○(即合昇水電工程行),F營造業(機電、電信及電路設備安裝業),跌倒,1,臺中市立中港高級中學,78949162,生活科技教室(一)(二)設備安裝及電扇移位作業,臺中市立中港高級中學生活科技教室(一),2272,臺中市梧棲區文昌路400號,臺中市勞動檢查處,2024,2024-08-08,是,07
125,125,97277798,鑫國空調設備股份有限公司,C製造業(其他通用機械設備製造業),墜落、滾落,1,鑫國空調設備股份有限公司,97277798,,鑫國空調設備股份有限公司,2268,平鎮區工業十一路1之1號,桃園市政府勞動檢查處,2024,2024-08-06,是,06
126,126,90112857,連誠發建設有限公司,L不動產業(不動產開發業),墜落、滾落,1,連誠發建設有限公司,90112857,連誠發建設-林園20戶住宅新建工程,高雄市林園區沿海路四段59巷38號旁工地,2279,,高雄市政府勞工局勞動檢查處,2024,2024-08-06,否,09
127,127,84827552,國群營造有限公司,F營造業(建築工程業),墜落、滾落,1,利翰建設有限公司,42937091,利翰建設有限公司麻豆區興國段1418-2集合住宅新建工程,臺南市麻豆區本工程6樓B戶主臥室外花台樓板處,2278,臺南市麻豆區興國段1418-2地號,勞動部職業安全衛生署南區職業安全衛生中心,2024,2024-08-05,是,03
128,128,53423730,天麒建設有限公司,L不動產業(不動產開發業),感電,1,天麒建設有限公司,53423730,桃園市蘆竹區出水段65–1地號作業廠房新建工程,桃園市蘆竹區濱海路一段371號工區無障礙安全梯1樓至2樓樓梯間區域,2268,桃園市蘆竹區濱海路一段371號,桃園市政府勞動檢查處,2024,2024-08-05,是,06
129,129,21338182,日方企業行,H運輸及倉儲業(汽車貨運業),墜落、滾落,1,台灣益鉅金屬股份有限公司,28601222,廢鋼材運輸卸貨作業,高雄市岡山區興隆街600號,2279,高雄市岡山區興隆街600號,高雄市政府勞工局勞動檢查處,2024,2024-08-05,是,09
130,130,80729431,金融億貿易有限公司,C製造業(其他塑膠製品製造業),被夾、被捲,1,,80729431,,金融億貿易有限公司廠內編號A12中空成型機,2273,,勞動部職業安全衛生署中區職業安全衛生中心,2024,2024-08-04,否,02
131,131,S100883167,潔之方服務事業股份有限公司,N支援服務業(其他清潔服務業),墜落、滾落,1,南亞塑膠工業股份有限公司,75370905,林口廠區環境清潔整理維護工作,新北市泰山區南泰路往林口方向1.6 公里處,2267,新北市泰山區南泰路往林口方向1.6 公里處,新北市政府勞動檢查處,2024,2024-08-04,是,05
132,132,-,吳○○,F營造業(建物完工裝修工程業),墜落、滾落,1,黃○○,-,頂樓鐵皮搭設作業,臺中市清水區鎮北街12之3號,2272,,臺中市勞動檢查處,2024,2024-08-03,否,07
133,133,91377291,林OO(即其耕工程行),F營造業(建築工程業),墜落、滾落,1,,無,,屋架,2270,,勞動部職業安全衛生署北區職業安全衛生中心,2024,2024-08-02,否,01
134,134,93439630,廖碧琴即欣辰鐵皮防鏽工程行,F營造業(建物完工裝修工程業),墜落、滾落,1,岳山企業有限公司,54564878,屋頂鋼浪板防漏防鏽工程,臺南市安定區海寮里海寮172之6號,2278,臺南市安定區海寮里海寮172之6號,勞動部職業安全衛生署南區職業安全衛生中心,2024,2024-07-31,是,03
135,135,13919876,簡誌葦（即緻遠企業社）,F營造業(機電、電信及電路設備安裝業),墜落、滾落,1,林育功,無,民宅整修工程,高雄市苓雅區凱旋二路45號,2279,高雄市苓雅區凱旋二路45號,高雄市政府勞工局勞動檢查處,2024,2024-07-31,是,09
136,136,24389797,威勝交通工程有限公司,F營造業(機電、電信及電路設備安裝業),與高溫、低溫之接觸,1,,-,,和南寺北側戶外周邊道路作業區,2282,花蓮縣壽豐鄉鹽寮村191號,勞動部職業安全衛生署北區職業安全衛生中心,2024,2024-07-30,是,01
137,137,22386318,泉發棉業股份有限公司,C製造業(人造纖維加工絲業),物體倒塌、崩塌,1,,22386318,,臺南市西港區西港里中山路477號,2278,臺南市西港區西港里中山路477號,勞動部職業安全衛生署南區職業安全衛生中心,2024,2024-07-30,是,03
138,138,30974465,榮福股份有限公司,E用水供應及污染整治業(非有害廢棄物處理業),與高溫、低溫之接觸,0,臺東縣環保局,12072210,「臺東縣廢棄物能資源中心效能統包工程」,臺東縣臺東市 成都南路709號2樓,2281,,勞動部職業安全衛生署南區職業安全衛生中心,2024,2024-07-30,否,03
139,139,41166102,大將作營造股份有限公司,F營造業(建築工程業),墜落、滾落,1,康豐生物科技股份有限公司,24630788,竹北欣悅國際產後護理之家新建工程,5樓樓地板上結構體與外牆施工架之間,2270,竹北市高鐵八路與隘口一街交叉路口,勞動部職業安全衛生署北區職業安全衛生中心,2024,2024-07-29,是,01
140,140,24380682,華鈊營造有限公司,F營造業(建築工程業),其他,1,華尚建設有限公司,54632931,華尚ART右昌案大樓新建工程第一期,華尚ART右昌案第一期大樓新建工程東側圍籬外路側邊(約於高雄市楠梓區三山街69巷與三山街69巷21弄口處),2279,約於高雄市楠梓區三山街69巷與三山街69巷21弄口處,高雄市政府勞工局勞動檢查處,2024,2024-07-24,是,09
141,141,82896589,八方達物業管理顧問有限公司,N支援服務業(複合支援服務業),墜落、滾落,1,,82896589,113年度校園事務性工作勞務委外服務,,2279,,高雄市政府勞工局勞動檢查處,2024,2024-07-24,是,09
142,142,無,潘○海,F營造業(機電、電信及電路設備安裝業),感電,1,,無,,,,,新北市政府勞動檢查處,2024,2024-07-23,是,05
143,143,53926705,富胖達股份有限公司(外送平台業者),H運輸及倉儲業(汽車貨運業),公路交通事故,1,,無,,臺中市南屯區永春東路與永春東一路交叉路口,2272,臺中市南屯區永春東路與永春東一路交叉路口,臺中市勞動檢查處,2024,2024-07-23,是,07
144,144,U120888928,張OO,F營造業(其他專門營造業),物體倒塌、崩塌,1,洪OO,V220258432,房屋局部拆除工程,臺中市太平區新平路3段160巷11弄8號,2272,太平區新平路3段160巷11弄8號,臺中市勞動檢查處,2024,2024-07-23,是,07
145,145,無,優食台灣股份有限公司,H運輸及倉儲業(汽車貨運業),公路交通事故,1,,無,,彰化縣伸港鄉中興路一段與忠孝東街之交叉口,2273,彰化縣伸港鄉中興路一段與忠孝東街之交叉口,勞動部職業安全衛生署中區職業安全衛生中心,2024,2024-07-22,是,02
146,146,-,李OO,S其他服務業(其他個人服務業),墜落、滾落,1,,-,採光罩更換工程,-,2272,,臺中市勞動檢查處,2024,2024-07-22,否,07
147,147,45277157,蕭OO(即松聖企業社),F營造業(整地、基礎及結構工程業),墜落、滾落,1,祝OO,無,祝宅增建2樓板鋼構工程,2樓鋼梁,2274,,勞動部職業安全衛生署中區職業安全衛生中心,2024,2024-07-18,否,02
148,148,86337094,穗榮包裝實業股份有限公司,C製造業(印刷輔助業),跌倒,1,,86337094,,,2272,,臺中市勞動檢查處,2024,2024-07-16,否,07
149,149,59339160,濰崗建設有限公司,L不動產業(不動產開發業),跌倒,1,濰崗建設有限公司,59339160,濰崗建設灣裡段272地號等3戶透天新建工程,1樓A1戶車庫前通路上,2279,高雄市岡山區灣裡段272地號,高雄市政府勞工局勞動檢查處,2024,2024-07-16,是,09
150,150,85337954,高宇廷（即雄陞工程行）,F營造業(建物完工裝修工程業),墜落、滾落,1,晟凱鑫國際有限公司,69742598,晟凱鑫國際有限公司無障礙平台安裝工程（切割工程）,桃園市桃園區忠一路93號,2268,桃園市桃園區忠一路93號,桃園市政府勞動檢查處,2024,2024-07-15,是,06
151,151,62014308,中日特種紙廠股份有限公司,C製造業(紙張製造業),被夾、被捲,1,0,62014308,,中日特種紙廠股份有限公司束絲槽,2274,,勞動部職業安全衛生署中區職業安全衛生中心,2024,2024-07-14,否,02
152,152,85712938,包美玲即豪祥企業社,F營造業(其他專門營造業),感電,1,輝明車體有限公司,24431818,增建消防系統放置平台之鋼構工程,屏東縣竹田鄉履豐村豐振路20、22號,2280,屏東縣竹田鄉履豐村豐振路20、22號,勞動部職業安全衛生署南區職業安全衛生中心,2024,2024-07-12,是,03
153,153,U120056846,三鎧營造有限公司,F營造業(建築工程業),墜落、滾落,1,邱○○,H120288400,邱○○大溪區三層段頭寮小段1103-10地號等1筆倉庫廠房新建工程,倉庫後側,2268,桃園市大溪區三層段頭寮小段1103-10地號,桃園市政府勞動檢查處,2024,2024-07-11,是,06
154,154,10587873,聯進股份有限公司,G批發及零售業(其他食品批發業),被撞,1,喜樂行,22009933,-,後碼頭處,2270,新竹科學園區新竹縣寶山鄉創新一路18號,新竹科學園區管理局,2024,2024-07-11,是,11
155,155,23806226,銓盈工程有限公司,C製造業(鋼鐵軋延及擠型業),物體飛落,1,無,無,鋼梁電銲作業,春源鋼鐵工業股份有限公司龍潭一廠之鋼構廠梁電銲區,2268,桃園市龍潭區聖亭路八德段236號,桃園市政府勞動檢查處,2024,2024-07-10,是,06
156,156,73935169,蘇益輝(即聖嘉工程行),G批發及零售業(建材零售業),墜落、滾落,1,國立高雄師範大學,76014004,國立高雄師範大學逸清樓頂樓防水工程,,2279,高雄市苓雅區和平一路116號,高雄市政府勞工局勞動檢查處,2024,2024-07-09,是,09
157,157,92819289,林O榕(即福榕防水隔熱材料工程行),F營造業(建物完工裝修工程業),墜落、滾落,1,潘OO,00000000,民宅外牆粉刷工程,第4層外牆施工架,2273,,勞動部職業安全衛生署中區職業安全衛生中心,2024,2024-07-08,否,02
158,158,39199303,新北市汐止區農會,,墜落、滾落,1,-,-,-,新北市汐止區汐萬路3段246號旁之北港溪河床,2267,新北市汐止區汐萬路3段246號旁之北港溪河床,新北市政府勞動檢查處,2024,2024-07-08,是,05
159,159,55358501,台灣電力股份有限公司輸變電工程處中區施工處,F營造業(公用事業設施工程業),墜落、滾落,1,,55358501,345kV彰工~彰濱線#18~#20鐵塔及基礎暨彰工STR~#1、#14~彰濱STR架線新建工程,#17號鐵塔,2273,,勞動部職業安全衛生署中區職業安全衛生中心,2024,2024-07-06,否,02
160,160,93669371,東丕營造股份有限公司,F營造業(其他土木工程業),物體飛落,1,臺灣港務股份有限公司基隆港務分公司,00277104,臺北港物流倉儲區第三、四期圍堤新建工程,新北市八里區台北港港內N9-1空地,,新北市八里區台北港港內N9-1空地,新北市政府勞動檢查處,2024,2024-07-06,是,05
161,161,88640065,洪○○(即寬米商行),I住宿及餐飲業(餐館),火災,2,,-,,壹人燒肉,2272,,臺中市勞動檢查處,2024,2024-07-06,否,07
162,162,12911708,台灣中油股份有限公司煉製事業部桃園煉油廠,C製造業(石油及煤製品製造業),與有害物等之接觸,1,,00000000,113年桃廠管線設備配管長約工作,桃園煉油廠第一媒組工廠2100區,2268,桃園市龜山區民生北路一段50號,勞動部職業安全衛生署北區職業安全衛生中心,2024,2024-07-05,是,01
163,163,53373422,誠宏營造有限公司,F營造業(其他專門營造業),物體倒塌、崩塌,1,桃園市政府觀音區公所,45005108,觀音區環中路105巷17弄瓶頸道路打通工程,桃園市觀音區環中路105巷17弄,2268,桃園市觀音區環中路105巷17弄,桃園市政府勞動檢查處,2024,2024-07-04,是,06
164,164,68323983,上斌企業有限公司,C製造業(金屬結構製造業),物體飛落,1,無,無,桃園市蘆竹區中圳街17巷16號廠房之鐵皮外牆工程,桃園市蘆竹區中圳街17巷8號內空地,2268,,桃園市政府勞動檢查處,2024,2024-07-03,否,06
165,165,04748660,聯成化學科技股份有限公司林園廠,C製造業(化學原材料製造業),爆炸,0,,-,,,2279,高雄市林園區工業二路3號,高雄市政府勞工局勞動檢查處,2024,2024-07-03,是,09
166,1,41462693,農業部林業及自然保育署宜蘭分署,A農、林、漁、牧業(林業),跌倒,1,,41462693,112年度國有林造林育定案第9、13、14、15號，營造複層林、撫育及南澳原生樹木園植栽撫育、環境清潔維護等工作,,,,勞動部職業安全衛生署北區職業安全衛生中心,2024,2024-06-29,否,01
167,2,91446776,-,N支援服務業(建築物一般清潔服務業),墜落、滾落,1,-,91446776,外牆磁磚巡檢打除工程,-,2272,,臺中市勞動檢查處,2024,2024-06-28,否,07
168,3,H121802182,曾OO,H運輸及倉儲業(汽車貨運業),衝撞,1,景文營造工程鋼構有限公司,22483037,,,2268,桃園市蘆竹區,桃園市政府勞動檢查處,2024,2024-06-26,是,06
169,4,84230337,慶灃工程有限公司,F營造業(建築工程業),墜落、滾落,1,慶灃工程有限公司,83575425,世紀樺欣台中港二期廠房工程,臺中市龍井區環港路229號,,,臺中市勞動檢查處,2024,2024-06-24,否,07
170,5,29162550,裕電能源股份有限公司,D電力及燃氣供應業(電力供應業),感電,1,彰化縣政府,58807307,彰化學校風雨球場標案-伸東國小風雨球場暨太陽光電系統工程,H型鋼梁,2273,彰化縣伸港鄉中華路565號,勞動部職業安全衛生署中區職業安全衛生中心,2024,2024-06-22,是,02
171,6,36610104,台灣基督長老教會馬偕醫療財團法人台東馬偕紀念醫院,Q醫療保健及社會工作服務業(醫院),墜落、滾落,1,,無,台東馬偕紀念醫院急診東側整修工程,台東縣台東市長沙街 303 巷 1 號,2281,,勞動部職業安全衛生署南區職業安全衛生中心,2024,2024-06-22,是,03
172,7,13335388,林○○即崧○企業社,F營造業(建物完工裝修工程業),墜落、滾落,1,邱○○,R200204032,台南市柳營區康樂街民宅車庫屋頂整修工程,本工程之車庫屋頂,2278,,勞動部職業安全衛生署南區職業安全衛生中心,2024,2024-06-21,否,03
173,8,86381252,台灣松下銷售股份有限公司,G批發及零售業(家用電器批發業),感電,1,大樹醫藥股份有限公司,12803476,大樹藥局新莊幸福店分離式冷氣室外空調機更新工程,新北市新莊區幸福路672號大樹藥局新莊幸福店外牆,2267,新北市新莊區幸福路672號,新北市政府勞動檢查處,2024,2024-06-21,是,05
174,9,90159732,祥程工程股份有限公司,F營造業(機電、電信及電路設備安裝業),感電,1,嘉駿建設股份有限公司,70676028,嘉駿建設大園區客運一段12地號集合住宅新建工程,工區地下三樓,2268,桃園市大園區環區北路與溪福路交叉口,桃園市政府勞動檢查處,2024,2024-06-21,是,06
175,10,42643429,際騰工程有限公司,F營造業(道路工程業),墜落、滾落,1,杏業生技股份有限公司,24723836,怡仁綜合醫院建築物耐震補強工程,外牆第3層施工架墜落,2268,桃園市楊梅區楊新北路321巷30號,桃園市政府勞動檢查處,2024,2024-06-20,是,06
176,11,53114474,鋁晟環保科技股份有限公司,E用水供應及污染整治業(非有害廢棄物處理業),,1,凱德唐股份有限公司,83193735,85大樓計17層拆除清運工程,79樓內之8號SPA室之烤箱間感電,,高雄市苓雅區自強三路1號79樓,高雄市政府勞工局勞動檢查處,2024,2024-06-20,是,09
177,12,44680700,美亞鋼管廠股份有限公司總廠,C製造業(未分類其他基本金屬製造業),物體飛落,1,,無,,,2268,桃園市楊梅區永平路6號,桃園市政府勞動檢查處,2024,2024-06-18,是,06
178,13,25231555,盛傑營造有限公司,N支援服務業(建築物一般清潔服務業),墜落、滾落,1,富宇建設股份有限公司,23985071,富宇建設新竹縣竹北市莊敬段665等地號新建工程,新竹縣竹北市莊敬三路、勝利十二街與田厝街口,2270,新竹縣竹北市莊敬三路、勝利十二街與田厝街口,勞動部職業安全衛生署北區職業安全衛生中心,2024,2024-06-15,是,01
179,14,23202892,國城營造有限公司,F營造業(建築工程業),墜落、滾落,1,築禾建設股份有限公司,53684538,築禾建設建林段59地號店舖及集合住宅新建工程（111林建字第164號）,外牆施工架,2267,林口區忠孝路256巷10號旁工地,新北市政府勞動檢查處,2024,2024-06-15,是,05
180,15,82736063,吳OO(即協益昌企業社),C製造業(船舶及浮動設施製造業),感電,1,吳OO(即協益昌企業社),82736063,,高雄市大社區中仁路36之3號,2279,高雄市大社區中仁路36之3號,高雄市政府勞工局勞動檢查處,2024,2024-06-14,是,09
181,16,89436978,良聯工業股份有限公司,F營造業(冷凍、空調及管道工程業),火災,1,台塑尖端能源科技股份有限公司,90624251,彰濱電芯廠一期設計及營建統包工程,工地A棟主廠房東南側道路,2273,彰化縣鹿港鎮崙海段27-8地號,勞動部職業安全衛生署中區職業安全衛生中心,2024,2024-06-12,是,02
182,17,88699754,張○○(即鑫興企業行),F營造業(其他專門營造業),墜落、滾落,1,,-,地下停車場車道雨遮烤漆浪板更換作業,漢庭新城公寓大廈所屬地下停車場車道雨遮處,2272,,臺中市勞動檢查處,2024,2024-06-12,否,07
183,18,54627753,鼎承工程有限公司,F營造業(機電、電信及電路設備安裝業),墜落、滾落,1,,45002910,高雄G053新建工程,高雄市岡山區大義二路1號旁,2279,高雄市岡山區大義二路1號旁,高雄市政府勞工局勞動檢查處,2024,2024-06-12,是,09
184,19,84231862,張○○○（即裕盛企業社）,F營造業(建築工程業),墜落、滾落,1,晟億地產股份有限公司,84231862,晟億地產集合住宅新建工程,於結構體19樓與塔柱間臨時搭設之通道墜落,2272,,臺中市勞動檢查處,2024,2024-06-11,否,07
185,20,38466294,林妹玉（即洋庭坊）,I住宿及餐飲業(餐館),爆炸,0,,38466294,,臺北市中正區南陽街15之2號(1樓)廚房,2266,臺北市中正區南陽街15之2號(1樓),臺北市勞動檢查處,2024,2024-06-03,是,04
186,21,43131208,利晉工程股份有限公司,F營造業(建築工程業),墜落、滾落,1,南亞科技股份有限公司,89390656,南亞科5A公用廠建築及景觀工程,公用廠地下一樓模板組拆作業場所,2267,泰山區南林路121號旁,勞動部職業安全衛生署北區職業安全衛生中心,2024,2024-06-02,是,01
187,22,64989332,太穩實業有限公司,F營造業(其他建築設備安裝業),跌倒,1,呂宜峰 (即 菁山牧場),F124004435,旭圃允泰畜牧場新建工程,高雄市路竹區大社路542巷589號旁,2279,高雄市路竹區大社路542巷589號旁,高雄市政府勞工局勞動檢查處,2024,2024-06-01,是,09
188,23,52348495, 登田營造股份有限公司,F營造業(其他土木工程業),被撞,1,巨鼎建設股份有限公司,91011385,巨鼎建設辦公室、集合住宅新建工程,臺中市烏日區學田路568巷22號,2272,臺中市烏日區學田路568巷22號,臺中市勞動檢查處,2024,2024-05-31,是,07
189,24,89697348,立穩營造股份有限公司,F營造業(其他土木工程業),墜落、滾落,1,拓建建設有限公司,84403273,拓建建設有限公司悅見山集合住宅新建工程,C棟1樓車道口,2272,臺中市太平區立德街與環中東路3段路口,臺中市勞動檢查處,2024,2024-05-31,是,07
190,25,52819158,四四四禮儀家有限公司,S其他服務業(殯葬及相關服務業),其他,1,臺北市殯葬管理處,01053855,113-115年士林第11、木柵第9、大安第6及其他墓區等整理遷置工程,士林第11墓區,2266,,臺北市勞動檢查處,2024,2024-05-30,否,04
191,26,86674659,台灣電力股份有限公司桃園區營業處,D電力及燃氣供應業(電力供應業),物體倒塌、崩塌,1,,無,112年度乙工區配電外線工程,電線桿編號：B2541FC22新生幹#269,,桃園市大園區中山南路1段336巷前,桃園市政府勞動檢查處,2024,2024-05-29,是,06
192,27,24253150,祥金環保有限公司,E用水供應及污染整治業(非有害廢棄物清除業),物體倒塌、崩塌,1,松東營造股份有限公司,94804902,,傑森資源開發有限公司,2279,高雄市阿蓮區西德路360號,高雄市政府勞工局勞動檢查處,2024,2024-05-27,是,09
193,28,86085246,展宏開發有限公司,F營造業(建築工程業),物體飛落,1,富堡開發建設股份有限公司,24530845,富堡建設地上二十八層地下五層住宅新建工程,桃園市龜山區文化一路與樂善二路口「富堡建設地上二十八層地下五層住宅新建工程」建築基地(善捷段159地號),2268,,勞動部職業安全衛生署北區職業安全衛生中心,2024,2024-05-25,否,01
194,29,76990973,三力行,G批發及零售業(其他建材批發業),墜落、滾落,1,即天生畜牧場,無,,高雄市路竹區聖母街141號,2279,高雄市路竹區聖母街141號,高雄市政府勞工局勞動檢查處,2024,2024-05-23,是,09
195,30,70587948,金進億營造有限公司,F營造業(其他專門營造業),墜落、滾落,1,黃O文,L121734761,黃宗文住宅頂樓增建工程,霧峰區民生路364巷47號,2272,霧峰區民生路364巷47號,臺中市勞動檢查處,2024,2024-05-22,是,07
196,31,28073849,猛揮營造股份有限公司,F營造業(建築工程業),墜落、滾落,1,屏東縣政府,91005200,屏東縣王船文化館工程,本工程4樓電氣室A管道間處,2280,東港鎮船頭路,勞動部職業安全衛生署南區職業安全衛生中心,2024,2024-05-21,是,03
197,32,24558126,駿朋營造股份有限公司,F營造業(其他土木工程業),墜落、滾落,1,松達土地開發有限公司,69711201,（109建273）松達土地開發內湖區西湖段策略性產業新建工程,10樓管道開口,,臺北市內湖區內湖路1段390號,臺北市勞動檢查處,2024,2024-05-20,是,04
198,33,24558126,駿朋營造股份有限公司,F營造業(其他土木工程業),墜落、滾落,1,松達土地開發有限公司,69711201,（109建273）松達土地開發內湖區西湖段策略性產業新建工程,10樓管道開口,,臺北市內湖區內湖路1段390號,臺北市勞動檢查處,2024,2024-05-20,是,04
199,34,69711201,駿朋營造股份有限公司,F營造業(其他土木工程業),墜落、滾落,1,松達土地開發有限公司,24558126,（109建273）松達土地開發內湖區西湖段策略性產業新建工程,10樓管道開口,2266,內湖區內湖路1段390號,臺北市勞動檢查處,2024,2024-05-20,是,04
200,35,K120152167,吳OO,N支援服務業(綠化服務業),墜落、滾落,1,劉O鳳,K220664548,修剪榕樹樹枝,苗栗縣苗栗市恭敬里7鄰恭敬78號,2271,苗栗縣苗栗市恭敬里7鄰恭敬78號,勞動部職業安全衛生署中區職業安全衛生中心,2024,2024-05-18,是,02
201,36,91010148,昶鑄有限公司,F營造業(建築工程業),墜落、滾落,1,溪口家禽屠宰廠股份有限公司,91001083,溪口家禽屠宰廠廠房新建工程,嘉義縣溪口鄉本工程廠房西側E-Line第2柱2樓梁柱接頭處,2277,,勞動部職業安全衛生署南區職業安全衛生中心,2024,2024-05-18,是,03
202,37,無,張OO,G批發及零售業(金屬建材批發業),墜落、滾落,1,林O芬,無,塑鋁鈑安裝工程,高雄市杉林區清水路OO巷OO號,2279,,高雄市政府勞工局勞動檢查處,2024,2024-05-15,否,09
