編號,序號,事業單位統一編號,事業單位,行業別,災害類型,罹災人數（數量）,業主,業主統一編號,工程名稱,場所（肇災處）,縣市,地址,勞動檢查機構,年度,發生日期,是否顯示於地圖,agencyCode
11,11,75094900,中華工程股份有限公司,F營造業(建築工程業),被撞,1,中華工程股份有限公司,75094900,新北市土城區沛坡段106、106-2地號廠房新建工程,工地乙區1樓,2267,土城區中山路75號,勞動部職業安全衛生署北區職業安全衛生中心,2024,2024-12-20,是,01
12,12,27652546,丰合夆有限公司,F營造業(機電、電信及電路設備安裝業),墜落、滾落,1,,無,,分隔島上,2270,新竹縣竹北市光明六路與縣政五街交叉口,勞動部職業安全衛生署北區職業安全衛生中心,2024,2024-12-20,是,01
13,13,22663122,台灣新菱股份有限公司,F營造業(機電、電信及電路設備安裝業),火災,7,台灣善美的股份有限公司,23060232,全聯實業股份有限公司大肚福德段生鮮廠新建工程,臺中市大肚區沙田路2段26號,2272,臺中市大肚區沙田路2段26號,臺中市勞動檢查處,2024,2024-12-19,是,07
14,14,89813938,互益營造股份有限公司,F營造業(建築工程業),火災,2,全聯實業股份有限公司,16740494,全聯實業股份有限公司大肚福德段生鮮廠新建工程,臺中市大肚區沙田路2段26號,2272,臺中市大肚區沙田路2段26號,臺中市勞動檢查處,2024,2024-12-19,是,07
15,15,28098406,易昇鋼鐵股份有限公司,C製造業(未分類其他金屬製品製造業),被夾、被捲,1,,28098406,,臺南市永康區尚頂里正南一街200號,2278,臺南市永康區尚頂里正南一街200號,勞動部職業安全衛生署南區職業安全衛生中心,2024,2024-12-18,是,03
16,16,無,吳○○(自然人),F營造業(其他專門營造業),墜落、滾落,1,邱○○(自然人),無,臺南市安南區民宅屋頂修繕工程,臺南市安南區本工程4樓屋頂南側邊緣處。,2278,,勞動部職業安全衛生署南區職業安全衛生中心,2024,2024-12-16,否,03
17,17,00000000,陳OO,S其他服務業(汽車維修業),物體飛落,1,,00000000,,基隆市中山區光華路7之1號,2265,基隆市中山區光華路7之1號,勞動部職業安全衛生署北區職業安全衛生中心,2024,2024-12-12,是,01
18,18,41671002,農業部林業及自然保育署宜蘭分署,A農、林、漁、牧業(林業),物體飛落,1,農業部林業及自然保育署宜蘭分署,41671002,113年度國有林造林預定案第58號伐採作業,農業部林業及自然保育署宜蘭分署南澳貯木場,2283,宜蘭縣南澳鄉中正路55號,勞動部職業安全衛生署北區職業安全衛生中心,2024,2024-12-12,是,01
19,19,20938096,漢唐集成股份有限公司,F營造業(冷凍、空調及管道工程業),墜落、滾落,1,台灣積體電路製造股份有限公司,22099131,台灣積體電路製造股份有限公司 tsmc AP8 系統拆除工程 stage1,tsmc AP8 系統拆除工程 stage1 L65 層,2278,臺南市新市區環西路一段3號,南部科學園區管理局,2024,2024-12-11,是,13
20,20,13184522,永固科技工程有限公司,N支援服務業(其他清潔服務業),感電,1,世華金屬科技股份有限公司,97383600,太陽能熱水器大保養、熱泵熱水器大保養,世華金屬科技股份有限公司,2279,高雄市大寮區華東路57號,高雄市政府勞工局勞動檢查處,2024,2024-12-10,是,09
21,21,86835732,聖恩營造股份有限公司,F營造業(建築工程業),墜落、滾落,1,豐邑建設股份有限公司,89369020,G TOWER新建工程,外牆施工架,2272,臺中市南屯區五權西路2段1001號旁,勞動部職業安全衛生署中區職業安全衛生中心,2024,2024-12-06,是,02
22,22,83076928,優食台灣股份有限公司,H運輸及倉儲業(汽車貨運業),公路交通事故,1,,83076928,,,,臺北市中正區重慶南路2段7巷及南昌路1段口,臺北市勞動檢查處,2024,2024-12-06,是,04
23,23,-,彭○○,S其他服務業(其他個人服務業),墜落、滾落,1,陳○○(即達根企業社),21498960,屋頂修繕工程,,2272,,臺中市勞動檢查處,2024,2024-12-06,否,07
24,24,55726674 ,依新塑膠工業股份有限公司,C製造業(其他塑膠製品製造業),墜落、滾落,1,,00000000,,,2272,,臺中市勞動檢查處,2024,2024-12-05,否,07
25,25,73766614,國家中山科學研究院化學研究所,C製造業(未分類其他化學製品製造業),火災,1,,73766614,,,2280,屏東縣滿洲鄉港仔村大溪路16號,勞動部職業安全衛生署南區職業安全衛生中心,2024,2024-12-03,是,03
26,26,84188801,榮聖機械工程股份有限公司,C製造業(金屬結構製造業),衝撞,1,,R100280361,,榮聖機械工程股份有限公司柳營廠「橋樑廠房B棟電焊區」,2278,臺南市柳營區環園東路一段16號,臺南市職安健康處,2024,2024-12-03,是,08
27,27,28372305,勁宸企業有限公司,C製造業(塑膠膜袋製造業),墜落、滾落,1,,28372305,,,2267,新北市新莊區中正路56巷12弄23號1樓,新北市政府勞動檢查處,2024,2024-12-02,是,05
28,28,70503954,得藝室策劃有限公司,R藝術、娛樂及休閒服務業(創作及藝術表演輔助業),墜落、滾落,1,,53470206,AKMU2024演唱會活動之聲光軟硬體設置及場地佈置工程,體育場館,2268,桃園市龜山區,桃園市政府勞動檢查處,2024,2024-11-30,是,06
29,29,88793147,大碩企業行,L不動產業(不動產開發業),跌倒,1,無,無,葉○○等四戶住宅新建工程,澎湖縣馬公市本工程之B1戶1樓至2樓樓梯轉折平台處,2284,澎湖縣馬公市文東段1623-3地號,勞動部職業安全衛生署南區職業安全衛生中心,2024,2024-11-29,是,03
30,30,22813852,立宏鋼鐵股份有限公司斗南廠,C製造業(金屬結構製造業),物體倒塌、崩塌,1,,22813852,,銅熊立有限公司,2272,,臺中市勞動檢查處,2024,2024-11-29,否,07
31,31,30414175,中國鋼鐵股份有限公司,C製造業(鋼鐵冶鍊業),被夾、被捲,1,,NA,W3 現場修護工程,中鋼W322 脫硫站集塵系統,2279,小港區中鋼路1號,高雄市政府勞工局勞動檢查處,2024,2024-11-29,是,09
32,32,33003345,三友陶磁股份有限公司,C製造業(黏土建築材料製造業),墜落、滾落,1,,33003345,,,2267,,新北市政府勞動檢查處,2024,2024-11-27,是,05
33,33,86199233,承優營造股份有限公司,F營造業(建築工程業),物體倒塌、崩塌,1,國巨投資股份有限公司及緯德建設股份有限公司,67236103與42719784,新北市政府第二行政大樓新建工程,新北市三重區重新路五段518-2號,2267,三重區重新路五段518-2號,勞動部職業安全衛生署北區職業安全衛生中心,2024,2024-11-22,是,01
34,34,83721594,高輝營造工程股份有限公司,F營造業(公用事業設施工程業),物體倒塌、崩塌,1,內政部國土管理署下水道工程分署,09644469,臺南市仁德區污水下水道系統第二期工程主、次幹管第二標,本工程H23工作井工區旁,2278,,勞動部職業安全衛生署南區職業安全衛生中心,2024,2024-11-22,否,03
35,35,86222656,永大興營造工程股份有限公司,F營造業(建築工程業),被撞,1,馥羽開發建設股份有限公司,53718426,馥華之丘光茵案集合住宅新建工程,施工構臺,2267,新北市土城區青福街與青隆街,勞動部職業安全衛生署北區職業安全衛生中心,2024,2024-11-20,是,01
36,36,90835729,睿意建築有限公司,F營造業(其他專門營造業),墜落、滾落,1,豐澤開發投資股份有限公司,89361189,臺南市中西區○○街○○巷○○號民宅整修工程,,,,勞動部職業安全衛生署南區職業安全衛生中心,2024,2024-11-20,否,03
37,37,47934713,茂展企業行,L不動產業(不動產開發業),墜落、滾落,1,無,無,王OO等五戶住宅新建工程,澎湖縣馬公市本工程E棟西側懸臂式外牆施工架第4層位置處,2284,澎湖縣馬公市文寮段354地號,勞動部職業安全衛生署南區職業安全衛生中心,2024,2024-11-20,是,03
38,38,34342717,皇昌營造股份有限公司,F營造業(其他專門營造業),被撞,1,台灣中油股份有限公司,03707901,觀塘接收站外推方案之外廓防波堤新建工程,北防波堤,2268,桃園市觀音區桃科二路底,勞動部職業安全衛生署北區職業安全衛生中心,2024,2024-11-16,是,01
39,39,53110723,萬嘉環保工業股份有限公司,E用水供應及污染整治業(非有害廢棄物清除業),感電,1,,00000000,,萬嘉環保工業股份有限公司,2268,桃園市觀音區環科路188號,桃園市政府勞動檢查處,2024,2024-11-14,是,06
40,40,80346949,錢櫃企業股份有限公司台北西門分公司,R藝術、娛樂及休閒服務業(視聽及視唱業),墜落、滾落,1,-,無,-,臺北市中正區中華路1段55號8樓陽臺,2266,臺北市中正區中華路1段55號陽臺,臺北市勞動檢查處,2024,2024-11-13,是,04
41,41,-,王○○,S其他服務業(其他個人服務業),墜落、滾落,1,富比鄰乙案管理委員會,-,騎樓及管理室燈座更換工程,,2272,,臺中市勞動檢查處,2024,2024-11-13,否,07
42,42,23948668,松翰工程有限公司,C製造業(金屬結構製造業),物體倒塌、崩塌,1,無,無,,松翰工程有限公司,2279,高雄市大寮區興中街65號,高雄市政府勞工局勞動檢查處,2024,2024-11-13,是,09
43,43,43131208,利晉工程股份有限公司,F營造業(整地、基礎及結構工程業),墜落、滾落,1,南亞科技股份有限公司,89390656,南亞科5A公用廠建築及景觀工程,新北市泰山區南林路121號旁工地,2267,新北市泰山區南林路121號,勞動部職業安全衛生署北區職業安全衛生中心,2024,2024-11-11,是,01
44,44,12784800,如鐿門實業有限公司,C製造業(金屬建築組件製造業),被刺、割、擦傷,1,,12784800,,,2275,,勞動部職業安全衛生署中區職業安全衛生中心,2024,2024-11-11,否,02
45,45,17777672,蔡○○即立翔營造廠,F營造業(建築工程業),墜落、滾落,1,沂昌開發股份有限公司,90126487,台東縣台東市岩灣段488-1地號集合住宅新建工程,本工程之4樓A1戶主臥室戶外之天井處,2281,臺東市岩灣段488-1地號,勞動部職業安全衛生署南區職業安全衛生中心,2024,2024-11-11,是,03
46,46,16850040,清晰科技股份有限公司新竹二廠,C製造業(未分類其他電子零組件製造業),被夾、被捲,1,,16850040,,清晰科技股份有限公司新竹二廠(地址：新竹縣湖口鄉中華路124號),2270,新竹縣湖口鄉中華路124號,勞動部職業安全衛生署北區職業安全衛生中心,2024,2024-11-09,是,01
47,47,54834161,鳳凰營造有限公司,F營造業(其他專門營造業),墜落、滾落,1,新北市石碇區公所,38200801,113年度新北市石碇區災害緊急搶修復建作業工程（開口合約）,新北市石碇區南勢坑路往小粗坑方向之道路旁。,2267,新北市石碇區南勢坑路往小粗坑方向之道路旁,新北市政府勞動檢查處,2024,2024-11-09,是,05
48,48,12884054,連氏營造有限公司,F營造業(其他土木工程業),墜落、滾落,1,新北市雙溪區公所,39306205,新北市雙溪區梅竹蹊市民活動中心建築物耐震補強及其他公共設施等改善工程,新北市雙溪區梅竹蹊1巷4號,2267,雙溪區梅竹蹊1巷4號,新北市政府勞動檢查處,2024,2024-11-07,是,05
49,49,81065973,陳美蓁(即金鑫工程行),F營造業(公用事業設施工程業),墜落、滾落,1,陳美蓁(即金鑫工程行),81065973,承攬中一市場26戶上空違章建物拆除工程,高雄市苓雅區大順三路11巷29號前,2279,高雄市苓雅區大順三路11巷29號前,高雄市政府勞工局勞動檢查處,2024,2024-11-03,是,09
50,50,84697967,瑞大鴻科技材料股份有限公司,C製造業(化學原材料製造業),物體倒塌、崩塌,1,,無,,,2268,桃園市觀音區國建三路7號,桃園市政府勞動檢查處,2024,2024-10-31,是,06
51,51,27397715,巨勳廣告工程有限公司,M專業、科學及技術服務業(廣告業),墜落、滾落,1,財團法人法鼓山佛教基金會,20097501,法鼓山水陸法會場地佈置工程,新北市金山區法鼓路555號,2267,新北市金山區法鼓路555號,新北市政府勞動檢查處,2024,2024-10-24,是,05
52,52,01880566,新北市政府殯葬管理處,O公共行政及國防；強制性社會安全(政府機關),墜落、滾落,0,,-,,新北市政府殯葬管理處,2267,板橋區中正路560號,新北市政府勞動檢查處,2024,2024-10-22,是,05
53,53,91374219,魏OO,A農、林、漁、牧業(牛飼育業),跌倒,1,無,無,無,東鴻農牧場之餵食走道 ,2270,新竹縣新埔鎮文水坑72號,勞動部職業安全衛生署北區職業安全衛生中心,2024,2024-10-19,是,01
54,54,39850444,連友營造有限公司,F營造業(建築工程業),墜落、滾落,1,佳茂建設股份有限公司,80583148,佳茂建設股份有限公司-潭子區僑興段新建工程,臺中市潭子區僑興路與僑興一街口,2272,潭子區僑興路與僑興一街口,臺中市勞動檢查處,2024,2024-10-18,是,07
55,55,91124326,勝荃工程有限公司,F營造業(機電、電信及電路設備安裝業),感電,1,台灣積體電路製造股份有限公司,22099131,台灣積體電路製造股份有限公司二十廠一期辦公棟新建工程,辦公棟後棟新建工程8樓,2270,,新竹科學園區管理局,2024,2024-10-18,否,11
56,56,47826469,毅嘉工程行,F營造業(建物完工裝修工程業),墜落、滾落,1,謝OO,R121840661,謝OO1戶住宅裝修工程,臺南市山上區,2278,,勞動部職業安全衛生署南區職業安全衛生中心,2024,2024-10-15,否,03
57,57,96879842,水璟工程股份有限公司,C製造業(產業用機械設備維修及安裝業),墜落、滾落,1,有揚興業有限公司,70405362,RO純水設備使用點配置工事,高雄市大寮區立德路315巷8號,2279,高雄市大寮區立德路315巷8號,高雄市政府勞工局勞動檢查處,2024,2024-10-15,是,09
58,58,97049802,磊高營造股份有限公司,F營造業(其他土木工程業),物體倒塌、崩塌,1,國家科學及技術委員會中部科學園區管理局,99175059,台中園區水1用地增設配水池暨輸水管工程,西北側配水池第1區塊 (Line A~ Line21&Line22間),2272,臺中市大雅區科雅路110-5地號,中部科學園區管理局,2024,2024-10-15,是,12
59,59,28187420,欣達環工股份有限公司,E用水供應及污染整治業(廢水及污水處理業),物體飛落,1,國家科學及技術委員會南部科學園區管理局,74805158,南科嘉義園區污水處理廠新建統包工程,嘉義縣太保市本工程之基樁鑽掘機維修處,2277,嘉義縣太保市故宮東路南部科學園區嘉義園區,勞動部職業安全衛生署南區職業安全衛生中心,2024,2024-10-14,是,03
60,60,34301440,武恩德營造股份有限公司,F營造業(道路工程業),被夾、被捲,1,交通部高速公路局第二新建工程分局,00972378,國道後續路段橋梁耐震補強工程第M38G標-國10里港旗山段,屏東縣里港鄉本工程國道10號旗山溪橋編號P28橋墩基礎東北角之施工便道處,2280,里港鄉本工程國道10號旗山溪橋編號P28橋墩基礎東北角之施工便道處,勞動部職業安全衛生署南區職業安全衛生中心,2024,2024-10-13,是,03
61,61,84588004,回淨有限公司,G批發及零售業(回收物料批發業),被夾、被捲,1,,84588004,,壓縮打包機,2275,,勞動部職業安全衛生署中區職業安全衛生中心,2024,2024-10-10,否,02
62,62,54513745,東北國際機械有限公司,C製造業(採礦及營造用機械設備製造業),被夾、被捲,1,華新麗華股份有限公司鹽水廠,35412204,煉爐廠爐碴(石)分類處理作業,華新麗華股份有限公司鹽水廠氧化碴場作業區輸送帶之轉軸與傳動帶之捲入點,2278,臺南市鹽水區汫水里溪州寮3之10號,勞動部職業安全衛生署南區職業安全衛生中心,2024,2024-10-09,是,03
63,63,27282235,有勵企業有限公司(工廠),C製造業(其他玻璃及其製品製造業),墜落、滾落,1,,27282235,,,2272,,臺中市勞動檢查處,2024,2024-10-09,否,07
64,64,22742436,再興育樂開發股份有限公司,R藝術、娛樂及休閒服務業(運動場館),被撞,1,,22742436,,再興高爾夫球場（地址：新竹縣湖口鄉再興路350號）,,,勞動部職業安全衛生署北區職業安全衛生中心,2024,2024-10-08,是,01
65,65,22361371,上展金屬工業股份有限公司,C製造業(鋼鐵鑄造業),與有害物等之接觸,1,,22361371,,桃園市龜山區興邦路37-1號,2268,桃園市龜山區興邦路37-1號,桃園市政府勞動檢查處,2024,2024-10-08,是,06
66,66,43876760,根基營造股份有限公司,F營造業(其他土木工程業),物體飛落,1,交通部鐵道局中部工程分局,25303255,C611標嘉義計畫鐵路高架橋及橋下平面道路工程,本工程P225橋墩之基礎坑西側,2276,嘉義市西區博愛路一段112號,勞動部職業安全衛生署南區職業安全衛生中心,2024,2024-10-06,是,03
67,67,83076928,優食台灣股份有限公司(外送平台業者),H運輸及倉儲業(汽車貨運業),公路交通事故,1,,-,,基隆市仁愛區南榮路76號之路段,2265,基隆市仁愛區南榮路76號,勞動部職業安全衛生署北區職業安全衛生中心,2024,2024-10-05,是,01
68,68,00730294,金緞工業股份有限公司,C製造業(金屬鍛造業),墜落、滾落,1,,00730294,,,2267,,新北市政府勞動檢查處,2024,2024-10-05,是,05
69,69,10183231,安泰醫療社團法人安泰醫院,Q醫療保健及社會工作服務業(醫院),火災,1,,無,,,2280,,勞動部職業安全衛生署南區職業安全衛生中心,2024,2024-10-03,否,03
70,70,45109407,禾豐硬體工程有限公司,R藝術、娛樂及休閒服務業(創作及藝術表演輔助業),感電,1,護國宮,98769244,護國宮太子文化季牌樓桁架燈光搭設工程,廟會活動牌樓桁架搭設處,2268,桃園市八德區國豐街與國際路1段交叉路口,桃園市政府勞動檢查處,2024,2024-09-25,是,06
71,71,93770904,三井水研有限公司,C製造業(其他塑膠製品製造業),被夾、被捲,1,,93770904,,三井水研有限公司大水自動堆疊棧板機作業區,2271,,勞動部職業安全衛生署中區職業安全衛生中心,2024,2024-09-24,否,02
72,72,78549216,陳OO(即永基土木包工業),F營造業(道路工程業),物體倒塌、崩塌,1,苗栗縣政府,無,泰安鄉苗62線8k+900段道路復建工程,苗62線8k+905道路,2271,,勞動部職業安全衛生署中區職業安全衛生中心,2024,2024-09-24,否,02
73,73,11026506,大同股份有限公司,F營造業(建築工程業),墜落、滾落,1,台灣糖業股份有限公司,99128943,農業循環豬場改建投資計畫第二期統包工程,屏東縣枋寮鄉本工程之厭氧發酵槽內施工架南側第7層  踏板處,2280,,勞動部職業安全衛生署南區職業安全衛生中心,2024,2024-09-24,否,03
74,74,70523966,和鉅營造有限公司,F營造業(其他土木工程業),被夾、被捲,1,彰化縣鹿港鎮公所,58805005,鹿港鎮清潔隊移動式抽水機板橋建置工程,機身與護欄間,2273,,勞動部職業安全衛生署中區職業安全衛生中心,2024,2024-09-23,否,02
75,75,85558196,永大環工有限公司,F營造業(機電、電信及電路設備安裝業),感電,1,經濟部產業園區管理局臺南分局 ,14931048,嘉太產業園區污水處理廠系統效能優化工程,嘉太產業園區污水處理廠好氧槽,2277,,勞動部職業安全衛生署南區職業安全衛生中心,2024,2024-09-23,否,03
76,76,23332620,興延宏有限公司,G批發及零售業(金屬建材批發業),跌倒,1,中鴻鋼鐵股份有限公司酸鍍廠,07838854,,高雄市小港區沿海三路24號,2279,高雄市小港區沿海三路24號,高雄市政府勞工局勞動檢查處,2024,2024-09-23,是,09
77,77,54236165,璽屏國際有限公司,C製造業(產業用機械設備維修及安裝業),墜落、滾落,1,允能風力發電股份有限公司,72976520,風電舉樁機、抱樁機設備拆除工程,臺南市安平港13號碼頭海歷147號平台船,2278,臺南市南區新港路,勞動部職業安全衛生署南區職業安全衛生中心,2024,2024-09-21,是,03
78,78,16900272,昶新機械企業有限公司,C製造業(產業用機械設備維修及安裝業),感電,1,鼎金機械有限公司,28479833,鼎金機械有限公司廠房天車安裝工程,鼎金機械有限公司新建廠房,2268,桃園市觀音區,桃園市政府勞動檢查處,2024,2024-09-21,是,06
79,79,83149083,晨光建設股份有限公司,F營造業(建築工程業),墜落、滾落,1,晨光建設股份有限公司,83149083,晨光建設股份有限公司停車空間、集合住宅新建工程,A棟5樓屋突梯間,2283,宜蘭縣羅東鎮東安街158號,勞動部職業安全衛生署北區職業安全衛生中心,2024,2024-09-20,是,01
80,80,23649388,宜韋室內裝修股份有限公司,F營造業(建物完工裝修工程業),墜落、滾落,1,義享樂國際股份有限公司,54200856,義大亞洲帝國-商場5F-6F裝修工程,義大亞洲帝國-商場 5F-6F 裝修工程(高雄市鼓山區新順 路) ,2279,高雄市鼓山區新順路,高雄市政府勞工局勞動檢查處,2024,2024-09-19,是,09
81,81,54959915,振家聲科技工程有限公司,F營造業(建物完工裝修工程業),感電,1,丸順農業科技有限公司,54992371,庫板隔間工程,廠房1樓緩衝區大門旁,2275,,勞動部職業安全衛生署中區職業安全衛生中心,2024,2024-09-15,否,02
82,82,無,楊OO,F營造業(機電、電信及電路設備安裝業),墜落、滾落,1,豐展實業有限公司,16979236,,新北市土城區永豐路195巷2之11號 3樓、,2267,,新北市政府勞動檢查處,2024,2024-09-14,是,05
83,83,84181498,玉豐營造有限公司,F營造業(建築工程業),墜落、滾落,1,國家中山科學研究院,45002910,鵬園B552、B531及B607A等新、增建及修繕工程,鵬園101室屋頂東南側處,2280,,勞動部職業安全衛生署南區職業安全衛生中心,2024,2024-09-13,否,03
84,84,54511508,商捷建設股份有限公司,L不動產業(不動產開發業),墜落、滾落,1,商捷建設股份有限公司,54511508,商捷建設曾文段公寓新建工程,本工程之一樓室內停車格位編號9處之施工架,2278,,勞動部職業安全衛生署南區職業安全衛生中心,2024,2024-09-12,否,03
85,85,85477595,吳秉興(即秉興電器工程行),S其他服務業(視聽電子產品及家用電器維修業),墜落、滾落,1,,-,拆除冷氣室外機作業,高雄市仁武區仁心路345號民宅騎樓,2279,高雄市仁武區仁心路345號,高雄市政府勞工局勞動檢查處,2024,2024-09-12,是,09
86,86,16297788,奇鈦科技股份有限公司彰濱廠,C製造業(未分類其他化學製品製造業),爆炸,1,,-,,C棟重氮鹽類製程區,2273,,勞動部職業安全衛生署中區職業安全衛生中心,2024,2024-09-11,否,02
87,87,16800669,巨采營造有限公司,F營造業(建築工程業),墜落、滾落,1,國立高雄科技大學,76014406,台灣先進材料成型技術中心新建工程,台灣先進材料成型技術中心新建工程,2279,高雄市燕巢區大學路1號,高雄市政府勞工局勞動檢查處,2024,2024-09-11,是,09
88,88,86845746,萬代福營造有限公司,F營造業(建築工程業),墜落、滾落,1,佳晟建設股份有限公司,28104435,佳晟建設文化段集合住宅新建工程(83戶),A棟北側外牆第5層施工架踏板處,2278,臺南市永康區永勝街61號,勞動部職業安全衛生署南區職業安全衛生中心,2024,2024-09-09,是,03
89,89,80708549,麗莊建設開發股份有限公司,L不動產業(不動產開發業),墜落、滾落,1,,80708549,麗莊建設開發股份有限公司總安段7戶住宅新建工程,本工程A2戶5樓電梯井開口處,2278,台南市安南區總安段1089地號,勞動部職業安全衛生署南區職業安全衛生中心,2024,2024-09-09,是,03
90,90,K121913437,劉OO,E用水供應及污染整治業(非有害廢棄物清除業),墜落、滾落,1,-,K120691329,廢棄物清運作業,苗栗縣後龍鎮中華路182號民宅,2271,苗栗縣後龍鎮中華路182號,勞動部職業安全衛生署中區職業安全衛生中心,2024,2024-09-07,是,02
91,91,89680711,佐富企業有限公司,F營造業(其他專門營造業),墜落、滾落,1,-,-,宜蘭縣五結鄉oo路o段ooo號民宅增建工程,-,2283,,勞動部職業安全衛生署北區職業安全衛生中心,2024,2024-09-06,否,01
92,92,23251226,辛吉工程有限公司,N支援服務業(綠化服務業),墜落、滾落,1,法務部矯正署臺中監獄,23251226,外役監下農場之樹木修剪作業,鐵皮屋屋頂採光罩,2272,,臺中市勞動檢查處,2024,2024-09-05,否,07
93,93,40861551,螢毓工程行,F營造業(冷凍、空調及管道工程業),物體倒塌、崩塌,1,,40861551,冰水閥組氣動控制閥之安裝作業,台積電南科十八廠二期CUP棟1樓,2278,臺南市安定區北園二路8號,南部科學園區管理局,2024,2024-09-05,是,13
94,94,47398451,瑞鴻鋼鐵實業社,F營造業(其他專門營造業),墜落、滾落,3,,無,廠房屋頂抓漏工程,雲林縣虎尾鎮北溪里北溪96-12號,2275,,勞動部職業安全衛生署中區職業安全衛生中心,2024,2024-09-04,否,02
95,95,69690873,新格發企業股份有限公司,C製造業(鋁鑄造業),墜落、滾落,1,,69690873,,廠內貨櫃平台二樓,2279,高雄市小港區台機路24號,高雄市政府勞工局勞動檢查處,2024,2024-09-03,是,09
96,96,45910546,瑞助營造股份有限公司,F營造業(建築工程業),物體倒塌、崩塌,2,三雄鳳山啦啦寶都股份有限公司,90430895,Mitsui Shopping Park LaLaport 高雄（暫）新建工程,高雄市鳳山區華泰段11等1筆地號,2279,高雄市鳳山區自由路281號,高雄市政府勞工局勞動檢查處,2024,2024-09-01,是,09
97,97,F122367975,游OO,F營造業(整地、基礎及結構工程業),墜落、滾落,1,陳OO,00000000,冬山鄉第二公墓家族墓園新建工程,墓屋斜坡道,2283,,勞動部職業安全衛生署北區職業安全衛生中心,2024,2024-08-31,否,01
98,98,84573425,仙都建設有限公司,L不動產業(不動產開發業),墜落、滾落,1,,84573425,仙都建設芳洲段集合住宅新建工程（107股建字第252號）,地上4樓南側外牆施工架,2267,五股區新城八路331號旁,新北市政府勞動檢查處,2024,2024-08-29,是,05
99,99,28599289,豐順興水產企業有限公司,A農、林、漁、牧業(漁撈業),墜落、滾落,1,,28599289,,高雄市前鎮區漁港中一路3號漁市場（鴻大1號船隻）,2279,高雄市前鎮區漁港中一路3號漁市場,高雄市政府勞工局勞動檢查處,2024,2024-08-29,是,09
100,100,80031070,楊OO(即宸和工程行),F營造業(建物完工裝修工程業),墜落、滾落,1,洪OO,無,洪OO自宅屋頂及3樓遮雨棚翻修工程,3樓遮雨棚,2273,,勞動部職業安全衛生署中區職業安全衛生中心,2024,2024-08-28,否,02
101,101,50682493,陳OO,F營造業(建築工程業),墜落、滾落,1,無,無,鐵皮屋頂丈量估價作業,新北市金山區中正路149號,2267,新北市金山區中正路149號,新北市政府勞動檢查處,2024,2024-08-28,是,05
