編號,序號,事業單位統一編號,事業單位,行業別,災害類型,罹災人數（數量）,業主,業主統一編號,工程名稱,場所（肇災處）,縣市,地址,勞動檢查機構,年度,發生日期,是否顯示於地圖,agencyCode
13,13,12557093,壬寶營造工程股份有限公司,F營造業(建築工程業),墜落、滾落,1,善寬建設股份有限公司,50934272,新福段新建工程,高雄市左營區文育路與文才街口（善寬建設新福段新建工程）,2279,高雄市左營區文育路與文才街口,高雄市政府勞工局勞動檢查處,2022,2022-12-16,是,09
14,14,,佳鋐建設股份有限公司,L不動產業(不動產開發業),物體飛落,1,佳鋐建設股份有限公司,,佳鋐梧棲段三期新建工程,佳鋐梧棲段三期新建工程B棟地下2樓電梯直井,2272,臺中市梧棲區大仁路二段291巷39號對面,勞動部職業安全衛生署中區職業安全衛生中心,2022,2022-12-15,是,02
15,15,,齊裕營造股份有限公司,F營造業(建築工程業),墜落、滾落,1,興富發建設股份有限公司,,（109建189）興富發建設工商業大樓新建工程,屋頂板開口墜落,2266,內湖區安康路22巷旁,臺北市勞動檢查處,2022,2022-12-13,是,04
16,16,,陳OO（即千惠工程行）,F營造業(建物完工裝修工程業),墜落、滾落,1,新潤建設股份有限公司,,新建設新莊區新知段72地號集合住宅新建工程,地上10樓北側外牆施工架,2267,新北市新莊區新知八路及新知三路交叉口,新北市政府勞動檢查處,2022,2022-12-13,是,05
17,17,,東湧船舶運輸股份有限公司,H運輸及倉儲業(海洋水運業),溺斃,1,,,,,2282,花蓮港(20號碼頭),勞動部職業安全衛生署北區職業安全衛生中心,2022,2022-12-12,是,01
18,18,,林福明（即聖豐企業社）,F營造業(建物完工裝修工程業),墜落、滾落,1,德馨建設有限公司,,德馨建設有限公司林口區力行段新建工程,地上5樓,2267,新北市林口區四維路7號旁,新北市政府勞動檢查處,2022,2022-12-12,是,05
19,19,,易昇鋼鐵股份有限公司永康廠,C製造業(其他金屬加工處理業),被夾、被捲,1,,,,易昇鋼鐵股份有限公司永康廠,2278,臺南市永康區王行里經中路11號,臺南市職安健康處,2022,2022-12-11,是,08
20,20,,馥生營造股份有限公司,F營造業(建築工程業),墜落、滾落,1,開富力建設開發股份有限公司,,開富力余自慢17戶別墅新建工程,A2戶4樓電梯井,2272,臺中市南屯區新富三街3號旁,勞動部職業安全衛生署中區職業安全衛生中心,2022,2022-12-10,是,02
21,21,,晴天見國際事業有限公司,F營造業(建物完工裝修工程業),墜落、滾落,1,淞玥餐酒管理顧問股份有限公司,,墾丁龍泉水段VILLA裝修工程,屏東縣恆春鎮萬里路○○號1樓設備間,2280,屏東縣恆春鎮萬里路○○號,勞動部職業安全衛生署南區職業安全衛生中心,2022,2022-12-10,是,03
22,22,,建昇綜合工程有限公司,F營造業(其他專門營造業),物體飛落,1,交通部中央氣象局,,S頻段雙偏極化都卜勒氣象雷達儀2套(新建及拆除工程),花蓮縣花蓮市海岸路15-1號,,,勞動部職業安全衛生署北區職業安全衛生中心,2022,2022-12-09,否,01
23,23,45092237,福祐生技股份有限公司,C製造業(動物飼品製造業),物體倒塌、崩塌,1,,,,福祐生技股份有限公司,2275,,勞動部職業安全衛生署中區職業安全衛生中心,2022,2022-12-06,否,02
24,24,16185094,俊益營造股份有限公司,F營造業(建築工程業),墜落、滾落,1,嘉晟建設有限公司,42873483,嘉晟建設有限公司住宅新建工程,4樓樓梯間工作臺,2272,臺中市后里區三線路16之1號對面巷底,勞動部職業安全衛生署中區職業安全衛生中心,2022,2022-12-05,是,02
25,25,,林OO(即常坤鋼鐵工程),F營造業(整地、基礎及結構工程業),墜落、滾落,1,陳OO,,陳OO新建廠房工程,2樓樓板,2273,彰化縣伸港鄉中華路958巷臨158號,勞動部職業安全衛生署中區職業安全衛生中心,2022,2022-12-05,是,02
26,26,,振勝營造有限公司,F營造業(公用事業設施工程業),與有害物等之接觸,1,臺灣港務股份有限公司高雄港務分公司,,高雄港蓬萊港區基礎設施改善工程,高雄港蓬萊港區基礎設施改善工程工地（高雄市鼓山區蓬萊路駁2特區）,2279,高雄市鼓山區蓬萊路駁2特區,高雄市政府勞工局勞動檢查處,2022,2022-12-05,是,09
27,27,,崇偉營造工程股份有限公司,F營造業(建築工程業),墜落、滾落,1,崇偉營造工程股份有限公司,,（108建249）南京S2住宅新建工程,地下1樓,2266,內湖區新明路428巷2號,臺北市勞動檢查處,2022,2022-12-03,是,04
28,28,,陞霖地產股份有限公司,L不動產業(不動產開發業),墜落、滾落,1,陞霖地產股份有限公司,,陞霖太美店鋪集合住宅新建工程,陞霖太美店鋪集合住宅新建工程工地12樓天井開口,2272,臺中市太平區環中東路三段與立德街交叉口,勞動部職業安全衛生署中區職業安全衛生中心,2022,2022-12-01,是,02
29,29,62228006 ,坤聯營造股份有限公司,F營造業(其他土木工程業),墜落、滾落,1,坤悅開發股份有限公司,04738240,坤悅開發心富郁集合住宅新建工程,甲乙聯通道第5層施工架工作臺,2272,,勞動部職業安全衛生署中區職業安全衛生中心,2022,2022-11-30,是,02
30,30,,祥億汽車貨運股份有限公司,H運輸及倉儲業(汽車貨運業),跌倒,1,,,,臺中港三井Outlet東理貨場,2272,,臺中市勞動檢查處,2022,2022-11-29,否,07
31,31,77391238,賴世照(即大鑫土木包工業),F營造業(其他土木工程業),墜落、滾落,1,國家發展委員會(中興新村活化專案辦公室),03723402,外牆除草清除工程,中興大會堂,2274,南投縣南投市光榮北路1號,勞動部職業安全衛生署中區職業安全衛生中心,2022,2022-11-28,是,02
32,32,01979785,中麟營造股份有限公司,F營造業(建築工程業),墜落、滾落,1,文生開發股份有限公司,86321500,台元科技園區九期工業廠房新建工程,本工程Y棟5樓機房,2270,新竹縣竹北市台元二街8號對面,勞動部職業安全衛生署北區職業安全衛生中心,2022,2022-11-26,是,01
33,33,,潤弘精密工程事業股份有限公司,F營造業(其他專門營造業),墜落、滾落,1,南天台紫雲寺,,法鼓山南天台紫雲寺擴建工程,高雄市鳥松區忠孝路52號,2279,高雄市鳥松區忠孝路52號,高雄市政府勞工局勞動檢查處,2022,2022-11-26,是,09
34,34,,楊OO(自然人),A農、林、漁、牧業(內陸養殖業),溺斃,1,,,水車綁結固定水上作業,屏東縣新園鄉鹽埔村高屏溪行水區楊OO自有魚塭,2280,,勞動部職業安全衛生署南區職業安全衛生中心,2022,2022-11-25,否,03
35,35,59215885,長准企業有限公司,F營造業(整地、基礎及結構工程業),墜落、滾落,1,陳○○,,工業路倉庫彩鋼更換工程,北側雨遮屋頂處,2280,,勞動部職業安全衛生署南區職業安全衛生中心,2022,2022-11-25,否,03
36,36,,煜承工程企業,F營造業(冷凍、空調及管道工程業),物體倒塌、崩塌,1,三福氣體股份有限公司,,三福氣體TSMC F18P4-P7地下管新建工程,被崩塌之土方壓於北側車道排水箱涵下方開口,2278,臺南市善化區北園一路近烏橋二路交叉路口,南部科學園區管理局,2022,2022-11-25,是,13
37,37,64852223,呈峰營造有限公司,F營造業(建築工程業),墜落、滾落,1,登陽建設有限公司,97248817,登陽豐功段137地號新建工程,鄰房鐵皮屋頂上,2272,臺中市南屯區永春東路與文心南路口旁,勞動部職業安全衛生署中區職業安全衛生中心,2022,2022-11-24,是,02
38,38,,普聯國際股份有限公司,C製造業(其他通用機械設備製造業),物體倒塌、崩塌,1,,,,,2272,,臺中市勞動檢查處,2022,2022-11-23,否,07
39,39,,自強工程顧問有限公司,M專業、科學及技術服務業(工程服務及相關技術顧問業),溺斃,1,金門縣自來水廠,,金門縣太湖水深測量示範工作,太湖水庫水域,2285,,勞動部職業安全衛生署南區職業安全衛生中心,2022,2022-11-22,否,03
40,40,,育品生物科技股份有限公司,A農、林、漁、牧業(花卉栽培業),感電,1,,,燈具安裝及線路敷設作業,育品生物科技股份有限公司所屬過溪場蘭花園蘭花下苗區,2277,,勞動部職業安全衛生署南區職業安全衛生中心,2022,2022-11-21,否,03
41,41,,翔紘工程企業有限公司,F營造業(其他土木工程業),物體倒塌、崩塌,1,日觀實業股份有限公司,,(108建009)光復南路集合住宅新建工程,地下1樓,,臺北市松山區光復南路22巷口,臺北市勞動檢查處,2022,2022-11-21,是,04
42,42,,鴻福工程有限公司,F營造業(機電、電信及電路設備安裝業),墜落、滾落,1,國泰人壽保險股份有限公司,,永聯瑞芳物流專區B9區擋土設施補強工程,永聯瑞芳物流專區B區,2267,新北市瑞芳區楓子瀨路1巷1號之永聯瑞芳物流專區B9區,新北市政府勞動檢查處,2022,2022-11-21,是,05
43,43,47590463,簡OO（即豐進工程行）,F營造業(其他專門營造業),墜落、滾落,1,,,長江鋼鐵—太陽能發電系統工程中廠房屋頂浪板覆貼工程,長江鋼鐵股份有限公司,2271,,勞動部職業安全衛生署中區職業安全衛生中心,2022,2022-11-17,否,02
44,44,16646012,上承營造股份有限公司,F營造業(建築工程業),墜落、滾落,1,紘石建設股份有限公司,24454776,(107建193 )士林區陽明段集合住宅新建工程,14樓電梯井開口墜落,2266,臺北市士林區中山北路5段753號,臺北市勞動檢查處,2022,2022-11-17,是,04
45,45,90405657,松淳建設股份有限公司,L不動產業(不動產開發業),墜落、滾落,1,松淳建設股份有限公司,90405657,111府建字第363號集合住宅新建工程,外牆施工架工作台,2270,新竹縣湖口鄉信全街37號旁,勞動部職業安全衛生署北區職業安全衛生中心,2022,2022-11-16,是,01
46,46,,利慶工業股份有限公司,C製造業(自行車零件製造業),爆炸,1,,,,利慶工業股份有限公司,2273,,勞動部職業安全衛生署中區職業安全衛生中心,2022,2022-11-16,否,02
47,47,,大勝飼料股份有限公司,C製造業(動物飼品製造業),物體飛落,1,,,,大勝飼料股份有限公司,2275,,勞動部職業安全衛生署中區職業安全衛生中心,2022,2022-11-16,否,02
48,48,農畜牧登字第206690號,廖OO(即八號牧場),A農、林、漁、牧業(牛飼育業),被夾、被捲,1,,,,花蓮縣瑞穗鄉瑞穗段1547、1548、2464地號。,2282,花蓮縣瑞穗鄉瑞穗段1547、1548、2464地號。,勞動部職業安全衛生署北區職業安全衛生中心,2022,2022-11-12,是,01
49,49,,金湛營造有限公司,F營造業(公用事業設施工程業),墜落、滾落,1,連江縣政府,,連江縣東莒猛澳漁港設施增建工程,,2286,,勞動部職業安全衛生署北區職業安全衛生中心,2022,2022-11-08,否,01
50,50,,凱聖工業股份有限公司三廠,C製造業(其他紡織品製造業),被夾、被捲,1,凱聖工業股份有限公司三廠,80568603,滾軸穿布作業,凱聖工業股份有限公司三廠2樓上漿作業區,2273,,勞動部職業安全衛生署中區職業安全衛生中心,2022,2022-11-08,否,02
51,51,,金典餐飲有限公司,L不動產業(不動產開發業),墜落、滾落,1,金典餐飲有限公司,,金典餐飲有限公司店鋪、住宅新建工程,宜蘭縣羅東鎮東榮二段0043地號,2283,,勞動部職業安全衛生署北區職業安全衛生中心,2022,2022-11-05,否,01
52,52,,優食台灣股份有限公司(外送平台業者),H運輸及倉儲業(汽車貨運業),公路交通事故,1,,,,澎湖縣馬公市203縣道3.75公里處馬公東衛電信塔前,2284,澎湖縣馬公市203縣道3.75公里處馬公東衛電信塔前,勞動部職業安全衛生署南區職業安全衛生中心,2022,2022-11-03,是,03
53,53,,閎景土木包工業,F營造業(建築工程業),墜落、滾落,1,毅璋築建設有限公司,,毅璋築白河6戶住宅新建工程,特一戶東側外牆施工架,2278,臺南市白河區中興段761-1地號,勞動部職業安全衛生署南區職業安全衛生中心,2022,2022-11-03,是,03
54,54,,王OO(自營作業者),H運輸及倉儲業(其他陸上運輸輔助業),墜落、滾落,1,,,搬運運輸、配送等相關作業,上虎有限公司,2272,,臺中市勞動檢查處,2022,2022-11-03,否,07
55,55,,愛豐通運股份有限公司,H運輸及倉儲業(汽車貨運業),墜落、滾落,1,穩懋半導體股份有限公司,,化學槽車運輸服務,穩懋半導體股份有限公司華亞二廠裝卸作業場所,2268,,桃園市政府勞動檢查處,2022,2022-10-31,是,06
56,56,,蘇ＯＯ(即明弘土木包工業),F營造業(整地、基礎及結構工程業),被撞,1,,,,高雄市阿蓮區中路段地號ＯＯＯＯＯ,2279,高雄市阿蓮區中路段地號ＯＯＯＯＯ,高雄市政府勞工局勞動檢查處,2022,2022-10-29,是,09
57,57,,蘇慧哲(即明弘土木包工業),F營造業(整地、基礎及結構工程業),衝撞,1,鐘君郁,,農地整治工程,高雄市阿蓮區中路段地號3046-0000號,2279,高雄市阿蓮區中路段地號3046-0000號,高雄市政府勞工局勞動檢查處,2022,2022-10-29,是,09
58,58,,李OO,F營造業(建物完工裝修工程業),墜落、滾落,1,賴OO,,賴OO民宅屋頂修繕工程,2樓屋頂鐵皮屋,2283,,勞動部職業安全衛生署北區職業安全衛生中心,2022,2022-10-28,否,01
59,59,46806514,新竹市環境保護局,O公共行政及國防；強制性社會安全(政府機關),公路交通事故,1,,,,新竹市東光路橋機慢車道326125號桿前方,2269,,勞動部職業安全衛生署北區職業安全衛生中心,2022,2022-10-27,否,01
60,60,34173634,鴻華化學工業股份有限公司龍潭廠,C製造業(其他橡膠製品製造業),墜落、滾落,1,無,,無,廠內加溫硫化作業區,2268,桃園市龍潭區中豐路高平段576號,桃園市政府勞動檢查處,2022,2022-10-27,是,06
61,61,50808057,嘉勝工程有限公司,C製造業(產業用機械設備維修及安裝業),被夾、被捲,1,,,,高雄港第49號碼頭作品1號貨輪,2279,高雄港第49號碼頭作品1號貨輪,高雄市政府勞工局勞動檢查處,2022,2022-10-27,是,09
62,62,S124538525,鐘OO(自然人),H運輸及倉儲業(陸上貨運承攬業),公路交通事故,1,優食台灣股份有限公司,83076923,外送平台,高雄市左營區與重上街口,2279,新北市五股區五權五路27路3樓,高雄市政府勞工局勞動檢查處,2022,2022-10-27,是,09
63,63,83076928,優食台灣股份有限公司,H運輸及倉儲業(汽車貨運業),公路交通事故,1,-,83076928,-,-,,臺北市敦化南路二段與和平東路三段交叉口,臺北市勞動檢查處,2022,2022-10-23,是,04
64,64,,井利室內裝修工程有限公司,F營造業(庭園景觀工程業),墜落、滾落,1,魏ＯＯ,,廠房塗漆防水工程,,2272,,臺中市勞動檢查處,2022,2022-10-23,否,07
65,65,,義忠營造有限公司,F營造業(建築工程業),墜落、滾落,1,屏東縣屏東市前進國民小學,,屏東前進國小風雨球場新建工程,本工程之TRUSS構件第2、3節連接處,2280,屏東縣屏東市建國路405巷100弄39號,勞動部職業安全衛生署南區職業安全衛生中心,2022,2022-10-21,是,03
66,66,79981935,相楹傢俱有限公司,G批發及零售業(家具零售業),墜落、滾落,1,,,,,2267,新北市三峽區三樹路222巷236弄69之18號,新北市政府勞動檢查處,2022,2022-10-21,是,05
67,67,,聯合水泥製品廠有限公司,C製造業(水泥及混凝土製品製造業),物體飛落,1,,,,新北市林口區嘉溪雅坑5號之6,2267,新北市林口區嘉溪雅坑5號之6,新北市政府勞動檢查處,2022,2022-10-20,是,05
68,68,,嘉泰電信科技有限公司,J資訊及通訊傳播業(有線電信業),墜落、滾落,1,,,行動電話基地台設備建設、維護暨拆遷配合工程,臺中市大甲區光明段830地號,2272,,臺中市勞動檢查處,2022,2022-10-20,否,07
69,69,,原朗工程行,N支援服務業(綠化服務業),其他,1,,,111年度水工設備維護及檢修勞務性工作,南投縣水里鄉竹湖巷29.7K處,2274,,勞動部職業安全衛生署中區職業安全衛生中心,2022,2022-10-19,否,02
70,70,,新瑞貨櫃運輸股份有限公司,H運輸及倉儲業(汽車貨運業),墜落、滾落,1,,,,,2268,-,桃園市政府勞動檢查處,2022,2022-10-18,是,06
71,71,,邦旭股份有限公司,C製造業(人造纖維紡紗業),感電,1,,,,邦旭股份有限公司,2273,,勞動部職業安全衛生署中區職業安全衛生中心,2022,2022-10-17,否,02
72,72,,福清營造股份有限公司,F營造業(其他土木工程業),被撞,1,交通部高速公路局,,國道4號臺中環線豐原潭子段第C713標豐原3號隧道、南坑溪橋及烏牛欄溪橋工程,里程23.8公里處附近,2272,,勞動部職業安全衛生署中區職業安全衛生中心,2022,2022-10-17,是,02
73,73,,俊益營造股份有限公司,F營造業(建築工程業),墜落、滾落,1,馮韋皓、馮家駿、馮韋智,,馮韋皓、馮家駿、馮韋智住宅新建工程,「馮韋皓、馮家駿、馮韋智住宅新建工程」工地現場,2272,臺中市烏日區健行北路90號對面,勞動部職業安全衛生署中區職業安全衛生中心,2022,2022-10-14,是,02
74,74,,健富工程行（合夥負責人徐○○）,F營造業(其他專門營造業),物體倒塌、崩塌,1,全翔建設股份有限公司,,全翔建設31戶住宅新建工程,3樓陽台處,2277,嘉義縣民雄鄉東湖段1415-3~37地號,勞動部職業安全衛生署南區職業安全衛生中心,2022,2022-10-12,是,03
75,75,,恒林木業有限公司,G批發及零售業(木製建材批發業),物體倒塌、崩塌,1,,,,新北市林口區後湖路56之6號,2267,新北市林口區後湖路56之6號,新北市政府勞動檢查處,2022,2022-10-12,是,05
76,76,,寬洋營造股份有限公司,F營造業(建築工程業),跌倒,1,臺北市政府工務局新建工程處,,（110建066）臺北市萬華區漢中街45號重建工程,樓梯間,2266,萬華區漢中街45號,臺北市勞動檢查處,2022,2022-10-08,是,04
77,77,16214653,鉅紡企業股份有限公司,C製造業(人造纖維紡紗業),被夾、被捲,1,,,,鉅紡企業股份有限公司,2273,,勞動部職業安全衛生署中區職業安全衛生中心,2022,2022-10-07,否,02
78,78,,品信營造廠有限公司,F營造業(建築工程業),墜落、滾落,1,金翰建設股份有限公司,,金翰東區時尚貴族新建工程,地下1樓,2272,臺中市東區和平街221號對面,勞動部職業安全衛生署中區職業安全衛生中心,2022,2022-10-07,是,02
79,79,,兌泳有限公司,E用水供應及污染整治業(資源回收處理業),墜落、滾落,1,,,,,2275,,勞動部職業安全衛生署中區職業安全衛生中心,2022,2022-10-07,否,02
80,80,,君寶建設有限公司,F營造業(建築工程業),墜落、滾落,1,陳OO,,有謙家園社區E區前院玻璃雨遮工程,雨遮開口,2270,,勞動部職業安全衛生署北區職業安全衛生中心,2022,2022-10-06,否,01
81,81,,三木實業有限公司,C製造業(肥料及氮化合物製造業),物體飛落,1,,,,工廠備貨區,2273,,勞動部職業安全衛生署中區職業安全衛生中心,2022,2022-10-06,否,02
82,82,83711131,太璟建設有限公司,L不動產業(不動產開發業),墜落、滾落,1,太璟建設有限公司,83711131,太璟建設有限公司住宅新建工程,A2戶3樓陽臺,2275,雲林縣虎尾鎮中南8之9號旁,勞動部職業安全衛生署中區職業安全衛生中心,2022,2022-10-05,是,02
83,83,54712630,勝茂園藝有限公司,N支援服務業(綠化服務業),其他,3,新北市新莊區公所,35703322,111年度新莊區公園環境及綠化維護（第3區青年等公園）,新北市新莊區壽山路59號民宅,2267,新北市新莊區壽山路59號民宅,新北市政府勞動檢查處,2022,2022-10-05,是,05
84,84,89529574,金億陽開發有限公司,A農、林、漁、牧業(食用菇蕈栽培業),墜落、滾落,1,,,,,2275,雲林縣虎尾鎮頂溪里西園76號,勞動部職業安全衛生署中區職業安全衛生中心,2022,2022-10-03,是,02
85,85,,捷營工程有限公司,F營造業(建物完工裝修工程業),被夾、被捲,1,遠東資源開發股份有限公司,,台北遠東通訊園區TPKE大樓新建工程-空調、消防排煙工程,地上7樓,2267,新北市板橋區遠東路與四川路交叉口,新北市政府勞動檢查處,2022,2022-10-01,是,05
86,86,,廣鑫國際工程有限公司。,J資訊及通訊傳播業(有線電信業),墜落、滾落,1,台固媒體股份有限公司,,2021年裝機工程,七星潭遊客服務中心旁,2282,花蓮縣新城鄉七星街 45之1號旁,勞動部職業安全衛生署北區職業安全衛生中心,2022,2022-09-30,是,01
87,87,,南部化成股份有限公司屏東工廠,C製造業(其他塑膠製品製造業),被夾、被捲,1,,,,自動熱壓成型機作業場所,2280,屏東縣長治鄉繁昌村中山路145號,勞動部職業安全衛生署南區職業安全衛生中心,2022,2022-09-30,是,03
88,88,,沈OO,C製造業(未分類其他專用機械設備製造業),被刺、割、擦傷,1,,,,新北市林口區頂福里7鄰56號,2267,新北市林口區頂福里7鄰56號,新北市政府勞動檢查處,2022,2022-09-30,是,05
89,89,,黎○○,F營造業(建物完工裝修工程業),跌倒,1,蘇○○,,花蓮縣富里鄉民房室內裝修工程,茶几,2282,,勞動部職業安全衛生署北區職業安全衛生中心,2022,2022-09-29,否,01
90,90,,旭珏企業有限公司,C製造業(金屬表面處理業),被夾、被捲,1,,,,臺南市安南區開安四街32號,2278,,勞動部職業安全衛生署南區職業安全衛生中心,2022,2022-09-29,否,03
91,91,,台灣世曦工程顧問股份有限公司,M專業、科學及技術服務業(工程服務及相關技術顧問業),其他交通事故,1,交通部高速公路局第二新建工程處,,金門縣政府金門大橋工程委託監造及專業技術顧問服務契約,金門大橋P67伸縮縫處,2285,金寧鄉慈湖路二段,勞動部職業安全衛生署南區職業安全衛生中心,2022,2022-09-29,是,03
92,92,,嘉義市政府,O公共行政及國防；強制性社會安全(政府機關),跌倒,1,,,從事異常電燈關閉作業,嘉義市中正公園露天舞台北側進地下室階梯平台,2276,,勞動部職業安全衛生署南區職業安全衛生中心,2022,2022-09-27,否,03
93,93,82191294,林OO（即輝勝電機企業社）,G批發及零售業(其他機械器具批發業),墜落、滾落,1,宥辰興業股份有限公司,42706155,「宥辰八德工業專案工程」中古預拌機拆遷安裝工程,桃園市八德區大竹段322之4地號,2268,,桃園市政府勞動檢查處,2022,2022-09-27,是,06
94,94,,福鄉營造有限公司,F營造業(建築工程業),物體飛落,1,凱昇開發建設有限公司,,凱昇開發建設有限公司桃園區 三民段129 等15 筆地號新建住宅工程,B棟3樓露臺處,2268,桃園市桃園區中央街,桃園市政府勞動檢查處,2022,2022-09-26,是,06
95,95,,隆大營建事業股份有限公司,F營造業(其他土木工程業),墜落、滾落,1,隆大營建事業股份有限公司,,五塊厝段大樓新建工程,高雄市苓雅區武廟路近建國路口,2279,高雄市苓雅區武廟路近建國路口,高雄市政府勞工局勞動檢查處,2022,2022-09-25,是,09
96,96,,揚泰瀝青股份有限公司,F營造業(其他土木工程業),被撞,1,臺中市政府水利局,,臺中市豐原區污水下水道系統第一期-主次幹管工程第四標,臺中市豐原區惠陽街5號前道路,2272,臺中市豐原區惠陽街5號前道路,臺中市勞動檢查處,2022,2022-09-24,是,07
97,97,,聯安砂石企業有限公司龍德土石碎解洗選一廠,C製造業(未分類其他非金屬礦物製品製造業),被夾、被捲,1,,,,聯安砂石企業有限公司龍德土石碎解洗選一廠,2283,宜蘭縣蘇澳鎮德興 1 路 13 號,勞動部職業安全衛生署北區職業安全衛生中心,2022,2022-09-23,是,01
98,98,,聯安砂石企業有限公司,C製造業(未分類其他非金屬礦物製品製造業),被夾、被捲,1,,,,聯安砂石企業有限公司,2283,宜蘭縣蘇澳鎮德興1路13號,勞動部職業安全衛生署北區職業安全衛生中心,2022,2022-09-22,是,01
99,99,00904175,六大營造股份有限公司,F營造業(建築工程業),墜落、滾落,1,林立開發股份有限公司,69752912,林立開發中壢區青昇段397地號集合住宅新建工程,B棟10樓B1戶客廳外牆施工架開口邊緣,2268,桃園市中壢區領航南路四段115號旁,桃園市政府勞動檢查處,2022,2022-09-21,是,06
100,100,,正隆工業股份有限公司后里分公司,C製造業(紙漿製造業),被夾、被捲,1,,,,複捲機BM10之噴膠區,2272,,臺中市勞動檢查處,2022,2022-09-21,否,07
101,101,,鄧○○,F營造業(其他專門營造業),墜落、滾落,1,葉○○等,,自助洗車場鐵皮屋拆除工程,屋頂上,2272,,勞動部職業安全衛生署中區職業安全衛生中心,2022,2022-09-20,否,02
102,102,44520211,福特六和汽車股份有限公司,C製造業(汽車製造業),墜落、滾落,1,無,,無,裝配一廠D-2至E-2區域之屋頂,2268,桃園市中壢區中華路1段705號,桃園市政府勞動檢查處,2022,2022-09-20,是,06
103,103,75470524,海光企業股份有限公司,C製造業(鋼鐵冶鍊業),爆炸,1,,,,海光企業股份有限公司廢爐渣破碎區,2279,高雄市小港區沿海二路12號,高雄市政府勞工局勞動檢查處,2022,2022-09-20,是,09
104,104,,賴○○(自然人),F營造業(建築工程業),被刺、割、擦傷,1,金門縣金寧鄉公所,,后湖社區活動中心新建工程,2樓樓地板,2285,,勞動部職業安全衛生署南區職業安全衛生中心,2022,2022-09-19,否,03
105,105,28985711,榮工工程股份有限公司,F營造業(其他土木工程業),物體飛落,1,台灣人壽保險股份有限公司,：03557017,(107 建 232 號)臺北市南港區經貿段 15 地號土地地上權案總包工程,臺北市南港區經貿二路 157 巷口,2266,臺北市南港區經貿二路 157 巷口,臺北市勞動檢查處,2022,2022-09-19,是,04
106,106,,劉OO,F營造業(整地、基礎及結構工程業),物體倒塌、崩塌,1,,,,龍嬴建設有限公司玉里預拌廠,2282,花蓮縣玉里鎮大禹里酸柑35之1號,勞動部職業安全衛生署北區職業安全衛生中心,2022,2022-09-18,是,01
