編號,序號,事業單位統一編號,事業單位,行業別,災害類型,罹災人數（數量）,業主,業主統一編號,工程名稱,場所（肇災處）,縣市,地址,勞動檢查機構,年度,發生日期,是否顯示於地圖,agencyCode
107,107,,弘創機電工程有限公司,C製造業(汽車製造業),墜落、滾落,1,,,併聯型太陽光電發電系統工程,裕隆公司車裝工場東坡碼頭6屋頂,2271,,勞動部職業安全衛生署中區職業安全衛生中心,2022,2022-09-17,否,02
108,108,,王○○(即永○○工程企業社),C製造業(產業用機械設備維修及安裝業),墜落、滾落,1,台塑石化股份有限公司麥寮一廠（碼槽處二課）,,東碼頭燃煤及工業鹽碼頭清理作業,台塑石化股份有限公司麥寮一廠（碼槽處二課）東三碼頭3號卸煤機輸送帶,2275,,勞動部職業安全衛生署中區職業安全衛生中心,2022,2022-09-15,否,02
109,109,,殷OO（即富創企業社）,F營造業(建築工程業),墜落、滾落,1,有維企業股份有限公司,,集水槽汰換及漏水修繕工程,鐵皮屋頂,2267,新北市樹林區俊英街160巷3號,新北市政府勞動檢查處,2022,2022-09-15,是,05
110,110,96919464,台灣中油股份有限公司油品行銷事業部基隆營業處,G批發及零售業(加油及加氣站業),其他交通事故,1,,,「110年基隆處供油中心罐裝及帳務等勞務工作（2年長約）」,台灣中油股份有限公司油品行銷事業部基隆營業處石門供油服務中心,2265,基隆市七堵區實踐路253巷2號,勞動部職業安全衛生署北區職業安全衛生中心,2022,2022-09-13,是,01
111,111,,陳○○,F營造業(其他專門營造業),墜落、滾落,1,木青木建設有限公司,,彰化市古夷段741地號新建工程,1樓前院,2273,彰化縣彰化市泰瑞街42號旁,勞動部職業安全衛生署中區職業安全衛生中心,2022,2022-09-12,是,02
112,112,,中華公寓大廈管理維護有限公司,N支援服務業(複合支援服務業),跌倒,1,,,,新北市汐止區新台五路91、93號,2267,新北市汐止區新台五路91、93號,新北市政府勞動檢查處,2022,2022-09-12,是,05
113,113,80567203,永溢環保科技有限公司,E用水供應及污染整治業(非有害廢棄物處理業),被夾、被捲,1,,無,,永溢環保科技有限公司PET生產線,2273,彰化縣芳苑鄉後寮村工區路1號,勞動部職業安全衛生署中區職業安全衛生中心,2022,2022-09-09,是,02
114,114,53926705,富胖達股份有限公司,H運輸及倉儲業(汽車貨運業),公路交通事故,1,,無,,苗栗縣竹南鎮光復路371號前,2271,,勞動部職業安全衛生署中區職業安全衛生中心,2022,2022-09-09,否,02
115,115,16485578,鉅耐企業有限公司,F營造業(整地、基礎及結構工程業),被夾、被捲,1,黃○○,,鳥園新建工程,高空工作車工作平台,2270,峨眉鄉峨眉村1鄰8之5號,勞動部職業安全衛生署北區職業安全衛生中心,2022,2022-09-08,是,01
116,116,,徐○○（即春旺企業社）,F營造業(其他專門營造業),墜落、滾落,1,徐○○,,徐○○新建住宅工程,結構體外牆施工架工作臺（福壽二街側）第2層工作臺吊掛物料區域之開口處,2268,桃園市中壢區福壽二街22號旁,桃園市政府勞動檢查處,2022,2022-09-08,是,06
117,117,,旭東機械工業股份有限公司外埔廠,C製造業(未分類其他專用機械設備製造業),被撞,1,,,,11L土地公區前方走道,2272,,臺中市勞動檢查處,2022,2022-09-08,否,07
118,118,,富成億有限公司,A農、林、漁、牧業(其他畜牧業),其他,1,,,,新北市瑞芳區逢甲路82號,2267,新北市瑞芳區逢甲路82號,新北市政府勞動檢查處,2022,2022-09-07,是,05
119,119,,張OO(自然人),A農、林、漁、牧業(漁撈業),感電,3,,,文蛤採收工作,台南市七股區新生段0008、0027地號之魚塭前,2278,,勞動部職業安全衛生署南區職業安全衛生中心,2022,2022-09-06,否,03
120,120,87382173,交通部公路總局第四區養護工程處,F營造業(道路工程業),墜落、滾落,1,交通部公路總局第四區養護工程處,42002901,獨立山工務段四季監工站111年度預約經常性災害搶修工程,台七甲線18k＋500鄰蘭陽溪側下邊坡,2283,台七甲線18k＋500,勞動部職業安全衛生署北區職業安全衛生中心,2022,2022-09-05,是,01
121,121,10787078,朱OO(即鴻懋土木包工業),F營造業(道路工程業),被夾、被捲,1,嘉義縣阿里山鄉公所,66005603,111年度轄內野溪、崩塌地及農路災害緊急搶修通工程,"雲林縣古坑鄉草嶺村往嘉義縣阿里山鄉豐山村農路 (經緯度：120.728628,23.582062)",2275,,勞動部職業安全衛生署中區職業安全衛生中心,2022,2022-09-05,否,02
122,122,28775320,聖貿興科技股份有限公司,C製造業(螺絲、螺帽及鉚釘製造業),物體倒塌、崩塌,1,瑞滬企業股份有限公司,1827111,,鋒陽企業有限公司,2279,高雄市阿蓮區中山路521巷82號,高雄市政府勞工局勞動檢查處,2022,2022-09-05,是,09
123,123,,林OO,F營造業(其他專門營造業),墜落、滾落,1,美亞鋼管廠股份有限公司,,「廠房屋頂及太子樓浪板更換工程」,#1廠房屋頂,2268,桃園市楊梅區永平路6號,桃園市政府勞動檢查處,2022,2022-09-01,是,06
124,124,,豪鎂建設實業有限公司,L不動產業(不動產開發業),感電,1,豪鎂建設實業有限公司,,高雄市橋頭區後壁田段 367-1 地號 水電暨消防工程,高雄市橋頭區後壁田段 367-1 地號(高雄市橋頭區 橋都路新南三街),2279,高雄市橋頭區後壁田段 367-1 地號(高雄市橋頭區 橋都路新南三街),高雄市政府勞工局勞動檢查處,2022,2022-08-30,是,09
125,125,,豐譽聯合工程股份有限公司,F營造業(建築工程業),感電,1,震一建設股份有限公司,,（107建250）震一建設北安段集合住宅新建工程,B棟地下4樓,2266,中山區劍南路,臺北市勞動檢查處,2022,2022-08-26,是,04
126,126,,中農粉絲有限公司,C製造業(未分類其他食品製造業),被夾、被捲,1,,,,中農粉絲有限公司南崗廠,2274,,勞動部職業安全衛生署中區職業安全衛生中心,2022,2022-08-23,否,02
127,127,,劉OO,F營造業(建築工程業),墜落、滾落,1,馬可家國際有限公司,,馬可企業嘉義保忠三街倉庫修建工程,本工程之屋頂靠近北側處,2276,,勞動部職業安全衛生署南區職業安全衛生中心,2022,2022-08-23,否,03
128,128,54927668,栢大建設股份有限公司,L不動產業(不動產開發業),物體倒塌、崩塌,1,栢大建設股份有限公司,54927668,栢大建設桃園區中路段1697-19、22等兩筆地號9F集合住宅、店舗新建工程,工區店鋪A區1樓,2268,桃園市桃園區南山街12號,桃園市政府勞動檢查處,2022,2022-08-23,是,06
129,129,97179419,泉昇營造股份有限公司,F營造業(其他土木工程業),溺斃,1,金門縣自來水廠,20101603,榮湖及田浦水庫浚渫等周邊設施改善工程,水庫,2285,,勞動部職業安全衛生署南區職業安全衛生中心,2022,2022-08-22,否,03
130,130,-,楊O賜,F營造業(建物完工裝修工程業),墜落、滾落,1,福OO,-,羅斯福路5段218巷6弄14號屋頂（4樓頂棚架）修繕工程,4樓頂棚架,2266,,臺北市勞動檢查處,2022,2022-08-22,否,04
131,131,82896589,八方達物業管理顧問有限公司,N支援服務業(複合支援服務業),與高溫、低溫之接觸,1,,,,高雄市立後勁國民中學,2279,楠梓區加昌路180號,高雄市政府勞工局勞動檢查處,2022,2022-08-22,是,09
132,132,,德嘉工程有限公司,F營造業(機電、電信及電路設備安裝業),感電,1,精穩企業有限公司,,新建廠房水電工程,,2271,,勞動部職業安全衛生署中區職業安全衛生中心,2022,2022-08-19,否,02
133,133,,工信工程股份有限公司,F營造業(其他專門營造業),感電,1,交通部鐵道局,,C031代辦臺鐵南平至萬榮雙軌化土建及電車線工程,花蓮縣鳳林鎮萬里溪北橋臺山側西正線軌道外側,2282,,勞動部職業安全衛生署北區職業安全衛生中心,2022,2022-08-18,否,01
134,134,84360247,鑫梅企業股份有限公司,C製造業(汽車零件製造業),火災,1,,,,,2268,桃園市楊梅區中山北路1段158巷10至18號,桃園市政府勞動檢查處,2022,2022-08-18,是,06
135,135,69689355,穩固工程有限公司,F營造業(建物完工裝修工程業),墜落、滾落,1,台灣晉陞太空股份有限公司,43819327,苗栗上南段廠房結構補強工程,第3棟廠房2樓,2271,,勞動部職業安全衛生署中區職業安全衛生中心,2022,2022-08-16,否,02
136,136,,鼎宇營造股份有限公司,F營造業(建築工程業),墜落、滾落,1,立盛開發股份有限公司,,寶睿博苑集合住宅新建工程,新竹市東區介壽路168號旁,2270,新竹市東區介壽路168號旁,勞動部職業安全衛生署北區職業安全衛生中心,2022,2022-08-14,是,01
137,137,28368512,皇O冷凍股份有限公司,G批發及零售業(肉品批發業),墜落、滾落,1,,,,皇O冷凍股份有限公司所屬工作場所冷凝器機房內。,2283,宜蘭縣宜蘭市中山路五段242號,勞動部職業安全衛生署北區職業安全衛生中心,2022,2022-08-13,是,01
138,138,,黎OO（即裕新實業）,F營造業(其他土木工程業),墜落、滾落,1,苗栗縣大湖鄉栗林國民小學,,栗林國小校園採光罩修繕工程,於苗栗縣大湖鄉栗林國民小學後棟採光罩踏穿墜落,2271,苗栗縣大湖鄉四份61號,勞動部職業安全衛生署中區職業安全衛生中心,2022,2022-08-13,是,02
139,139,無,大陸工程股份有限公司,F營造業(建築工程業),被刺、割、擦傷,1,碩河開發股份有限公司,無,（108建075）碩和信義A7商業大樓新建工程,地下5樓東南側,2266,臺北市信義區松壽路3號,臺北市勞動檢查處,2022,2022-08-13,是,04
140,140,90865808,京禧空間設計工程有限公司,F營造業(建物完工裝修工程業),墜落、滾落,1,蔡○○,,住宅鋼構拆除工程,鋼梁上,2272,,勞動部職業安全衛生署中區職業安全衛生中心,2022,2022-08-11,否,02
141,141,54812960,統園生物科技有限公司,A農、林、漁、牧業(食用菇蕈栽培業),物體破裂,1,統園生物科技有限公司,54812960,,南投縣國姓鄉大長路258-6號,2274,南投縣國姓鄉大長路258-6號,勞動部職業安全衛生署中區職業安全衛生中心,2022,2022-08-11,是,02
142,142,07219903,東盈農牧股份有限公司,A農、林、漁、牧業(農事及畜牧服務業),溺斃,1,,,,新北市林口區粉寮路2段160巷19號之污水處理場,2267,新北市林口區粉寮路2段160巷19號,新北市政府勞動檢查處,2022,2022-08-11,是,05
143,143,,潘OO（即明欣工程行）,F營造業(冷凍、空調及管道工程業),跌倒,1,大盛建設有限公司,,大盛建設三重區五谷王段一九七地號集合住宅新建工程,第4階段開挖面,2267,新北市三重區五谷王北街141巷與清傳街口,新北市政府勞動檢查處,2022,2022-08-10,是,05
144,144,,隆衣股份有限公司,S其他服務業(洗衣業),被撞,1,隆衣股份有限公司,,,2樓烘衣區之4號烘衣機,2268,桃園市龜山區頂湖七街6號,桃園市政府勞動檢查處,2022,2022-08-10,是,06
145,145,,有發工程開發有限公司,F營造業(其他土木工程業),被撞,1,中國建築經理股份有限公司,,（110 拆 052）大同大樓中山區長春一小段辦公大樓都更案,地下1樓車道轉彎處,2266,中山區南京東路 3 段 223巷口,臺北市勞動檢查處,2022,2022-08-08,是,04
146,146,86464062,正合興重工業股份有限公司,C製造業(其他通用機械設備製造業),墜落、滾落,1,英屬維京群島商永冠能源材料股份有限公司,54394190,開放式架空起重機工程,臺中市龍井區環港路168號,2272,臺中市龍井區環港路168號,勞動部職業安全衛生署中區職業安全衛生中心,2022,2022-08-06,是,02
147,147,,興亞水泥製品工廠股份有限公司,C製造業(水泥及混凝土製品製造業),墜落、滾落,1,,,,興亞水泥製品工廠股份有限公司,2271,,勞動部職業安全衛生署中區職業安全衛生中心,2022,2022-08-06,否,02
148,148,,盛田營造有限公司,F營造業(建築工程業),物體倒塌、崩塌,1,盛田營造有限公司,,混凝土基樁吊置工程,基樁吊掛處,2278,,勞動部職業安全衛生署南區職業安全衛生中心,2022,2022-08-05,否,03
149,149,A130928487,富胖達股份有限公司,H運輸及倉儲業(汽車貨運業),公路交通事故,1,-,53926705,-,新北市新店區建國路與民族路口,2267,新北市新店區建國路與民族路口,新北市政府勞動檢查處,2022,2022-08-04,是,05
150,150,,宏碁建設股份有限公司,L不動產業(不動產開發業),物體飛落,1,宏碁建設股份有限公司,,苓雅福河段施工電梯租賃案,高雄市苓雅區中正一路255號旁「苓雅福河段施工電梯租賃案」,2279,高雄市苓雅區中正一路255號旁,高雄市政府勞工局勞動檢查處,2022,2022-08-04,是,09
151,151,,陳○登,F營造業(機電、電信及電路設備安裝業),墜落、滾落,1,,,,2樓作業區,2267,新北市汐止區大安街52巷2號2樓,新北市政府勞動檢查處,2022,2022-08-03,是,05
152,152,23508660,台達水電工程有限公司,F營造業(機電、電信及電路設備安裝業),墜落、滾落,1,晶碩光學股份有限公司,25021158,晶碩光學大溪廠新建工程,廠房棟6樓,2268,桃園市大溪區仁和路2段255號,桃園市政府勞動檢查處,2022,2022-08-02,是,06
153,153,45223694,交通部公路總局第四區養護工程處,O公共行政及國防；強制性社會安全(政府機關),衝撞,1,交通部公路總局第四區養護工程處,42002901,太魯閣工務段洛韶監工站111年度預約經常性災害搶修工程,花蓮縣秀林鄉台8線169K+600m邊坡防護作業。,2282,,勞動部職業安全衛生署北區職業安全衛生中心,2022,2022-08-01,否,01
154,154,,東生紡織企業股份有限公司,C製造業(人造纖維紡紗業),墜落、滾落,1,無,,無,建築物1樓雨遮工作平台,2268,桃園市桃園區復興路362巷40號,桃園市政府勞動檢查處,2022,2022-08-01,是,06
155,155,,世久營造探勘工程股份有限公司,F營造業(建築工程業),物體倒塌、崩塌,1,外交部,,（110建307）致遠新村職務宿舍及檔案大樓新建工程,致遠新村職務宿舍及檔案大樓新建工程工區,2266,北投區秀山路31號,臺北市勞動檢查處,2022,2022-07-31,是,04
156,156,,程鴻營造股份有限公司,F營造業(建築工程業),墜落、滾落,1,祐鋒實業股份有限公司,,祐鋒實業股份有限公司作業廠房新建工程,乙梯3~4樓樓梯間,2273,彰化縣芳苑鄉後寮村工區四路7號,勞動部職業安全衛生署中區職業安全衛生中心,2022,2022-07-29,是,02
157,157,,南陽鐵路承攬運送股份有限公司,H運輸及倉儲業(陸上貨運承攬業),被夾、被捲,1,台灣糖業股份有限公司,,111年度新營飼料生產銷售及產品進出庫工作勞務採購（後續擴充）,新營副產加工廠飼料工場混合機,2278,臺南市柳營區人和里義士路5段690號,勞動部職業安全衛生署南區職業安全衛生中心,2022,2022-07-29,是,03
158,158,,銘富工程有限公司,F營造業(其他專門營造業),感電,1,澄清湖第一景大廈管理委員會,,地下室65號車位上方 防水棚施作工程,澄清湖第一景大廈管理委員會地下室,2279,高雄市鳥松區明湖路81號,高雄市政府勞工局勞動檢查處,2022,2022-07-28,是,09
159,159,,交通部臺灣鐵路管理局七堵機務段宜蘭機務分段,H運輸及倉儲業(鐵路運輸業),被撞,1,,,,宜蘭車站第2月台,2283,宜蘭縣宜蘭市光復路1號,勞動部職業安全衛生署北區職業安全衛生中心,2022,2022-07-27,是,01
160,160,,東和紡織股份有限公司,C製造業(棉毛紡紗業),感電,1,東和紡織股份有限公司,,,東和紡織股份有限公司南側集塵室,2278,臺南市麻豆區工業路227號,勞動部職業安全衛生署南區職業安全衛生中心,2022,2022-07-24,是,03
161,161,,瑞助營造股份有限公司,F營造業(其他土木工程業),墜落、滾落,1,財團法人私立高雄醫學大學,,高雄醫學大學附設高醫岡山醫院一期醫療大樓新建工程,高雄市岡山區中山南路2號旁,2279,高雄市岡山區中山南路2號旁,高雄市政府勞工局勞動檢查處,2022,2022-07-23,是,09
162,162,,沐泰工程股份有限公司,F營造業(建物完工裝修工程業),墜落、滾落,1,海鉅開發股份有限公司,,鉅陞台灣大道案接待中心(含樣品屋、實品屋)工程,2樓模型室/工學館,2272,臺中市西屯區河南路3段與市政北七路口,勞動部職業安全衛生署中區職業安全衛生中心,2022,2022-07-21,是,02
163,163,54519451,智電工程有限公司,F營造業(其他專門營造業),墜落、滾落,1,潤隆建設股份有限公司,34149369,潤隆建設桃園市中壢區青昇段439等2筆地號新建工程,B棟屋突層RF樓(16樓頂板)通風管道間墜落,2268,桃園市中壢區青昇路、青峰路一段交叉口,桃園市政府勞動檢查處,2022,2022-07-20,是,06
164,164,,連政企業股份有限公司,N支援服務業(營造用機械設備租賃業),墜落、滾落,1,矽品精密工業股份有限公司彰化廠,,非成品搬運服務,矽品精密工業股份有限公司彰化廠C棟大樓吊裝工作台,2273,,勞動部職業安全衛生署中區職業安全衛生中心,2022,2022-07-19,否,02
165,165,,博御興業有限公司,E用水供應及污染整治業(用水供應業),墜落、滾落,1,,,燈座更換工程,,2279,高雄市鳥松區大埤路32號,高雄市政府勞工局勞動檢查處,2022,2022-07-19,是,09
166,166,,弘裕企業股份有限公司,C製造業(棉毛紡紗業),被夾、被捲,1,,,,弘裕企業股份有限公司伸港廠,2273,,勞動部職業安全衛生署中區職業安全衛生中心,2022,2022-07-18,否,02
167,167,,賴OO(自營作業者),S其他服務業(其他個人服務業),墜落、滾落,1,永豐建築師事務所,,冷氣安裝工程,永豐建築師事務所,2272,,臺中市勞動檢查處,2022,2022-07-17,否,07
168,168,59259399,高雄市政府環境保護局南區資源回收廠,O公共行政及國防；強制性社會安全(政府機關),與高溫、低溫之接觸,1,,,,高雄市政府環境保護局南區資源回收廠二號爐,2279,高雄市小港區北林路6號,高雄市政府勞工局勞動檢查處,2022,2022-07-17,是,09
169,169,,游OO,F營造業(其他專門營造業),物體倒塌、崩塌,1,陳OO,,中壢區龍東路OO巷OO弄OO號裝修工程,1樓後側外牆,2268,,桃園市政府勞動檢查處,2022,2022-07-14,否,06
170,170,,日商丸紅國際股份有限公司電力專案分公司,F營造業(公用事業設施工程業),墜落、滾落,1,台灣電力股份有限公司,,大潭電廠增建燃氣複循環機組發電計畫8及9號機複循環發電機組設備及其廠房與相關設施設備採購帶安裝案,桃園市觀音區大潭電廠8號機,2268,,勞動部職業安全衛生署北區職業安全衛生中心,2022,2022-07-13,否,01
171,171,01024493,大陸工程股份有限公司,F營造業(建築工程業),墜落、滾落,1,臺北市政府捷運工程局第二區工程處,33020007,臺北都會區大眾捷運系統萬大-中和-樹林線（第一期工程）CQ840區段標工程,LG03車站穿堂層CS03區模板支撐架,2266,臺北市中正區西藏路100號前道路地下,臺北市勞動檢查處,2022,2022-07-13,是,04
172,172,,陳OO(自營作業者),F營造業(其他專門營造業),墜落、滾落,1,王OO,,屋頂修補作業,民宅,2272,,臺中市勞動檢查處,2022,2022-07-13,否,07
173,173,,聖爵事業有限公司,F營造業(建物完工裝修工程業),墜落、滾落,1,林OO,,台南市新市區大營里大營O號之O民宅防水工程,台南市新市區大營里大營O號之O民宅之東邊鄰房車庫屋頂,2278,,勞動部職業安全衛生署南區職業安全衛生中心,2022,2022-07-12,否,03
174,174,,吳○○,F營造業(建物完工裝修工程業),墜落、滾落,1,連○○,,資材室修繕工程,2樓開口部分,2271,,勞動部職業安全衛生署中區職業安全衛生中心,2022,2022-07-11,否,02
175,175,,新益城窯業有限公司,G批發及零售業(磚瓦、砂石、水泥及其製品批發業),感電,1,林OO,,水泥瓦屋頂翻修工程,,2272,,臺中市勞動檢查處,2022,2022-07-08,否,07
176,176,,天地合國際開發有限公司,F營造業(整地、基礎及結構工程業),被撞,1,台灣積體電路製造股份有限公司,,台灣積體電路製造股份有限公司十四廠八期新建工程,臺南市善化區安順二路與三抱竹路旁工地,2278,臺南市善化區安順二路與三抱竹路旁工地,南部科學園區管理局,2022,2022-07-08,是,13
177,177,,郭OO(即富O工程行),F營造業(建物完工裝修工程業),墜落、滾落,1,內政部警政署保安警察第五總隊,,仁武園區行政大樓第二期外牆磁磚更新工程,,2279,仁武區中正路451號,高雄市政府勞工局勞動檢查處,2022,2022-07-07,是,09
178,178,,石OO（即維允工程行）,F營造業(冷凍、空調及管道工程業),墜落、滾落,1,,,白成品倉庫屋面更新工程,桃園市永安里永福路281號(永豐餘工業用紙股份有限公司新屋廠),2268,桃園市永安里永福路281號,勞動部職業安全衛生署北區職業安全衛生中心,2022,2022-07-05,是,01
179,179,,林OO(自營作業者),J資訊及通訊傳播業(有線電信業),墜落、滾落,1,大屯有線電視股份有限公司,,有線電視系統裝機工程,民宅前方,2272,,臺中市勞動檢查處,2022,2022-07-05,否,07
180,180,,楊OO,N支援服務業(綠化服務業),墜落、滾落,1,,,,新北市三芝區埔尾9之2號,2267,新北市三芝區埔尾9之2號,新北市政府勞動檢查處,2022,2022-07-04,是,05
181,181,91312489,池○○（即宇建興業社）,F營造業(其他專門營造業),墜落、滾落,1,華登建設股份有限公司,27618772,華登建設工集合住宅大樓新建工程,工程A棟9樓從事地坪清潔作業，電梯井墜落,2268,桃園市大園區客運二段68地號,桃園市政府勞動檢查處,2022,2022-07-04,是,06
182,182,,旭富工程行,F營造業(建物完工裝修工程業),墜落、滾落,1,新萊應材科技有限公司大甲二廠,,採光罩更換工程,,2272,,臺中市勞動檢查處,2022,2022-07-04,否,07
183,183,94174708,花蓮港起卸股份有限公司,H運輸及倉儲業(其他水上運輸輔助業),物體飛落,1,,,,花蓮港第14號公用碼頭,2282,花蓮縣花蓮市海岸路6666號,勞動部職業安全衛生署北區職業安全衛生中心,2022,2022-07-02,是,01
184,184,52524653,聖暉工程科技股份有限公司,F營造業(冷凍、空調及管道工程業),墜落、滾落,1,同欣電子工業股份有限公司,04226986,同欣電子工業八德廠新建工程3F無塵室建置工程,桃園市八德區和平路1125巷內（桃園市八德區中華段818地號）,2268,桃園市八德區和平路1125巷內,桃園市政府勞動檢查處,2022,2022-07-02,是,06
185,185,,交通部公路總局第二區養護工程處,O公共行政及國防；強制性社會安全(政府機關),公路交通事故,2,,,111年度苗栗段轄區省道瀝青鋪面零星及擇要路段修補工程,出口匝道,2271,苗栗縣通霄鎮台61線121k+720北向出口匝道,勞動部職業安全衛生署中區職業安全衛生中心,2022,2022-07-01,是,02
186,1,,優食台灣股份有限公司(外送平台業者),H運輸及倉儲業(汽車貨運業),公路交通事故,1,,,,臺東縣臺東市長沙街與正氣北路215巷27弄交叉路口,2281,臺東縣臺東市長沙街與正氣北路215巷27弄交叉路口,勞動部職業安全衛生署南區職業安全衛生中心,2022,2022-06-30,是,03
187,2,,來得通電信工程有限公司,F營造業(機電、電信及電路設備安裝業),,1,南台彩藝印刷廠股份有限公司,,南台彩藝印刷廠股份有限公司廠房辦公室新建工程,於工地之4樓平台邊緣之C型鋼鋼構處墜落,umb://document/35d344a135f2490f94a466f0b50746c4,臺南市安南區工業六路29號,,2022,2022-06-30,是,
188,3,36936003,劉OO,E用水供應及污染整治業(非有害廢棄物清除業),墜落、滾落,1,劉OO,,聚合三廠桶槽設備、管線拆除工程,集盛實業股份有限公司大園廠,2268,,勞動部職業安全衛生署北區職業安全衛生中心,2022,2022-06-27,否,01
189,4,,台東縣農會東遊季溫泉渡假村,I住宿及餐飲業(短期住宿業),感電,1,,,,涼亭旁之分接配電箱,2281,臺東縣卑南鄉溫泉村溫泉路376巷18號,勞動部職業安全衛生署南區職業安全衛生中心,2022,2022-06-27,是,03
190,5,,富民營造股份有限公司,F營造業(建築工程業),墜落、滾落,1,宏燁建設股份有限公司,,宏燁建設股份有限公司七堵區台五線段集合住宅新建工程,2樓陽台(Line E~F),2265,基隆市七堵區堵南街47之1號附近,勞動部職業安全衛生署北區職業安全衛生中心,2022,2022-06-25,是,01
191,6,84112731,全基企業有限公司,E用水供應及污染整治業(廢水及污水處理業),與有害物等之接觸,1,高雄市政府水利局,26037072,管線清理及區段整建工程,高雄市鼓山區大順一路609前汙水人孔BC36,2279,鼓山區大順一路609前汙水人孔BC36,高雄市政府勞工局勞動檢查處,2022,2022-06-24,是,09
192,7,55656776,久年營造股份有限公司,F營造業(建築工程業),被刺、割、擦傷,1,新北建設股份有限公司、宏普建設股份有限公司,53002674、23113054,宏普中央公園住宅大樓新建工程,施工架工作台,2267,新北市新店區央北二路與啟文路路口,勞動部職業安全衛生署北區職業安全衛生中心,2022,2022-06-22,是,01
193,8,,溢興鑿井工程有限公司,F營造業(公用事業設施工程業),感電,1,林OO,,林OO農地鑿井工程,苗栗縣竹南鎮鹽館前段山子坪小段OO地號農地,2271,,勞動部職業安全衛生署中區職業安全衛生中心,2022,2022-06-22,否,02
194,9,,巨鼎鍊水工程有限公司,F營造業(機電、電信及電路設備安裝業),與有害物等之接觸,1,經濟部工業局大甲幼獅工業區服務中心,,大甲幼獅工業區污水廠處理系統效能加值及優化工程,臺中市大甲區工五路1號,2272,臺中市大甲區工五路1號,臺中市勞動檢查處,2022,2022-06-21,是,07
195,10,,巨鼎鍊水工程有限公司,F營造業(機電、電信及電路設備安裝業),與有害物等之接觸,1,經濟部工業局大甲幼獅工業區服務中心,,大甲幼獅工業區污水廠處理系統效能加值及優化工程,,2272,,臺中市勞動檢查處,2022,2022-06-21,否,07
196,11,85965594,元得財企業有限公司,C製造業(產業用機械設備維修及安裝業),墜落、滾落,1,SOUTHERN SEAS LOGISTIC LTD.,,南海303號漁船吊掛及搬運作業,高雄市旗津區渡船巷120號 ,2279,高雄市旗津區渡船巷120號,高雄市政府勞工局勞動檢查處,2022,2022-06-21,是,09
197,12,53926705,富胖達股份有限公司,H運輸及倉儲業(汽車貨運業),公路交通事故,1,,無,,新竹市香山區大庄路17號,,新竹市香山區大庄路17號,勞動部職業安全衛生署北區職業安全衛生中心,2022,2022-06-19,是,01
198,13,,丁OO,C製造業(產業用機械設備維修及安裝業),溺斃,1,-,,化糞池之紅泥膠皮袋更換工程,彰化縣北斗鎮興農路一段293巷208號怡昌畜牧場之化糞池,2273,,勞動部職業安全衛生署中區職業安全衛生中心,2022,2022-06-19,否,02
199,14,-,優食台灣股份有限公司(外送平台業者),H運輸及倉儲業(汽車貨運業),公路交通事故,1,,-,,臺中市北區梅亭街與健行路86巷交叉路口,2272,臺中市北區梅亭街與健行路86巷交叉路口,臺中市勞動檢查處,2022,2022-06-19,是,07
200,15,,亞聖營造有限公司,F營造業(其他土木工程業),墜落、滾落,1,捷羽金屬工業有限公司,,廠房新建工程,A棟C1廠房外牆第4層施工架工作臺,2273,彰化縣鹿港鎮崙海段10-51地號,勞動部職業安全衛生署中區職業安全衛生中心,2022,2022-06-18,是,02
201,16,,陳ＯＯ、連ＯＯ（為合夥人）,F營造業(其他專門營造業),墜落、滾落,1,林ＯＯ（自營作業者）,,屋頂浪板鋪設工程,臺南市柳營區重溪里小腳腿2-16號,2278,臺南市柳營區重溪里小腳腿2-16號,勞動部職業安全衛生署南區職業安全衛生中心,2022,2022-06-18,是,03
202,17,,應州工程有限公司,F營造業(建築工程業),墜落、滾落,1,臺北市藝文推廣處,,城市舞台暨藝文大樓及廣場周邊環境整修統包工程,北側外牆施工架,2266,臺北市松山區八德路3段25號,臺北市勞動檢查處,2022,2022-06-18,是,04
203,18,,邱OO(自營作業者),F營造業(其他專門營造業),墜落、滾落,1,台中市私立狄仕耐幼兒園,,鐵皮屋頂維修暨採光罩更換工程,台中市私立狄仕耐幼兒園,2272,,臺中市勞動檢查處,2022,2022-06-18,否,07
204,19,,李OO,H運輸及倉儲業(汽車貨運業),被撞,1,陳OO(即長富農產行),,乾穀運送工作,長城糧食工廠,2271,,勞動部職業安全衛生署中區職業安全衛生中心,2022,2022-06-17,否,02
205,20,54738884,宏利發建設有限公司,L不動產業(不動產開發業),墜落、滾落,1,無,,（108建146）榮華一鹿新建工程,機械停車間,2266,臺北市北投區榮華一路6巷1號,臺北市勞動檢查處,2022,2022-06-17,是,04
206,21,,邱OO（即昇泰舊貨行）,G批發及零售業(回收物料批發業),物體飛落,1,,,,苗栗縣公館鄉中義段981號,2271,苗栗縣公館鄉中義段981號,勞動部職業安全衛生署中區職業安全衛生中心,2022,2022-06-16,是,02
207,22,22551196,勝祥機械工程有限公司,C製造業(鍋爐、金屬貯槽及壓力容器製造業),物體倒塌、崩塌,1,,,,勝祥機械工程有限公司廠內鋼板塗裝區,2279,高雄市燕巢區滾水路 150 之 15 號,高雄市政府勞工局勞動檢查處,2022,2022-06-16,是,09
