編號,序號,事業單位統一編號,事業單位,行業別,災害類型,罹災人數（數量）,業主,業主統一編號,工程名稱,場所（肇災處）,縣市,地址,勞動檢查機構,年度,發生日期,是否顯示於地圖,agencyCode
1,1,89162864,,,,1,,13986537,,,,,勞動部職業安全衛生署南區職業安全衛生中心,2025,2025-12-04,,03
2,2,11166999,正和鋼鐵股份有限公司,C製造業(其他金屬加工處理業),被撞,1,,A124517441,,正和鋼鐵股份有限公司,2268,桃園市龜山區頂湖路47號,桃園市政府勞動檢查處,2025,2025-11-10,是,06
3,3,13039056,葳森營造有限公司,F營造業(建築工程業),墜落、滾落,1,聯成億建設有限公司,80619960,屏東市舊街段三小段136、136-2、136-3、136-4、137、137-1、138地號等7筆土地住宅新建工程,屏東市中華路51號旁本工程之屋突第一層東側梁底模突出平台處,2280,屏東市中華路51號旁,勞動部職業安全衛生署南區職業安全衛生中心,2025,2025-11-06,是,03
4,4,無,陳鎮雄,F營造業(建物完工裝修工程業),墜落、滾落,1,陳盈利,無,採光罩更新工程,8樓陽台,2275,,勞動部職業安全衛生署中區職業安全衛生中心,2025,2025-11-05,否,02
5,5,87209147,,,,1,,-,,,,,臺中市勞動檢查處,2025,2025-11-03,,07
6,6,-,大宗浪板工程行,F營造業(建築工程業),墜落、滾落,1,王長隆,-,王長隆鋼構資材室新建工程,臺中市大安區中山北路359巷5號旁,2272,臺中市大安區中山北路359巷5號旁,臺中市勞動檢查處,2025,2025-11-01,是,07
7,7,-,蘇正龍,F營造業(其他專門營造業),墜落、滾落,1,魏○文,-,承攬魏○文桃園市楊梅區○路○號民宅修繕工程（舊屋翻修結構補強工程）,桃園市楊梅區○路○號,2268,,桃園市政府勞動檢查處,2025,2025-10-30,否,06
8,8,24675665,成濟營造有限公司,F營造業(建築工程業),墜落、滾落,1,陳OO,無,陳OO住宅新建工程,高雄市楠梓區大學二十五路280號旁,2279,,高雄市政府勞工局勞動檢查處,2025,2025-10-21,否,09
9,9,70730281,,,,1,,-,,,,,臺中市勞動檢查處,2025,2025-10-21,,07
10,10,83772544,盛所建築營造有限公司,F營造業(建築工程業),墜落、滾落,1,駱彥良,-,駱文章工廠住宅拆除工程,臺中市太平區樹德八街80巷10號,2272,太平區樹德八街80巷10號,臺中市勞動檢查處,2025,2025-10-20,是,07
11,11,92446388,王威振（即聖鑫企業社）,F營造業(建物完工裝修工程業),墜落、滾落,1,,無,柳營區柳營段溫厝廍小段1692、1693及1694地號鋼構廠房屋頂修繕工程,臺南市柳營區柳營段溫厝廍小段1692地號之鋼構廠房屋頂,2278,臺南市柳營區柳營段溫厝廍小段1692地號,勞動部職業安全衛生署南區職業安全衛生中心,2025,2025-10-19,是,03
12,12,無,,,,1,,24338670,,,,,桃園市政府勞動檢查處,2025,2025-10-17,,06
13,13,56801904,新加坡商蝦皮娛樂電商有限公司台灣分公司,J資訊及通訊傳播業(資料處理、主機及網站代管服務業),衝撞,1,,無,,,2268,桃園市大園區建國路,桃園市政府勞動檢查處,2025,2025-10-12,是,06
14,14,97141006,亨欣工業股份有限公司,C製造業(金屬表面處理業),物體倒塌、崩塌,1,,無,鋼架熱浸鍍鋅處理作業,高雄市小港區永光街2-2號,2279,高雄市小港區永光街2-2號,高雄市政府勞工局勞動檢查處,2025,2025-10-07,是,09
15,15,72104905,國華防火材工業股份有限公司,C製造業(耐火材料製造業),墜落、滾落,1,,無,廠房屋頂修繕工程,,2278,臺南市學甲區信義路8號,勞動部職業安全衛生署南區職業安全衛生中心,2025,2025-10-02,是,03
16,16,-,吳○○,S其他服務業(通訊傳播設備維修業),墜落、滾落,1,林○○,-,監視器維修作業,,2272,,臺中市勞動檢查處,2025,2025-10-02,否,07
17,17,27957651,國華公寓大廈管理維護股份有限公司,N支援服務業(保全及偵探業),跌倒,1,哈佛世家公寓大廈管理委員會,無,受任管理維護業務契約,哈佛世家公寓大廈西側棟1樓出入口,2278,臺南市東區東寧路西段26號,勞動部職業安全衛生署南區職業安全衛生中心,2025,2025-09-28,是,03
18,18,60743847,鋒霈環境科技股份有限公司,C製造業(未分類其他化學製品製造業),物體飛落,1,,無,鋁酸鈉、冰晶石及其他等產品(含硫酸鋅)交付承攬人代工生產,鋒霈公司(彰化工廠)之脫水區,2273,,勞動部職業安全衛生署中區職業安全衛生中心,2025,2025-09-26,否,02
19,19,82927339,匡進開發工程有限公司,F營造業(冷凍、空調及管道工程業),爆炸,0,聚合新能源股份有限公司,94193487,聚合新能源股份有限公司設備配管工程,工廠分流區2樓儲槽,2271,苗栗縣苗栗市南勢里坪頂東30號,勞動部職業安全衛生署中區職業安全衛生中心,2025,2025-09-22,是,02
20,20,25197450,,,,1,,-,,,,,臺中市勞動檢查處,2025,2025-09-22,,07
21,21,13054247,台彰纖維股份有限公司,C製造業(染整業),墜落、滾落,1,,無,,,2273,,勞動部職業安全衛生署中區職業安全衛生中心,2025,2025-09-19,否,02
22,22,84234761,揚昇營造有限公司,F營造業(其他土木工程業),物體倒塌、崩塌,1,惠來產創股份有限公司,85117678,彰化縣花壇鄉惠來產業園區開發申請案水土保持計畫工程,33號工區東北角處,2273,,勞動部職業安全衛生署中區職業安全衛生中心,2025,2025-09-19,否,02
23,23,54529388,長融陞企業有限公司,C製造業(金屬家具製造業),墜落、滾落,1,,-,屋頂修繕作業,嘉義縣水上鄉中山路2段936號,2277,嘉義縣水上鄉中山路2段936號,勞動部職業安全衛生署南區職業安全衛生中心,2025,2025-09-19,是,03
24,24,12916859,乾亨不銹鋼股份有限公司,C製造業(金屬表面處理業),墜落、滾落,1,,無,,乾亨不銹鋼股份有限公司,2268,桃園市八德區新興路113號,桃園市政府勞動檢查處,2025,2025-09-18,是,06
25,25,29078694,太丞股份有限公司,F營造業(冷凍、空調及管道工程業),被夾、被捲,1,,-,CT及砂濾保養作業,台灣積體電路製造股份有限公司十八B廠CUP棟4樓頂樓1號冷卻水塔風胴內部,2278,臺南市安定區蘇林里北園二路8號,南部科學園區管理局,2025,2025-09-11,是,13
26,26,24626216,弘鑫精密工業有限公司,C製造業(未分類其他金屬製品製造業),爆炸,1,,無,儲槽外觀更改製造銲接作業,弘鑫精密工業有限公司,2268,桃園市大園區五青路150巷48之1號,桃園市政府勞動檢查處,2025,2025-09-10,是,06
27,27,83549898,明暉綠能有限公司,D電力及燃氣供應業(電力供應業),被撞,1,無,無,C53、F08、F07樑排水溝局部樓版治漏工程,桃園市蘆竹區三德街42號,2268,蘆竹區三德街42號,桃園市政府勞動檢查處,2025,2025-09-09,是,06
28,28,-,江○○,F營造業(建物完工裝修工程業),墜落、滾落,1,林○○,-,民宅之室內樓梯、牆面保護工程,民宅,2272,,臺中市勞動檢查處,2025,2025-09-09,否,07
29,29,無,張OO,F營造業(機電、電信及電路設備安裝業),墜落、滾落,1,食全食品有限公司,80515120,,新北市中和區建八路122號4樓,2267,新北市中和區建八路122號4樓,新北市政府勞動檢查處,2025,2025-09-05,是,05
30,30,無,劉OO,F營造業(其他專門營造業),墜落、滾落,1,匯昇汽車股份有限公司,無,鐵皮屋頂更換工程,臺北市中山區民族東路97號,2266,,臺北市勞動檢查處,2025,2025-09-04,否,04
31,31,932343440,泰正國際貿易行,H運輸及倉儲業(汽車貨運業),墜落、滾落,1,泰正國際貿易行,93234340,,高雄市前鎮區新生路137號,2279,高雄市前鎮區新生路137號,高雄市政府勞工局勞動檢查處,2025,2025-09-04,是,09
32,32,54253972,富樣營造有限公司(統編:28608344),F營造業(其他專門營造業),與高溫、低溫之接觸,1,空軍第七戰術戰鬥機聯隊,98634605,「阻絕圍籬及警監系統新建工程」,,2281,,勞動部職業安全衛生署南區職業安全衛生中心,2025,2025-09-02,是,03
33,33,90604369,日商日揮控股股份有限公司台灣分公司,F營造業(機電、電信及電路設備安裝業),墜落、滾落,1,台灣中油股份有限公司液化天然氣工程處,07912663,台中廠三期氣化設施及整體管線統包工程,主控大樓外牆施工架,2272,臺中市梧棲區南堤路88號,勞動部職業安全衛生署中區職業安全衛生中心,2025,2025-09-01,是,02
34,34,72845083,張幼貞(即鉑懷土木包工業),F營造業(整地、基礎及結構工程業),物體倒塌、崩塌,1,臺東縣太麻里鄉公所,93501205,114年度太麻里鄉南區災害搶修搶險工開口契約,太麻里鄉北里村森川南線產業道路紫竹禪寺牌樓前,2281,-,勞動部職業安全衛生署南區職業安全衛生中心,2025,2025-08-27,是,03
35,35,-,,,,1,,42003113,,,,,高雄市政府勞工局勞動檢查處,2025,2025-08-27,,09
36,36,無,陳OO,F營造業(其他土木工程業),物體倒塌、崩塌,1,黃OO,無,三民區察哈爾一街40號透天翻修工程,三民區察哈爾一街40號,2279,,高雄市政府勞工局勞動檢查處,2025,2025-08-25,否,09
37,37,28962956,翔紘工程企業有限公司,F營造業(整地、基礎及結構工程業),感電,1,,無,,新北市林口區後坑28之3號,2267,新北市林口區後坑28之3號,新北市政府勞動檢查處,2025,2025-08-23,是,05
38,38,-,陳OO,F營造業(機電、電信及電路設備安裝業),感電,1,,-,,臺北市北投區行義路140巷,2266,,臺北市勞動檢查處,2025,2025-08-21,否,04
39,39,無,黃OO,F營造業(其他專門營造業),墜落、滾落,1,王OO（即OO演社劇團）,92001174,龍米路2段117巷39之1號屋頂修繕作業,,2267,,新北市政府勞動檢查處,2025,2025-08-20,否,05
40,40,F120583515,馬OO,N支援服務業(建築物一般清潔服務業),墜落、滾落,1,雙橡園社區管理委員會,80912319,,臺北市北投區石牌路1段39巷80弄,2266,,臺北市勞動檢查處,2025,2025-08-17,否,04
41,41,24841995,鑫記工程有限公司,F營造業(其他專門營造業),墜落、滾落,1,家晟企業股份有限公司,22130822,後側屋頂更換作業,臺中市南屯區工業區23路42號,2272,,臺中市勞動檢查處,2025,2025-08-17,否,07
42,42,40916628,冠昱企業社,F營造業(建物完工裝修工程業),墜落、滾落,1,邵○○,無,邵○○「嘉義縣水上鄉民生村和平街○巷○號車庫屋頂修繕工程」,嘉義縣水上鄉,2277,,勞動部職業安全衛生署南區職業安全衛生中心,2025,2025-08-15,否,03
43,43,07524729,國營臺灣鐵路股份有限公司南區營運處,H運輸及倉儲業(鐵路運輸業),墜落、滾落,1,,無,,臺鐵公司臺南站第1月台石綿瓦屋頂,,臺南市東區北門路二段4號,勞動部職業安全衛生署南區職業安全衛生中心,2025,2025-08-14,是,03
44,44,04313172,光泉牧場股份有限公司大園廠,C製造業(乳品製造業),被夾、被捲,1,光泉牧場股份有限公司大園廠,無,,光泉牧場股份有限公司大園廠,2268,桃園市大園區大觀路1249號,桃園市政府勞動檢查處,2025,2025-08-14,是,06
45,45,76998118,榮祥油漆工程行,F營造業(其他土木工程業),墜落、滾落,1,楊OO,無,楊OO透天厝油漆工程,高雄市梓官區赤崁東路129巷11-1號後方工地,2279,,高雄市政府勞工局勞動檢查處,2025,2025-08-14,否,09
46,46,16120500,台灣碼頭服務股份有限公司,H運輸及倉儲業(其他水上運輸輔助業),被撞,1,,-,,高雄港第七貨櫃中心S1碼頭,2279,高雄市小港區洲櫃路21號,高雄市政府勞工局勞動檢查處,2025,2025-08-12,是,09
47,47,66970631,陳○○(即珍珠企業社),F營造業(整地、基礎及結構工程業),墜落、滾落,1,林○○,-,宜蘭縣冬山鄉第四公墓家族墓園興建工程(模板工程),本工程北側外牆施工架工作台,2283,,勞動部職業安全衛生署北區職業安全衛生中心,2025,2025-08-11,否,01
48,48,46801807,台灣電力股份有限公司新桃供電區營運處,D電力及燃氣供應業(電力供應業),感電,1,,無,「345kV全興~中寮線STR~#13更換OPGW及超耐熱導線等工程」,彰化縣和美鎮345kV全興~中寮線#13鐵塔,2273,,勞動部職業安全衛生署中區職業安全衛生中心,2025,2025-08-09,否,02
49,49,42002901,交通部公路局東區養護工程分局,F營造業(其他土木工程業),物體倒塌、崩塌,1,,42002901,洛韶監工站114年度(第二次)預約經常性災害搶修工程,台8線157K+700,2282,台8線157K+700,勞動部職業安全衛生署北區職業安全衛生中心,2025,2025-08-04,是,01
50,50,81193371,安興營造股份有限公司,F營造業(建築工程業),墜落、滾落,1,興聚建設股份有限公司,53807807,新竹縣竹北市翰林段495地號等6筆集合住宅新建工程,新竹縣竹北市嘉仁街90號1樓住宅戶臥室內窗 戶旁,2270,新竹縣竹北市嘉仁街90號1樓,勞動部職業安全衛生署北區職業安全衛生中心,2025,2025-08-02,是,01
51,51,70011711,生泰工業股份有限公司,C製造業(鋁鑄造業),感電,1,,無,,臺南市安南區安東里安和路二段54巷223號,2278,臺南市安南區安東里安和路二段54巷223號,勞動部職業安全衛生署南區職業安全衛生中心,2025,2025-07-30,是,03
52,52,22766892,新東陽營造股份有限公司,F營造業(建築工程業),墜落、滾落,1,堃達土地開發股份有限公司,28485758,堃達開發信華段集合住宅新建工程（建照號碼：112泰建字第046號）,新北市泰山區信華一街60號旁,2267,泰山區信華一街60號旁,新北市政府勞動檢查處,2025,2025-07-29,是,05
53,53,27825343,弘翰科技股份有限公司,C製造業(其他金屬加工處理業),感電,1,,無,2F乾冰B線移至D線(隔間/管路/消防/燈/偵測器)修繕工程,,2270,,勞動部職業安全衛生署北區職業安全衛生中心,2025,2025-07-28,否,01
54,54,30325764,葛立仁(即綠葉企業社),R藝術、娛樂及休閒服務業(其他運動服務業),溺斃,1,,-,,新竹縣五峰鄉麥巴萊溪忠興部落流域,2270,,勞動部職業安全衛生署北區職業安全衛生中心,2025,2025-07-27,否,01
55,55,無,富胖達股份有限公司,H運輸及倉儲業(汽車貨運業),公路交通事故,1,,無,,雲林縣虎尾鎮成德街與成德二街口,2275,,勞動部職業安全衛生署中區職業安全衛生中心,2025,2025-07-27,否,02
56,56,53132395,周氏蝦捲有限公司,I住宿及餐飲業(外燴及團膳承包業),跌倒,1,,無,,,2279,高雄市楠梓區加昌路631號,高雄市政府勞工局勞動檢查處,2025,2025-07-25,是,09
57,57,89844313,友堡股份有限公司,F營造業(建物完工裝修工程業),跌倒,1,維聖發企業有限公司,97197388,維聖發企業大樹區維新段廠房新建工程(112高市工建築字第01866號),高雄市市大樹區九大路河濱二巷128號旁,2279,,高雄市政府勞工局勞動檢查處,2025,2025-07-25,否,09
58,58,92332076,陳進福(即通盈工程行),F營造業(其他專門營造業),墜落、滾落,1,余大業,K101441765	,倉庫屋頂修繕工程,倉庫內合梯,2271,,勞動部職業安全衛生署中區職業安全衛生中心,2025,2025-07-23,否,02
59,59,無,環球水泥股份有限公司楠梓預拌混凝土場,C製造業(預拌混凝土製造業),墜落、滾落,1,,無,,環球水泥股份有限公司楠梓預拌混凝土場,2279,高雄市燕巢區鳳龍巷58號,高雄市政府勞工局勞動檢查處,2025,2025-07-23,是,09
60,60,29127359,冠羿科技有限公司,F營造業(機電、電信及電路設備安裝業),墜落、滾落,1,,無,,新竹市東區力行路6號,2269,新竹市東區力行路6號,新竹科學園區管理局,2025,2025-07-22,是,11
61,61,23388383,博展營造開發股份有限公司,F營造業(其他專門營造業),物體倒塌、崩塌,1,博展營造開發股份有限公司,23388383,型鋼運輸作業,型鋼料廠,2273,彰化縣芬園鄉德興路一段565號旁,勞動部職業安全衛生署中區職業安全衛生中心,2025,2025-07-21,是,02
62,62,H124362596,廖○○,F營造業(冷凍、空調及管道工程業),感電,1,陳○○,A122005233,民宅冷氣安裝工程,主建物後方鐵皮屋頂,,桃園市中壢區榮民南路,桃園市政府勞動檢查處,2025,2025-07-21,是,06
63,63,66394146,潤弘精密工程事業股份有限公司,F營造業(建築工程業),感電,1,潤泰創新國際股份有限公司,12139612,潤泰創新新莊線三重捷六基 地聯合開發案,地下一樓天花板附近弱電線槽附近,2267,新北市三重區捷運路36號,勞動部職業安全衛生署北區職業安全衛生中心,2025,2025-07-19,是,01
64,64,89766077,冠柏營造股份有限公司,F營造業(建築工程業),墜落、滾落,1,西北食品工業股份有限公司,05634685,林口區工二段36地號新建工程,新北市林口區工四路17號4樓廠房區,2267,新北市林口區工四路17號,勞動部職業安全衛生署北區職業安全衛生中心,2025,2025-07-18,是,01
65,65,24651946,新崴達建設有限公司,L不動產業(不動產開發業),墜落、滾落,1,,24651946,新崴達建設有限公司新建工程,,2275,,勞動部職業安全衛生署中區職業安全衛生中心,2025,2025-07-16,否,02
66,66,16720440,群緯環保工程有限公司,N支援服務業(建築物一般清潔服務業),物體飛落,1,台灣積體電路製造股份有限公司,22099131,AP7P1新建工程清潔點工,嘉義縣太保市南部科學園區嘉義園區,2277,,勞動部職業安全衛生署南區職業安全衛生中心,2025,2025-07-16,是,03
67,67,10536517,坤宥營造有限公司,F營造業(建築工程業),墜落、滾落,1,佳均建設有限公司,66373796,佳均建設觀音區育仁段1023地號集合住宅新建工程,工區內R2屋突層施工架工作臺上,2268,觀音區中山路1段700巷17號旁工地,桃園市政府勞動檢查處,2025,2025-07-16,是,06
68,68,86116711,坤宥營造有限公司,F營造業(建築工程業),墜落、滾落,1,佳均建設有限公司,66373796,佳均建設觀音區育仁段1023 地號集合住宅新建工程,工區內R2屋突層施工架工作臺上,2268,觀音區中山路1段700巷17號旁工地,桃園市政府勞動檢查處,2025,2025-07-16,是,06
69,69,90383274,新濠機電工程有限公司,C製造業(產業用機械設備維修及安裝業),墜落、滾落,1,,無,,高雄港78號碼頭,2279,,高雄市政府勞工局勞動檢查處,2025,2025-07-16,是,09
70,70,66019000,台灣電力股份有限公司嘉義區營業處,D電力及燃氣供應業(電力供應業),感電,1,,66019000,,,2277,嘉義縣義竹鄉嘉26鄉道,勞動部職業安全衛生署南區職業安全衛生中心,2025,2025-07-15,是,03
71,71,27896819,潤康股份有限公司,F營造業(其他專門營造業),物體倒塌、崩塌,1,臺北市大同區大龍國民小學,04155835,114年度游泳池整修工程,地下1樓游泳池,2266,臺北市大同區哈密街47號,臺北市勞動檢查處,2025,2025-07-10,是,04
72,72,86635636,華威營造有限公司,F營造業(建築工程業),墜落、滾落,1,昇貿建設開發股份有限公司,69642535,大園區青山段302等6筆地號新建工程,C棟18樓電梯直井,2268,大園區青山段302等6筆地號,勞動部職業安全衛生署北區職業安全衛生中心,2025,2025-07-05,是,01
73,73,Q121250184,張00,F營造業(建物完工裝修工程業),墜落、滾落,1,傅00,Q121662880,嘉義縣太保市太保里太保00號民宅室內油漆工程,地下室緊急出口處,2277,,勞動部職業安全衛生署南區職業安全衛生中心,2025,2025-07-04,否,03
74,74,34342717,皇昌營造股份有限公司,F營造業(其他專門營造業),溺斃,1,台灣中油股份有限公司,03707901,觀塘接收站外推方案之外廓防波堤新建工程,桃園市觀音區桃科二路底之LNG碼頭及碼頭後線,2268,桃園市觀音區桃科二路底,勞動部職業安全衛生署北區職業安全衛生中心,2025,2025-07-02,是,01
75,75,93508122,傑盛建設有限公司,F營造業(建築工程業),墜落、滾落,1,傑盛建設有限公司,93508122,傑盛建設有限公司新建工程,結構體南向外牆施工架,2271,苗栗縣銅鑼鄉中興二街與慶興二巷口,勞動部職業安全衛生署中區職業安全衛生中心,2025,2025-07-01,是,02
76,76,無,高OO(即沙田畜牧場),A農、林、漁、牧業(雞飼育業),跌倒,1,無,無,無,台南市玉井區,2278,台南市玉井區沙田里沙田61之5號,勞動部職業安全衛生署南區職業安全衛生中心,2025,2025-07-01,是,03
77,77,28905463,宏錩工程有限公司,F營造業(公用事業設施工程業),公路交通事故,1,內政部國土管理署下水道工程分署,09644469,新北市新店地區污水下水道系統（第二期）新建工程第五標分支管網及用戶接管（含一期未納戶）,永業路91號前方道路上,2267,新店區永業路91號前方之道路（永業路往碧潭方向）,新北市政府勞動檢查處,2025,2025-07-01,是,05
78,1,24060203,國產建材實業股份有限公司苗栗廠,C製造業(預拌混凝土製造業),被夾、被捲,1,,無,,國產建材實業股份有限公司苗栗廠之洗車場旁接水區停放之車牌照號碼：236-S5混凝土預拌車之預拌桶內,2271,,勞動部職業安全衛生署中區職業安全衛生中心,2025,2025-06-29,否,02
79,2,20817282,中鼎工程股份有限公司,F營造業(公用事業設施工程業),墜落、滾落,1,台灣電力股份有限公司核能火力發電工程處中部施工處,05801331,台中電廠新建燃氣機組計畫-1至2號機複循環發電機組設備及其廠房與相關設施採購帶安裝,廢水處理廠鋼構作業區,2272,臺中市龍井區龍昌路1號,勞動部職業安全衛生署中區職業安全衛生中心,2025,2025-06-25,是,02
80,3,22709056,重宙企業股份有限公司,C製造業(金屬家具製造業),物體飛落,1,,22709056,,嘉義縣民雄鄉北斗村中山路42號,2277,嘉義縣民雄鄉北斗村中山路42號,勞動部職業安全衛生署南區職業安全衛生中心,2025,2025-06-23,是,03
81,4,16934127,美齊富有限公司,G批發及零售業(家用電器批發業),墜落、滾落,1,,-,冷氣安裝作業,,,,臺中市勞動檢查處,2025,2025-06-23,否,07
82,5,28299902,宇根建設有限公司,L不動產業(不動產開發業),墜落、滾落,1,,無,明義段(9戶透天住宅)泥作工程,高雄市小港區明義段22、22-1~22-9地號,2279,,高雄市政府勞工局勞動檢查處,2025,2025-06-23,否,09
83,6,90263480,大元預拌混凝土有限公司,C製造業(未分類其他非金屬礦物製品製造業),被夾、被捲,1,,90263480,,林佳勳(即慶豐陞砂石行)砂石場3分石輸送帶尾輪處,2282,花蓮縣玉里鎮大禹里大禹169-3號,勞動部職業安全衛生署北區職業安全衛生中心,2025,2025-06-21,是,01
84,7,53918830,大同智能股份有限公司,F營造業(其他專門營造業),物體飛落,1,美國在台協會台北辦事處,無,,美國在台協會台北辦事處職員停車區,2266,內湖區金湖路 100 號,臺北市勞動檢查處,2025,2025-06-21,是,04
85,8,80705141,信益建築股份有限公司,F營造業(建築工程業),墜落、滾落,1,春園建設股份有限公司,11497007,春園建設股份有限公司龍潭區南龍段60、61、68地號集合住宅新建工程,於結構體內R1樓層電梯井內部墜落至地下一樓,2268,桃園市龍潭區東龍路36號內,桃園市政府勞動檢查處,2025,2025-06-20,是,06
86,9,94092729,大和正實業有限公司,N支援服務業(建築物一般清潔服務業),與高溫、低溫之接觸,1,臺北市動物保護處,-,,臺北市內湖區成功路4段294巷,2266,,臺北市勞動檢查處,2025,2025-06-18,否,04
87,10,08410512,陳○○（即綠手指園藝社）,N支援服務業(綠化服務業),物體飛落,1,陽光山林社區管理委員會,19591933,,社區道路旁,2268,,桃園市政府勞動檢查處,2025,2025-06-18,否,06
88,11,22667247,信銘工業股份有限公司,D電力及燃氣供應業(氣體燃料供應業),物體飛落,1,,無,,高雄市阿蓮區玉安街111號(盈季企業有限公司),,,高雄市政府勞工局勞動檢查處,2025,2025-06-18,是,09
89,12,47083868,新億營造有限公司,F營造業(建築工程業),墜落、滾落,1,萬家福股份有限公司,86423942,萬家福股份有限公司集合住宅新建工程（建號：(108)(7)(8)建管建字第00305號）,地下1樓電梯井,2283,宜蘭縣五結鄉三結段216、217地號,勞動部職業安全衛生署北區職業安全衛生中心,2025,2025-06-17,是,01
90,13,60497905,魏○○(即同德商行),C製造業(動物飼品製造業),被夾、被捲,1,,60497905,,同德商行工廠,2273,,勞動部職業安全衛生署中區職業安全衛生中心,2025,2025-06-17,否,02
91,14,53831216,金翔銘有限公司,G批發及零售業(回收物料批發業),火災,1,,無,,桃園市蘆竹區南山路1段432之6號,2268,桃園市蘆竹區南山路1段432之6號,桃園市政府勞動檢查處,2025,2025-06-13,是,06
92,15,00000000,宇騰紙業股份有限公司,G批發及零售業(書籍及文具批發業),墜落、滾落,1,宇騰紙業股份有限公司,13018073,,臺中市烏日區中山路1段和平巷151號,2272,,臺中市勞動檢查處,2025,2025-06-12,否,07
93,16,83790819,穩虹營造有限公司,F營造業(其他專門營造業),墜落、滾落,1,峰品宸建設有限公司,60284972,歐樂居新建住宅裝修工程,臺中市清水區神清路53號,2272,清水區神清路53號,臺中市勞動檢查處,2025,2025-06-12,是,07
94,17,35976505,瑞隆鑄造工業股份有限公司,C製造業(鋼鐵鑄造業),墜落、滾落,1,,-,,,2268,桃園市蘆竹區圳岸街355號,桃園市政府勞動檢查處,2025,2025-06-11,是,06
95,18,無,光隆育樂事業股份有限公司,N支援服務業(綠化服務業),墜落、滾落,1,光隆育樂事業股份有限公司,94794361,-,光隆博物館,2282,花蓮縣新城鄉康樂村加灣1-2號,勞動部職業安全衛生署北區職業安全衛生中心,2025,2025-06-10,是,01
96,19,78465617,林OO(即生群商行二崙廠),C製造業(動物飼品製造業),墜落、滾落,1,,78465617,,,2275,,勞動部職業安全衛生署中區職業安全衛生中心,2025,2025-06-10,否,02
97,20,22369556,,,,1,,22099456,,,,,勞動部職業安全衛生署南區職業安全衛生中心,2025,2025-06-10,,03
98,21,28880456,洲詮工程有限公司,C製造業(金屬建築組件製造業),墜落、滾落,1,宏偉企業股份有限公司,86795605,宏偉企業股份有限公司二廠防火牆安裝工程,彰化縣大村鄉慶安段69地號前側及右側轉角處,2273,,勞動部職業安全衛生署中區職業安全衛生中心,2025,2025-06-09,否,02
99,22,85197525,雲冠傑(即聚吉企業社),M專業、科學及技術服務業(廣告業),墜落、滾落,1,台灣房屋仲介股份有限公司北大分公司,28866692,,,2269,,勞動部職業安全衛生署北區職業安全衛生中心,2025,2025-06-06,否,01
100,23,97010623,豐澤工程股份有限公司,F營造業(建築工程業),墜落、滾落,1,美上鎂科技股份有限公司,13076360,中華路廠區丁棟、戊棟廠房新建工程,戊棟槽中槽,2274,南投市中華路301之19號,勞動部職業安全衛生署中區職業安全衛生中心,2025,2025-06-06,是,02
101,24,89713311,巨旦科技股份有限公司,C製造業(未分類其他電子零組件製造業),衝撞,1,,無,,巨旦科技股份有限公司廠內裝卸貨區,2268,桃園市蘆竹區南山路2段470巷131號,桃園市政府勞動檢查處,2025,2025-06-03,是,06
102,25,90177491,星暘能源股份有限公司,C製造業(其他電力設備及配備製造業),溺斃,1,星崙電業股份有限公司,83005121,太陽光電系統及儲能設備工程暨開發服務契約,彰化縣線西鄉彰濱崙尾南地區水面旁之線西水道,2273,,勞動部職業安全衛生署中區職業安全衛生中心,2025,2025-06-02,否,02
103,26,91117079,星玥營造工程有限公司,F營造業(其他土木工程業),被夾、被捲,1,臺南市政府水利局,36724654,安定區中榮里抽水設備應急工程,臺南市安定區本工程B工區安順寮排水與下洲子中排二匯流處旁無名橋橋梁西側護欄處,2278,,勞動部職業安全衛生署南區職業安全衛生中心,2025,2025-05-30,否,03
104,27,M121******,林OO、林OO,F營造業(其他專門營造業),被刺、割、擦傷,1,熊OO,B290******,熊OO住宅新建工程,2樓廁所處,2274,,勞動部職業安全衛生署中區職業安全衛生中心,2025,2025-05-28,否,02
105,28,84078614,瑞誠營造股份有限公司,F營造業(建築工程業),墜落、滾落,1,陸軍花東防衛指揮部,95938891,太平營區新建工程,台東縣卑南鄉本工程B棟3樓西南側角隅柱(以下簡稱B1角隅柱)旁西面外牆第一跨施工架第5層踏板與3樓樓板間開口部分,2281,,勞動部職業安全衛生署南區職業安全衛生中心,2025,2025-05-27,否,03
106,29,30921756,洋基工程股份有限公司,F營造業(機電、電信及電路設備安裝業),物體倒塌、崩塌,1,台灣積體電路製造股份有限公司,22099131,台積電嘉科先進封裝七廠新建工程-CCD MEP封測,嘉義縣太保市南部科學園區嘉義園區,2277,,勞動部職業安全衛生署南區職業安全衛生中心,2025,2025-05-26,是,03
107,30,80652313,正岳營造股份有限公司,F營造業(其他土木工程業),被夾、被捲,1,經濟部水利署第十河川分署,03715705,淡水河左岸獅子頭段改善工程,工區內鏟裝機,2267,新北市五股區成泰路4段22巷31號對面,新北市政府勞動檢查處,2025,2025-05-25,是,05
108,31,64852223,升立有限公司,F營造業(其他專門營造業),物體倒塌、崩塌,2,登悅建設股份有限公司,53869991,登陽大地悅章新建工程(111中都建字第01849號),臺中市南區福田路與福田二街交叉口,2272,南區福田路與福田二街交叉口,臺中市勞動檢查處,2025,2025-05-23,是,07
