編號,序號,事業單位統一編號,事業單位,行業別,災害類型,罹災人數（數量）,業主,業主統一編號,工程名稱,場所（肇災處）,縣市,地址,勞動檢查機構,年度,發生日期,是否顯示於地圖,agencyCode
16,16,,台灣電力股份有限公司輸變電工程處南區施工處,D電力及燃氣供應業(電力供應業),墜落、滾落,1,台灣電力股份有限公司,,345kV興達~龍崎一、三路#4~#7鐵塔遷移工程（新建#4B、#4-1~#4-4鐵塔基礎及裝建）及345kV興達~路北紅、白線#4~#7鐵塔遷移工程（新建#4-1~#4-5鐵塔基礎及裝建）,高雄市永安區興達路旁工區／烏樹林段684-9地號,2279,高雄市永安區烏樹林段684-9地號,高雄市政府勞工局勞動檢查處,2020,2020-12-13,是,09
17,17,,雙慈殿,S其他服務業(宗教組織),物體飛落,1,,,雙慈殿凌霄寶殿室內地磚備料作業,雙慈殿外牆西側吊料區,2279,高雄市鳳山區三民路285之1號,高雄市政府勞工局勞動檢查處,2020,2020-12-12,是,09
18,18,,鉦盛營造有限公司,F營造業(建築工程業),跌倒,1,頡懋建設有限公司,,富貴莊園3-1期(20戶)新建工程,D區D3戶1樓地面,2272,龍井區竹師路一段100巷5弄3號旁,勞動部職業安全衛生署中區職業安全衛生中心,2020,2020-12-10,是,02
19,19,,松大畜牧場,A農、林、漁、牧業(豬飼育業),感電,1,-,,-,彰化縣大城鄉菜寮村過溝巷11-1號,2273,,勞動部職業安全衛生署中區職業安全衛生中心,2020,2020-12-09,否,02
20,20,,國防部軍備局生產製造中心第205廠(大樹營區),O公共行政及國防；強制性社會安全(國防事務),爆炸,1,,,,高雄市大樹區姑山路112號806廠房鋁粉秤藥區,2279,,高雄市政府勞工局勞動檢查處,2020,2020-12-09,否,09
21,21,,力禾建設股份有限公司,F營造業(其他土木工程業),物體倒塌、崩塌,1,新竹市政府,,108年度污水下水道系統開口契約工程,新竹市東大路二段之下水道,2269,新竹市東大路二段與東大路二段440巷交接處,勞動部職業安全衛生署北區職業安全衛生中心,2020,2020-12-07,是,01
22,22,,東昌企業社,E用水供應及污染整治業(資源回收處理業),物體倒塌、崩塌,1,-,,-,彰化縣彰化市中山路3段708-2號（東昌企業社之回收廠）,2273,,勞動部職業安全衛生署中區職業安全衛生中心,2020,2020-12-07,否,02
23,23,無,謝○○,F營造業(建物完工裝修工程業),墜落、滾落,1,大維國際建設有限公司,無,大維國際建設有限公司住宅新建工程,自距機坑底高約12.8公尺之4樓電梯井開口處墜落,2278,臺南市安平區,勞動部職業安全衛生署南區職業安全衛生中心,2020,2020-12-07,是,03
24,24,,力昇環保有限公司,N支援服務業(建築物一般清潔服務業),物體倒塌、崩塌,1,新台北華城管理委員會,,,台北華城社區咖啡廳,2268,,桃園市政府勞動檢查處,2020,2020-12-07,否,06
25,25,,永鑫能源股份有限公司,F營造業(機電、電信及電路設備安裝業),墜落、滾落,1,-,,高雄陸軍官校二期(4125.03kWp)屋頂太陽光電系統建置工程,高雄陸軍官校,2279,高雄市鳳山區維武路1號,高雄市政府勞工局勞動檢查處,2020,2020-12-04,是,09
26,26,,宗鋒工程企業有限公司,F營造業(機電、電信及電路設備安裝業),被夾、被捲,1,無,,無,宜蘭縣五結鄉中興路二段15巷49號砂土堆置處理場,2283,宜蘭縣五結鄉中興路二段15巷49號,勞動部職業安全衛生署北區職業安全衛生中心,2020,2020-12-02,是,01
27,27,24286547,宗鋒工程企業有限公司,F營造業(冷凍、空調及管道工程業),被夾、被捲,1,,,,宜蘭縣五結鄉中興路二段15巷49號旁工務所,2283,宜蘭縣五結鄉中興路二段15巷49號旁工務所,勞動部職業安全衛生署北區職業安全衛生中心,2020,2020-12-02,是,01
28,28,,振勝營造有限公司,F營造業(公用事業設施工程業),與有害物等之接觸,2,高雄市政府水利局,,108年度本市北區污水管線維修工程(後續擴充),高雄市鹽埕區大公路56號,2279,,高雄市政府勞工局勞動檢查處,2020,2020-12-01,否,09
29,29,,順富瓦斯工程有限公司,F營造業(冷凍、空調及管道工程業),墜落、滾落,1,台灣中油股份有限公司天然氣事業部北區營業處,,苗供造橋江姓地主陳情12吋遷管工程,管溝,2271,,勞動部職業安全衛生署中區職業安全衛生中心,2020,2020-11-30,否,02
30,30,53765291,屋頂達人工程有限公司,F營造業(建物完工裝修工程業),墜落、滾落,1,僑大聯合廣場商辦大樓管理委員會,略,僑大聯合廣場商辦大樓外牆磁磚剝落及防水工程,大樓南面1樓車道旁雨遮下方,2266,中山區民權東路3段58號,臺北市勞動檢查處,2020,2020-11-30,是,04
31,31,,-,G批發及零售業(金屬建材批發業),墜落、滾落,1,宣聚股份有限公司,,OO物流區1~5號倉屋頂翻修工程,-,2272,,臺中市勞動檢查處,2020,2020-11-26,否,07
32,32,,全來工程有限公司,C製造業(其他金屬加工處理業),物體倒塌、崩塌,1,,,,中鋼鋁業股份有限公司軋鋁一廠,2279,高雄市小港區東林路17號,高雄市政府勞工局勞動檢查處,2020,2020-11-26,是,09
33,33,,中龍鋼鐵股份有限公司,C製造業(鋼鐵冶鍊業),跌倒,1,-,,-,廠區內,2272,,臺中市勞動檢查處,2020,2020-11-25,否,07
34,34,,申武工程有限公司,C製造業(船舶及浮動設施製造業),爆炸,1,-,,1113系列船(船上)管鐵電艤品安裝電銲工作,台灣國際造船股份有限公司HNO.1119船船艙艏俥間,2279,高雄市小港區中鋼路3號,高雄市政府勞工局勞動檢查處,2020,2020-11-25,是,09
35,35,42576097,輝龍園藝有限公司,N支援服務業(綠化服務業),墜落、滾落,1,桃園市八德區公所,43500103,,桃園市八德區瑞安公園旁,2268,,桃園市政府勞動檢查處,2020,2020-11-24,否,06
36,36,,金永豐股份有限公司,C製造業(石材製品製造業),墜落、滾落,1,,,,金永豐股份有限公司廠內堆土區,2274,,勞動部職業安全衛生署中區職業安全衛生中心,2020,2020-11-23,否,02
37,37,,南亞塑膠工業股份有限公司新港廠,C製造業(塑膠原料製造業),被夾、被捲,1,,,,裁剪作業區被夾,2277,,勞動部職業安全衛生署南區職業安全衛生中心,2020,2020-11-23,否,03
38,38,80956575,和慶企業行,B礦業及土石採取業(砂、石採取及其他礦業),感電,1,,,,震篩機,2280,屏東縣里港鄉中和村中和路14之17號,勞動部職業安全衛生署南區職業安全衛生中心,2020,2020-11-19,是,03
39,39,,石oo,F營造業(其他專門營造業),墜落、滾落,1,林oo,,自然人林oo「住宅四樓鐵皮屋頂修繕工程」,宜蘭縣宜蘭市西後街林oo住宅四樓鐵皮屋頂,2283,,勞動部職業安全衛生署北區職業安全衛生中心,2020,2020-11-18,否,01
40,40,23032314,東昇清潔工程有限公司,N支援服務業(建築物一般清潔服務業),感電,1,六星集股份有限公司,27556369,,樓頂承載水塔鐵製平臺與鄰近鐵皮屋簷交界處,2266,松山區南京東路 5 段 76、78 號 5 樓,臺北市勞動檢查處,2020,2020-11-17,是,04
41,41,,曹○○,S其他服務業(家事服務業),感電,1,,,,景觀池,2267,新北市坪林區黃舉皮寮16號,新北市政府勞動檢查處,2020,2020-11-17,是,05
42,42,,伍冠興業有限公司,C製造業(金屬建築組件製造業),物體飛落,1,,,,B6固定式起重機,2268,桃園市觀音區保障二路645號,桃園市政府勞動檢查處,2020,2020-11-17,是,06
43,43,27130857,松銘營造股份有限公司,F營造業(建築工程業),墜落、滾落,1,溪福建設股份有限公司,16697953,淡水區新市段新建工程,地上8樓電梯井墜落至地下3樓,2267,新北市淡水區新市二路4段230巷口,新北市政府勞動檢查處,2020,2020-11-12,是,05
44,44,,中龍鋼鐵股份有限公司,C製造業(鋼鐵冶鍊業),跌倒,1,,,,廠區內,2272,,臺中市勞動檢查處,2020,2020-11-12,否,07
45,45,23344962,齊裕營造股份有限公司,F營造業(建築工程業),墜落、滾落,1,興富發建設股份有限公司,12305479,台中市惠安243+244-1地號新建工程,自相對高差約10.5公尺之3樓施工架工作臺墜落至地面,2272,臺中市西屯區台灣大道三段與環中路三段口工地,勞動部職業安全衛生署中區職業安全衛生中心,2020,2020-11-09,是,02
46,46,,-,C製造業(產業用機械設備維修及安裝業),墜落、滾落,1,中華郵政股份有限公司臺中郵局,,臺中郵件處理中心籃框輸送系統拆除及樓地板復原工程,-,2272,,臺中市勞動檢查處,2020,2020-11-09,否,07
47,47,,-,F營造業(其他專門營造業),感電,1,臺中市停車管理處,,臺中市豐原區豐原轉運中心新建工程,-,2272,,臺中市勞動檢查處,2020,2020-11-09,否,07
48,48,69758198,海神全球股份有限公司,C製造業(石油及煤製品製造業),與有害物等之接觸,1,無,,無,海神公司製造區熱裂解設備1號冷凝塔下方,2268,大園區民族街6號,桃園市政府勞動檢查處,2020,2020-11-06,是,06
49,49,,允強營造有限公司,F營造業(其他專門營造業),物體倒塌、崩塌,1,同聲企業股份有限公司,,同聲公司用戶污水排放預留管工程,屏南工業區內R1道路0K+112處。,2280,,勞動部職業安全衛生署南區職業安全衛生中心,2020,2020-11-05,否,03
50,50,68328853,奇架企業股份有限公司永康二廠,C製造業(塑膠膜袋製造業),感電,1,,,,,2278,臺南市永康區富強路一段2巷199號,勞動部職業安全衛生署南區職業安全衛生中心,2020,2020-11-04,是,03
51,51,,馳鵬企業有限公司,G批發及零售業(木製建材批發業),物體倒塌、崩塌,1,,,,高雄市三民區遼寧二街330號,2279,高雄市三民區遼寧二街330號,高雄市政府勞工局勞動檢查處,2020,2020-11-04,是,09
52,52,23202892,國城營造有限公司,F營造業(建築工程業),物體飛落,1,築禾建設股份有限公司,53684538,築禾建設大仁段768地號等9筆店舖及集合住宅新建工程,A棟1F旁,2267,新北市三重區中正北路25巷口,勞動部職業安全衛生署北區職業安全衛生中心,2020,2020-11-03,是,01
53,53,,鍀泰鋼鐵股份有限公司,C製造業(金屬建築組件製造業),物體飛落,1,淞譽企業有限公司,,鋼結構及浪板工程,空廠房1樓,2268,桃園市楊梅區楊湖路1段425巷156號,桃園市政府勞動檢查處,2020,2020-11-03,是,06
54,54,,-,H運輸及倉儲業(汽車貨運業),物體飛落,1,金昇國際開發股份有限公司,,天然氣設備裝置工程,-,2272,,臺中市勞動檢查處,2020,2020-11-02,否,07
55,55,54034864,寶橋建設有限公司,L不動產業(不動產開發業),墜落、滾落,1,,,105林123新建工程(大觀天下)之燈具工程,自1樓B7店鋪前移動式施工架墜落,2267,新北市林口區文化三路1段249巷,勞動部職業安全衛生署北區職業安全衛生中心,2020,2020-11-01,是,01
56,56,,昱慶工程有限公司,F營造業(建築工程業),墜落、滾落,1,泰安電機廠股份有限公司,,仁武區廠房改善工程,高雄市仁武區鳳仁路277號之1,2279,高雄市仁武區鳳仁路277號之1,高雄市政府勞工局勞動檢查處,2020,2020-10-31,是,09
57,57,70418649,有馳股份有限公司善化廠所僱越南籍移工鄧OO發生墜落災害致死重大職業災害,C製造業(鋼鐵軋延及擠型業),墜落、滾落,1,,,,屋頂,2278,,勞動部職業安全衛生署南區職業安全衛生中心,2020,2020-10-30,否,03
58,58,,慶龍堆高機企業社,C製造業(產業用機械設備維修及安裝業),,1,慶龍堆高機企業社,,,臺南市新營區忠孝路2之1號大門口外馬路旁,umb://document/35d344a135f2490f94a466f0b50746c4,,,2020,2020-10-28,否,
59,59,23344962,齊裕營造股份有限公司,F營造業(建築工程業),墜落、滾落,1,興富發建設股份有限公司,12305479,台中烏日區新高鐵段89、90、96地號新建工程,D棟2樓管道間,2272,臺中市烏日區高鐵路二段與高鐵一路口,勞動部職業安全衛生署中區職業安全衛生中心,2020,2020-10-27,是,02
60,60,,陳○○,H運輸及倉儲業(其他陸上運輸輔助業),墜落、滾落,1,尚洪貿易有限公司,,承攬尚洪貿易有限公司「拆櫃及卸貨作業」之事業單位陳○○所僱勞工吳○○發生墜落災害致死,桃園市龜山區大坑路3段33巷1號﹝尚洪貿易公司倉庫前廣場﹞,2268,桃園市龜山區大坑路3段33巷1號,桃園市政府勞動檢查處,2020,2020-10-27,是,06
61,61,,賴OO(即OO實業社),C製造業(產業用機械設備維修及安裝業),爆炸,1,-,,-,倉庫,2273,彰化縣芬園鄉嘉東街269巷2號,勞動部職業安全衛生署中區職業安全衛生中心,2020,2020-10-26,是,02
62,62,,江○○,F營造業(其他專門營造業),被撞,1,臺中市后里區公所,,109年度后里區公共設施改善工程第二期,臺中市后里區三豐路4段與后科南路交叉口東側人行道旁,2272,,臺中市勞動檢查處,2020,2020-10-26,否,07
63,63,,-,F營造業(其他專門營造業),被撞,1,臺中市后里區公所,,109年度后里區公共設施改善工程第二期(開口契約),臺中市后里區三豐路4段與后科南路交叉口東側人行道旁,2272,,臺中市勞動檢查處,2020,2020-10-26,否,07
64,64,,吳○○,F營造業(整地、基礎及結構工程業),墜落、滾落,1,林○○,,臺南市安南區城西街一段61巷193號民宅整修工程,臺南市安南區本工程4樓後側增建鐵皮屋處。,2278,臺南市安南區城西街一段61巷193號,勞動部職業安全衛生署南區職業安全衛生中心,2020,2020-10-24,是,03
65,65,86054807,召明營造工程股份有限公司,F營造業(建築工程業),墜落、滾落,1,朝陽科技大學,78951384,航空大樓新建工程,東側3樓頂板樑模上,2272,臺中市霧峰區鄉吉峰東路168號,勞動部職業安全衛生署中區職業安全衛生中心,2020,2020-10-23,是,02
66,66,,春原營造股份有限公司,F營造業(其他土木工程業),溺斃,1,臺北市政府工務局新建工程處,,中正橋改建工程及代辦管線附掛工程	,施工便橋第一橋墩（臺北市端）（緯度25.021398N、經度121.516134E）,2266,施工便橋第一橋墩（臺北市端）（緯度25.021398N、經度121.516134E）,臺北市勞動檢查處,2020,2020-10-22,是,04
67,67,,南投縣名間鄉公所,O公共行政及國防；強制性社會安全(政府機關),墜落、滾落,1,-,,-,南投縣名間鄉太平巷(路燈116012處),2274,,勞動部職業安全衛生署中區職業安全衛生中心,2020,2020-10-21,否,02
68,68,,佰滙鋼鐵有限公司,C製造業(其他金屬加工處理業),被夾、被捲,1,,,,鋼筋裁剪作業區,2283,,勞動部職業安全衛生署北區職業安全衛生中心,2020,2020-10-20,否,01
69,69,,美福營造有限公司,F營造業(建築工程業),墜落、滾落,1,東汯建設有限公司,,東汯建設中義段住宅新建工程,本工程M戶4樓,2270,新竹縣湖口鄉中正二路與達生八街,勞動部職業安全衛生署北區職業安全衛生中心,2020,2020-10-12,是,01
70,70,,壹山營造工程股份有限公司,F營造業(建築工程業),被撞,1,臺灣港務股份有限公司高雄港務分公司,,高雄港第七貨櫃中心計畫-S4~S5櫃場設施工程,高雄市小港區南星路「高雄港第七貨櫃中心計畫-S4~S5櫃場設施工程」,2279,高雄市小港區南星路,高雄市政府勞工局勞動檢查處,2020,2020-10-12,是,09
71,71,,台灣中油股份有限公司煉製事業部大林煉油廠,M專業、科學及技術服務業(未分類其他專業、科學及技術服務業),溺斃,1,,,,外海第三浮筒,2279,高雄市小港區沿海四路50號,高雄市政府勞工局勞動檢查處,2020,2020-10-12,是,09
72,72,,許○○（自然人）,F營造業(建築工程業),墜落、滾落,1,楊○○,,楊○○倉庫新建工程,臺東縣臺東市興隆路本工程倉庫西面桁架處,2281,臺東市興隆路,勞動部職業安全衛生署南區職業安全衛生中心,2020,2020-10-10,是,03
73,73,,朱○○(即○○企業社),F營造業(整地、基礎及結構工程業),墜落、滾落,1,,,屋突牆面切割(拆除)作業,○○股份有限公司大樓H棟屋突,2270,,勞動部職業安全衛生署北區職業安全衛生中心,2020,2020-10-08,否,01
74,74,,王工南營造有限公司,F營造業(建築工程業),墜落、滾落,1,安家道生股份有限公司 ,,（107建159）大安區辛亥段四小段0017之0001地號新建工程, 7樓外牆施工架斜籬墜落 ,2266,大安區樂業街72巷16號旁,臺北市勞動檢查處,2020,2020-10-07,是,04
75,75,,翔陽安裝工程有限公司,F營造業(其他專門營造業),墜落、滾落,1,東元電機股份有限公司中壢廠,,太陽能系統建置案工程,東元電機大馬達1及2廠中間道路上方鐵皮屋頂墜落,2268,桃園市中壢區安東路11號,桃園市政府勞動檢查處,2020,2020-10-05,是,06
76,76,,大昇消防工程股份有限公司,F營造業(機電、電信及電路設備安裝業),感電,1,觀雲總裁行館管理委員會,,消防電力設備照明系統更新工作,-,2272,,臺中市勞動檢查處,2020,2020-10-05,否,07
77,77,,安捷能科技股份有限公司,G批發及零售業(其他建材批發業),墜落、滾落,1,行政院環境保護署環境檢驗所,,檢驗所環檢大樓外遮陽設施拆除及玻璃天幕防水工程,桃園市中壢區民族路3段260號,2268,中壢區民族路3段260號,桃園市政府勞動檢查處,2020,2020-10-04,是,06
78,78,,宏盛紙業有限公司,C製造業(紙漿製造業),被夾、被捲,1,,,,造紙機第2層工作平台,2283,,勞動部職業安全衛生署北區職業安全衛生中心,2020,2020-09-30,否,01
79,79,,森城建設股份有限公司,F營造業(建築工程業),墜落、滾落,1,大師開發股份有限公司,,（106建040）玉成公園集合住宅新建工程,地下3樓電梯井口墜落,2266,臺北市信義區中坡南路201巷,臺北市勞動檢查處,2020,2020-09-30,是,04
80,80,,東和衛生材料工業股份有限公司,C製造業(其他紡織品製造業),其他,1,-,,-,東和衛生材料工業股份有限公司,2273,,勞動部職業安全衛生署中區職業安全衛生中心,2020,2020-09-29,否,02
81,81,,宗龍機械股份有限公司,C製造業(其他通用機械設備製造業),墜落、滾落,1,,,,宗龍機械股份有限公司倉庫,2268,桃園市蘆竹區海湖東路292巷36號,桃園市政府勞動檢查處,2020,2020-09-29,是,06
82,82,42702186,六大營造股份有限公司,F營造業(其他專門營造業),墜落、滾落,1,大睦建設股份有限公司,16529730,大睦青昇段集合住宅新建工程,工區2樓 (青昇二街側)露臺區結構體外牆施工架工作臺,2268,桃園市中壢區領航南路四段67號旁,桃園市政府勞動檢查處,2020,2020-09-29,是,06
83,83,27719048,永豐餘工業用紙股份有限公司新屋廠,N支援服務業(其他行政支援服務業),墜落、滾落,1,永豐餘工業用紙股份有限公司新屋廠,27719048,新屋廠原料卸、備、送料作業,B14倉庫與B16倉庫之間道路旁活動碼頭,2268,桃園市新屋區文化路2段1631號,桃園市政府勞動檢查處,2020,2020-09-28,是,06
84,84,,豐興鋼鐵股份有限公司,C製造業(鋼鐵鑄造業),被夾、被捲,1,-,,-,廠區內,2272,,臺中市勞動檢查處,2020,2020-09-28,否,07
85,85,12907459,泯峰鋼構組合有限公司,F營造業(其他專門營造業),墜落、滾落,1,永鉅精密科技股份有限公司,28723512,永鉅精密科技股份有限公司廠辦新建工程(一期)A+B棟,廠房棟B3~B5區,2273,彰化縣二林鎮科技路19號,中部科學園區管理局,2020,2020-09-28,是,12
86,86,,上弘開發建設有限公司,F營造業(整地、基礎及結構工程業),墜落、滾落,1,薩摩亞商順譽世界企業有限公司台灣分公司,,Bonny大里廠整修工程,樓層鋼承板開口,2272,臺中市大里區瓦磘路50之1號,勞動部職業安全衛生署中區職業安全衛生中心,2020,2020-09-26,是,02
87,87,,齊陞營造股份有限公司,F營造業(建築工程業),墜落、滾落,1,鉅陞建設股份有限公司,16369086,鉅陞建設板橋區江翠段49地號等4筆新建工程,地上11樓電梯井墜落至地下3樓,2267,新北市板橋區華江五路與環河西路4段交叉口,新北市政府勞動檢查處,2020,2020-09-24,是,05
88,88,,泓德能源科技股份有限公司,F營造業(機電、電信及電路設備安裝業),物體飛落,1,禾迅一號股份有限公司,,禾迅一號台南學甲地面型太陽光電發電系統工程（第一期）,臺南市北門區本工程麗湖段121至413地號第22組列第2顆預鑄基礎處。,2278,臺南市北門區本工程麗湖段121至413地號,勞動部職業安全衛生署南區職業安全衛生中心,2020,2020-09-22,是,03
89,89,23788536,東生營造股份有限公司,F營造業(其他土木工程業),墜落、滾落,1,維正建設股份有限公司,23322159,（108建045）維正建設立農段新建工程,連結第2層安全支撐圍苓至第3層安全支撐通道平臺之鋼樓梯,2266,臺北市北投區立農街1段332號對面,臺北市勞動檢查處,2020,2020-09-22,是,04
90,90,,弘騏工程行,F營造業(其他專門營造業),溺斃,1,台灣電力股份有限公司通霄發電廠,,109年度海水設備檢修工作,台灣電力股份有限公司通霄發電廠(海水泵室進水池區4號進水池),2271,苗栗縣通霄鎮海濱路1-31號,勞動部職業安全衛生署中區職業安全衛生中心,2020,2020-09-19,是,02
91,91,49916803,煜承營造有限公司,F營造業(其他土木工程業),感電,1,百鈴企業有限公司,31309073,龍潭區紅橋段廠房新建工程,桃園市龍潭區永昌路24巷9弄16號(結構體室內南側4樓至5樓屋突之樓梯間工作場所(含施工架)),2268,桃園市龍潭區永昌路24巷9弄16號 ,桃園市政府勞動檢查處,2020,2020-09-19,是,06
92,92,,廖ＯＯ,F營造業(建物完工裝修工程業),跌倒,1,福星國際精品有限公司,,,,2272,,臺中市勞動檢查處,2020,2020-09-18,否,07
93,93,,剛陽實業有限公司,C製造業(鋼鐵冶鍊業),物體倒塌、崩塌,1,,,-,廠區內,2272,,臺中市勞動檢查處,2020,2020-09-17,否,07
94,94,,萬機鋼鉄工業股份有限公司,C製造業(金屬結構製造業),物體倒塌、崩塌,1,,,,萬機鋼鉄工業股份有限公司廠內,2279,高雄市燕巢區角宿里安新路360號,高雄市政府勞工局勞動檢查處,2020,2020-09-17,是,09
95,95,,高輝營造工程股份有限公司,F營造業(公用事業設施工程業),與高溫、低溫之接觸,1,臺南市政府水利局,,臺南市永康區中華路CF幹線新建工程(第二期),臺南市永康區中華路282-1號前,2278,臺南市永康區中華路282-1號,勞動部職業安全衛生署南區職業安全衛生中心,2020,2020-09-16,是,03
96,96,,樺林離型紙股份有限公司,C製造業(未分類其他紙製品製造業),被夾、被捲,1,,,,離型塗佈機,2274,,勞動部職業安全衛生署中區職業安全衛生中心,2020,2020-09-15,否,02
97,97,,鼎盛國際工程有限公司,N支援服務業(建築物一般清潔服務業),墜落、滾落,1,太子敦園大廈管理委員會,,外牆磁磚檢測作業,使用繩索作業於11樓採光罩上墜落,2266,臺北市松山區光復北路26巷5號,臺北市勞動檢查處,2020,2020-09-14,是,04
98,98,,台灣電力股份有限公司輸變電工程處南區施工處,D電力及燃氣供應業(電力供應業),墜落、滾落,1,台灣電力股份有限公司,,345kV興達~龍崎一、三路#4~#7鐵塔遷移工程（新建#4B、#4-1~#4-4鐵塔基礎及裝建）及345kV興達~路北紅、白線#4~#7鐵塔遷移工程（新建#4-1~#4-5鐵塔基礎及裝建）,高雄市永安區興達路旁工區／烏樹林段684-9地號,2279,烏樹林段684-9地號,高雄市政府勞工局勞動檢查處,2020,2020-09-13,是,09
99,99,,陳ＯＯ,F營造業(其他專門營造業),感電,1,臺中市停車管理處,,臺中市豐原區豐原轉運中心新建工程,,2272,,臺中市勞動檢查處,2020,2020-09-12,否,07
100,100,,陳OO(即誠泰水電工程行),F營造業(機電、電信及電路設備安裝業),物體倒塌、崩塌,1,幸福水泥股份有限公司東澳廠,,地面滲水維修工程,幸福水泥股份有限公司東澳廠廠外員工及其眷屬宿舍D棟1樓,2283,宜蘭縣南澳鄉蘇花路3段101號,勞動部職業安全衛生署北區職業安全衛生中心,2020,2020-09-10,是,01
101,101,12601204,台寶玻璃工業股份有限公司,C製造業(其他玻璃及其製品製造業),墜落、滾落,1,,,,台寶玻璃工業股份有限公司,2269,新竹市香山區延平路2段97號,勞動部職業安全衛生署北區職業安全衛生中心,2020,2020-09-10,是,01
102,102,,OO安全科技股份有限公司,F營造業(機電、電信及電路設備安裝業),感電,1,OO食品有限公司,,廠房消防設備限期改善工程,嘉義縣中埔鄉OO村,2277,,勞動部職業安全衛生署南區職業安全衛生中心,2020,2020-09-10,否,03
103,103,,美力營造股份有限公司,F營造業(建築工程業),墜落、滾落,1,聯立建設有限公司,,後勁案店舖住宅大樓新建工程,楠梓區後勁段二小段1043地號／後昌路115號對面,2279,高雄市楠梓區後勁段二小段1043地號,高雄市政府勞工局勞動檢查處,2020,2020-09-10,是,09
