編號,序號,事業單位統一編號,事業單位,行業別,災害類型,罹災人數（數量）,業主,業主統一編號,工程名稱,場所（肇災處）,縣市,地址,勞動檢查機構,年度,發生日期,是否顯示於地圖,agencyCode
16,16,,黃○○（自然人）,A農、林、漁、牧業(豬飼育業),墜落、滾落,1,,,,萬丹鄉,2280,,勞動部職業安全衛生署南區職業安全衛生中心,2021,2021-12-13,否,03
17,17,,新亞建設開發股份有限公司,F營造業(道路工程業),物體飛落,1,交通部鐵道局南部工程處,,C213標林森站路段地下化工程,本工程約UK360+052.36處,2278,,勞動部職業安全衛生署南區職業安全衛生中心,2021,2021-12-11,是,03
18,18,,普田營造工程股份有限公司,F營造業(其他專門營造業),物體飛落,1,東騰開發股份有限公司,,東騰青一集合住宅新建工程(109)桃市都建執照字第會桃00884號,地下4樓樓板,2268,桃園市桃園區朝陽街旁工地,勞動部職業安全衛生署北區職業安全衛生中心,2021,2021-12-10,是,01
19,19,24208803,耕瑾營造有限公司,F營造業(其他專門營造業),物體倒塌、崩塌,1,行政院農業委員會水土保持局臺中分局,57702207,新社區白冷圳大地裝置藝術營造工程,農塘擋土牆,2272,臺中市新社區華豐街,勞動部職業安全衛生署中區職業安全衛生中心,2021,2021-12-08,是,02
20,20,,涂OO,F營造業(機電、電信及電路設備安裝業),墜落、滾落,1,麗捷建設股份有限公司,,麗捷建設三重區仁信段15地號集合住宅新建工程之水電消防工程,B棟地上12樓室內,2267,新北市三重區環河北路2段與元信二街交叉口,新北市政府勞動檢查處,2021,2021-12-08,是,05
21,21,,宗敏企業有限公司,E用水供應及污染整治業(非有害廢棄物清除業),墜落、滾落,1,,,,,2279,高雄市小港區北林路6號,高雄市政府勞工局勞動檢查處,2021,2021-12-07,是,09
22,22,,隆豪營造有限公司,F營造業(整地、基礎及結構工程業),墜落、滾落,1,宇和建設有限公司,,新竹市中央段住宅新建工程,新竹市中華路二段261號,2269,中華路二段261號,勞動部職業安全衛生署北區職業安全衛生中心,2021,2021-12-06,是,01
23,23,43876760,根基營造股份有限公司,F營造業(其他專門營造業),墜落、滾落,1,桃園市政府新建工程處,41230033,桃園會展中心統包工程,工區1樓樓板模板組立區域,2268,桃園市中壢區領航北路與文康路口,桃園市政府勞動檢查處,2021,2021-12-04,是,06
24,24,,蔡O欽,F營造業(其他專門營造業),墜落、滾落,1,宥金建設有限公司,,宥金建設斗六科加段22戶住宅新建工程(C、D區),宥金建設斗六科加段22戶住宅新建工程(C、D區)之C5戶1樓,2275,雲林縣斗六市科加六路125號旁,勞動部職業安全衛生署中區職業安全衛生中心,2021,2021-12-02,是,02
25,25,,吳OO及黃OO,F營造業(其他專門營造業),墜落、滾落,1,許OO,,民宅鐵皮屋頂更新工程,地上3樓鐵皮斜屋頂,2267,,新北市政府勞動檢查處,2021,2021-12-02,否,05
26,26,28349136,茂琳營造有限公司,F營造業(其他專門營造業),墜落、滾落,1,,28349136,室內體育館追加工程,於高度8.7公尺C型鋼處墜落,2268,桃園市八德區東泰街201號,桃園市政府勞動檢查處,2021,2021-12-01,是,06
27,27,80468816,民揚興業有限公司,C製造業(輸送機械設備製造業),墜落、滾落,1,潤弘精密工程事業股份有限公司楊梅二廠,66394146,40公噸固定式起重機整修工程,潤弘精密工程事業股份有限公司楊梅二廠之預鑄廠,2268,桃園市楊梅區泰圳路1442號,桃園市政府勞動檢查處,2021,2021-12-01,是,06
28,28,,龍德造船工業股份有限公司五廠,C製造業(船舶及浮動設施製造業),與有害物等之接觸,1,,,,龍德造船工業股份有限公司五廠,2283,宜蘭縣蘇澳鎮造船路46號,勞動部職業安全衛生署北區職業安全衛生中心,2021,2021-11-30,是,01
29,29,,台灣自來水股份有限公司中區工程處,F營造業(公用事業設施工程業),衝撞,1,,,台中-鐵路綠空廊道備援送水管(一)之一,輸水幹管,2272,臺中市潭子區中山路三段與人和路口,勞動部職業安全衛生署中區職業安全衛生中心,2021,2021-11-30,是,02
30,30,,炯德營造有限公司,F營造業(其他專門營造業),物體倒塌、崩塌,1,東南水泥股份有限公司,,東南水泥廠M01系統含2座RC煙囪拆除工程及設備價購案,高雄市楠梓區高楠公路屏山巷1號,2279,高雄市楠梓區高楠公路屏山巷1號,高雄市政府勞工局勞動檢查處,2021,2021-11-30,是,09
31,31,,錦福興業有限公司,F營造業(冷凍、空調及管道工程業),墜落、滾落,1,宜捷威科技股份有限公司,,宜捷威科技股份有限公司興建冷凍庫PU保溫工程,施工架,2275,648雲林縣西螺鎮新厝路9-22號旁,勞動部職業安全衛生署中區職業安全衛生中心,2021,2021-11-29,是,02
32,32,,黃○○,F營造業(建物完工裝修工程業),墜落、滾落,1,德雲寺,,德雲寺辦公室屋頂修繕工程,嘉義縣中埔鄉本工程之屋頂東側邊緣處,2277,嘉義縣中埔鄉社口村5鄰內埔43號,勞動部職業安全衛生署南區職業安全衛生中心,2021,2021-11-29,是,03
33,33,,泰和製粉廠股份有限公司,C製造業(磨粉製品製造業),墜落、滾落,1,,,,,2272,,臺中市勞動檢查處,2021,2021-11-26,否,07
34,34,,世成工程有限公司,F營造業(整地、基礎及結構工程業),跌倒,1,頂富建設事業有限公司,,頂富建設事業有限公司-蘆洲區三民路店鋪集合住宅新建工程連續壁工程,西側導溝,2267,新北市蘆洲區光榮路101巷38號,新北市政府勞動檢查處,2021,2021-11-25,是,05
35,35,,洪OO,F營造業(建物完工裝修工程業),墜落、滾落,1,王OO,,民宅輕鋼架工程,5樓民宅之室內客廳,2267,新北市三重區元富一街55號,新北市政府勞動檢查處,2021,2021-11-24,是,05
36,36,,張OO,S其他服務業(汽車維修業),物體飛落,1,元厚環護營造有限公司,,車輛機械修理-非工程類,高雄市楠梓區後昌路高雄中油舊廠址內,2279,,高雄市政府勞工局勞動檢查處,2021,2021-11-24,否,09
37,37,,廣利宏營造有限公司,F營造業(其他專門營造業),墜落、滾落,1,黃○○,,黃○○廠房新建工程,從4樓半樓梯轉折處臨時性開口部份墜落至3樓半樓梯轉折處(墜落高度3.7公尺),2268,桃園市中壢區興仁路2段472號,桃園市政府勞動檢查處,2021,2021-11-23,是,06
38,38,,昊豐營造有限公司,F營造業(建築工程業),墜落、滾落,1,海軍左營後勤支援指揮部,,忠義營區觀海樓整修工程,海軍左營艦隊指揮部忠義營區觀海樓,2279,,高雄市政府勞工局勞動檢查處,2021,2021-11-23,否,09
39,39,,鄧○（即長榮旺商行）,G批發及零售業(連鎖便利商店),被刺、割、擦傷,1,,,,統一超商千禧加盟店門口,2268,桃園市龜山區光峰路千禧新城15號1樓,桃園市政府勞動檢查處,2021,2021-11-21,是,06
40,40,,榮工工程股份有限公司,F營造業(其他土木工程業),物體倒塌、崩塌,3,新北市政府捷運工程局,,三鶯線捷運系統計畫統包工程,P03-32懸臂梁柱頭版,2267,,勞動部職業安全衛生署北區職業安全衛生中心,2021,2021-11-20,否,01
41,41,,今元由實業股份有限公司,D電力及燃氣供應業(氣體燃料供應業),被夾、被捲,1,,,,,2272,,臺中市勞動檢查處,2021,2021-11-20,否,07
42,42,,管OO（即阿毛工藝企業社）,C製造業(木製家具製造業),物體倒塌、崩塌,1,,,,阿毛工藝企業社,,花蓮縣吉安鄉光華村華城五街 497 號,勞動部職業安全衛生署北區職業安全衛生中心,2021,2021-11-19,是,01
43,43,,鑫德水泥製品有限公司,C製造業(預拌混凝土製造業),墜落、滾落,1,鑫德水泥製品有限公司,,,廠內貨車上,2280,屏東縣東港鎮船頭里大利路一段69之1號,勞動部職業安全衛生署南區職業安全衛生中心,2021,2021-11-19,是,03
44,44,,傳昇室內裝修有限公司,F營造業(建物完工裝修工程業),墜落、滾落,1,國聚開發股份有限公司,,國聚開發新莊中原段124.125地號新建工程,A、B棟地上3樓北側外牆施工架,2267,新北市新莊區福美街與福德一街口,新北市政府勞動檢查處,2021,2021-11-19,是,05
45,45,,達益營造有限公司,F營造業(其他土木工程業),墜落、滾落,1,臺東縣政府,,110年大武溪河道整理工程,C區土石方堆置區東南側(C0k+642)處,2281,,勞動部職業安全衛生署南區職業安全衛生中心,2021,2021-11-18,否,03
46,46,U121505777,富胖達股份有限公司,H運輸及倉儲業(汽車貨運業),公路交通事故,1,-,-,-,新北市中和區立德街111號,2267,中和區立德街111號,新北市政府勞動檢查處,2021,2021-11-15,是,05
47,47,,林OO（自營作業者）,F營造業(建物完工裝修工程業),墜落、滾落,1,無,,民宅屋頂油漆及防水抓漏工程,桃園市平鎮區文化街236巷23號之民宅5樓屋頂(採光罩),2268,,桃園市政府勞動檢查處,2021,2021-11-13,否,06
48,48,,睿景企業有限公司,F營造業(建物完工裝修工程業),物體飛落,1,阿里山賓館股份有限公司,,阿里山賓館10樓及5樓拆除、打石、清運工程,阿里山賓館B1層地面施工架組搭之清運井道內,2277,嘉義縣阿里山鄉香林村西阿里山16號,勞動部職業安全衛生署南區職業安全衛生中心,2021,2021-11-12,是,03
49,49,,憶昇工程有限公司,F營造業(其他專門營造業),被刺、割、擦傷,1,大立光電股份有限公司,,大立光電股份有限公司台中工業區第三廠房(LP3)新建工程,於地下室1樓編號B3電梯區之中間樁預留孔處,2272,臺中市西屯區工業區二十八路與工業區三十三路口,臺中市勞動檢查處,2021,2021-11-08,是,07
50,50,,億鑫鋼品有限公司,F營造業(建物完工裝修工程業),墜落、滾落,1,黃OO,,黃OO工廠新建工程,地上3樓東側外牆,2267,新北市鶯歌區建國路405巷17號,新北市政府勞動檢查處,2021,2021-11-05,是,05
51,51,,蔡○○,H運輸及倉儲業(汽車貨運業),墜落、滾落,1,昌久金屬科技有限公司,,,桃園市楊梅區高獅路580號,2268,,桃園市政府勞動檢查處,2021,2021-11-02,否,06
52,52,,蔡○○(自然人),F營造業(其他專門營造業),墜落、滾落,1,交通部民用航空局,,屏東基地設施新建工程,屏東縣屏東市屏東基地本工程之01基地訓練大樓3樓西側外牆施工架之吊料平臺處,2280,屏東縣屏東市勝利路330號,勞動部職業安全衛生署南區職業安全衛生中心,2021,2021-10-29,是,03
53,53,,維閣實業股份有限公司,C製造業(石材製品製造業),與有害物等之接觸,1,,,,維閣實業股份有限公司二廠,2282,花蓮縣花蓮市民心里美工路42號,勞動部職業安全衛生署北區職業安全衛生中心,2021,2021-10-25,是,01
54,54,,李OO,F營造業(其他專門營造業),溺斃,1,YAOYUEN SINGAPORE TRADING PTE.LTD.,,船體兩舷名字之補漆工程,於船體右舷名字補漆位置的工作台上墜落,2279,旗津區外海約1.22海哩寶瓶座號錨地處,高雄市政府勞工局勞動檢查處,2021,2021-10-22,是,09
55,55,,王○○,F營造業(機電、電信及電路設備安裝業),墜落、滾落,1,武漢機械股份有限公司,,水銀燈具更換工程,,2273,,勞動部職業安全衛生署中區職業安全衛生中心,2021,2021-10-21,否,02
56,56,,昆雄國際有限公司,F營造業(建物完工裝修工程業),物體飛落,1,謝○○,,雞舍新建工程,彰化縣埤頭鄉和豐段63地號,2273,,勞動部職業安全衛生署中區職業安全衛生中心,2021,2021-10-18,否,02
57,57,,王○○（自然人）,E用水供應及污染整治業(資源回收處理業),被撞,1,,,,,2278,臺南市關廟區南雄南路548號,勞動部職業安全衛生署南區職業安全衛生中心,2021,2021-10-18,是,03
58,58,,聯興國際物流股份有限公司,H運輸及倉儲業(其他水上運輸輔助業),被撞,1,ティ・エス・ラインズ・ジャパン株式会社,,無,MITRA BHUM船舶甲板上(停靠於基隆港東11號碼頭),2265,基隆市中正區東海街1-5號,勞動部職業安全衛生署北區職業安全衛生中心,2021,2021-10-17,是,01
59,59,,宏田鋼鐵有限公司,E用水供應及污染整治業(資源回收處理業),物體飛落,1,,,,宏田鋼鐵有限公司廢鐵出貨區旁之暫存區,2270,新竹縣竹北市沿河街72號,勞動部職業安全衛生署北區職業安全衛生中心,2021,2021-10-15,是,01
60,60,27269958,盛鋼工業有限公司,F營造業(整地、基礎及結構工程業),墜落、滾落,1,新烽科技股份有限公司,52803472,新烽科技股份有限公司廠房鋼構工程,屋樑,2272,臺中市太平區永隆段0872-0008地號,勞動部職業安全衛生署中區職業安全衛生中心,2021,2021-10-15,是,02
61,61,,宇翔起重工程有限公司,H運輸及倉儲業(汽車貨運業),物體倒塌、崩塌,1,新北市板橋區公所,,府中遊龍人行陸橋電扶梯拆除工程,電扶梯拆除之地面,2267,新北市樹林區田尾街56號之1對面停車場,新北市政府勞動檢查處,2021,2021-10-15,是,05
62,62,,古OO(即征鋒企業社),C製造業(機械傳動設備製造業),感電,1,,,回收組5號集塵器檢修工程,回收組5號集塵器2號室,2282,花蓮縣吉安鄉光華村光華街100號,勞動部職業安全衛生署北區職業安全衛生中心,2021,2021-10-14,是,01
63,63,無,根基營造股份有限公司,F營造業(道路工程業),墜落、滾落,1,交通部鐵道局北部工程處,無,C611標嘉義計畫鐵路高架橋及橋下平面道路工程,本工程P340橋墩帽梁頂部東側處,2276,,勞動部職業安全衛生署南區職業安全衛生中心,2021,2021-10-13,否,03
64,64,84906710,尉新科技事業有限公司,R藝術、娛樂及休閒服務業(創作及藝術表演輔助業),墜落、滾落,1,,,,新北市三重區中興北街244號,2267,新北市三重區中興北街244號,新北市政府勞動檢查處,2021,2021-10-13,是,05
65,65,,戴○○,H運輸及倉儲業(計程車客運業),物體倒塌、崩塌,1,,,,-,2268,-,桃園市政府勞動檢查處,2021,2021-10-12,是,06
66,66,,筌壹企業股份有限公司,H運輸及倉儲業(停車場),被夾、被捲,1,新北市政府交通局,,,於新莊思賢立體停車場內被夾,2267,,新北市政府勞動檢查處,2021,2021-10-07,否,05
67,67,,正宸營造有限公司,F營造業(建築工程業),墜落、滾落,1,亞加倍工業股份有限公司,,亞加倍工業股份有限公司廠辦新建工程,屋頂鋼梁,2279,燕巢區安北路132號西側,高雄市政府勞工局勞動檢查處,2021,2021-10-05,是,09
68,68,,澎湖縣湖西鄉公所,O公共行政及國防；強制性社會安全(政府機關),被撞,1,,,,澎湖縣湖西鄉南寮村湖西自行車道旁之無名產業道路,2284,,勞動部職業安全衛生署南區職業安全衛生中心,2021,2021-10-04,否,03
69,69,84737449,明大輝有限公司,C製造業(未分類其他專用機械設備製造業),感電,1,先進複材科技股份有限公司,70407208,垃圾場抓斗維修作業,先進複材科技股份有限公司垃圾場,2279,高雄市小港區永光街3號,高雄市政府勞工局勞動檢查處,2021,2021-10-04,是,09
70,70,,雲集建設行(合夥負責人：梁○○),L不動產業(不動產開發業),墜落、滾落,1,-,,藝術家永靖19戶工程,1樓後陽台墜落,2273,,勞動部職業安全衛生署中區職業安全衛生中心,2021,2021-10-01,否,02
71,71,,晁源工程有限公司,F營造業(其他專門營造業),墜落、滾落,1,邱OO,,隆昌牧場廢棄物處理設施工程,厭氧槽體內部施工架,2273,,勞動部職業安全衛生署中區職業安全衛生中心,2021,2021-09-30,否,02
72,72,,鉅鎮工程有限公司,F營造業(其他專門營造業),與高溫、低溫之接觸,1,,,,新竹縣寶山鄉科環路 106 巷 56 號斜對面建築工地,2269,新竹市香山區中華路五段 420 巷 215 號,勞動部職業安全衛生署北區職業安全衛生中心,2021,2021-09-29,是,01
73,73,,新康道工程行,F營造業(機電、電信及電路設備安裝業),感電,1,佳福建設股份有限公司,,,,2272,,臺中市勞動檢查處,2021,2021-09-29,否,07
74,74,,尚穩環保科技股份有限公司,C製造業(其他塑膠製品製造業),,1,,,,臺南市官田區二鎮里工業西路2號,umb://document/35d344a135f2490f94a466f0b50746c4,,,2021,2021-09-29,否,
75,75,,大陸工程股份有限公司,F營造業(建築工程業),被夾、被捲,1,臺北市政府捷運工程局第二區工程處,,臺北都會區大眾捷運系統萬大-中和-樹林線（第一期工程）CQ840區段標工程,臺北市萬華區萬大路地底下捷運隧道下行線,2266,,臺北市勞動檢查處,2021,2021-09-28,是,04
76,76,52887726,清楊企業有限公司,E用水供應及污染整治業(資源回收處理業),墜落、滾落,1,無,無,無,卡車,2270,,勞動部職業安全衛生署北區職業安全衛生中心,2021,2021-09-27,否,01
77,77,,陳OO,F營造業(其他土木工程業),墜落、滾落,1,興展企業有限公司,,興展企業廠房新建工程,由4樓電梯井墜落至1樓電梯井底部,2272,臺中市大里區工業八路37號,臺中市勞動檢查處,2021,2021-09-27,是,07
78,78,,高OO（即家邦企業社）,C製造業(塑膠膜袋製造業),感電,1,,,,新北市三峽區添福里添福12之12號,2267,新北市三峽區添福里添福12之12號,新北市政府勞動檢查處,2021,2021-09-26,是,05
79,79,,姜○○,F營造業(建物完工裝修工程業),墜落、滾落,1,無,,承攬馮輝進民宅屋內、外牆油漆粉刷工程之自營作業者姜○○發生墜落災害致死重大災害,民宅屋後2樓鐵皮屋屋頂浪板,2268,,桃園市政府勞動檢查處,2021,2021-09-25,否,06
80,80,14024952,華熊營造股份有限公司,F營造業(建築工程業),墜落、滾落,1,馥御建設股份有限公司,28135090,馥華艾美住商大樓新建工程(建號:103板建字第00510號),住宅棟19樓,2267,新北市板橋區中山路一段216巷,勞動部職業安全衛生署北區職業安全衛生中心,2021,2021-09-24,是,01
81,81,,栗合興業股份有限公司,C製造業(其他塑膠製品製造業),物體破裂,1,-,,-,栗合興業股份有限公司皮料廠空壓機房,2271,,勞動部職業安全衛生署中區職業安全衛生中心,2021,2021-09-24,否,02
82,82,,萬茂工業有限公司,E用水供應及污染整治業(非有害廢棄物清除業),與高溫、低溫之接觸,1,台灣電力股份有限公司台中發電廠,,,,2272,,臺中市勞動檢查處,2021,2021-09-22,否,07
83,83,83076928,優食台灣股份有限公司,J資訊及通訊傳播業(資料處理、主機及網站代管服務業),公路交通事故,1,-,83076928,-,高雄市左營區文強路與重上街口,2279,新北市五股區五權五路27號3樓,高雄市政府勞工局勞動檢查處,2021,2021-09-21,是,09
84,84,,玖豐預拌混凝土有限公司苗栗廠,C製造業(預拌混凝土製造業),被夾、被捲,1,-,,-,玖豐預拌混凝土有限公司苗栗廠,2271,,勞動部職業安全衛生署中區職業安全衛生中心,2021,2021-09-20,否,02
85,85,,安柏工業有限公司,C製造業(金屬表面處理業),物體飛落,1,,,,,2272,,臺中市勞動檢查處,2021,2021-09-19,否,07
86,86,13419491,徐OO(即聖海環保工程行),F營造業(整地、基礎及結構工程業),墜落、滾落,1,蔡,,臺中市北屯區北屯路鐵棟拆除,屋頂,2272,,勞動部職業安全衛生署中區職業安全衛生中心,2021,2021-09-18,否,02
87,87,,義全工程有限公司,F營造業(其他專門營造業),墜落、滾落,1,台灣中油股份有限公司,,桃園煉油廠No.1鍋爐汰舊更新統包工程,No.1鍋爐西側管架區離地約11公尺高鋼構平台,2268,桃園市龜山區民生北路一段50號,勞動部職業安全衛生署北區職業安全衛生中心,2021,2021-09-16,是,01
88,88,,周○○,F營造業(其他專門營造業),墜落、滾落,1,陳○○,,3樓鐵皮屋頂修繕工程,車庫前伸縮式移動梯處,2278,,勞動部職業安全衛生署南區職業安全衛生中心,2021,2021-09-16,否,03
89,89,,吳○賓,A農、林、漁、牧業(漁撈業),溺斃,1,,,,,2267,金山區磺港漁港港嘴處,新北市政府勞動檢查處,2021,2021-09-16,是,05
90,90,,富石營造有限公司,F營造業(建築工程業),感電,1,桃園市政府新建工程處,,舊司法園區辦公廳舍裝修統包工程,築物室內編號1L18刑事第十三法庭法庭感電,2268,桃園市桃園區法治路1號,桃園市政府勞動檢查處,2021,2021-09-16,是,06
91,91,,三星營造股份有限公司,F營造業(建築工程業),墜落、滾落,1,臺灣基督長老教會馬偕醫療財團法人（新竹馬偕紀念醫院）,,新竹市馬偕兒童醫院醫療大樓新建統包工程,地上1樓開口處,2269,新竹市東區建工二路17號對面工地,勞動部職業安全衛生署北區職業安全衛生中心,2021,2021-09-15,是,01
92,92,,優食台灣股份有限公司(外送平台業者),H運輸及倉儲業(汽車貨運業),公路交通事故,1,,,,臺南市善化區座駕里中正路66巷內,2278,臺南市善化區座駕里中正路66巷,勞動部職業安全衛生署南區職業安全衛生中心,2021,2021-09-15,是,03
93,93,,達茂營造股份有限公司,F營造業(建築工程業),墜落、滾落,1,嘉辰興產有限公司,,左營中正脊椎骨科醫院新建工程,第四層水平支撐,2279,高雄市左營區文府路與重忠路口,高雄市政府勞工局勞動檢查處,2021,2021-09-15,是,09
94,94,,宇淞設計有限公司,F營造業(建物完工裝修工程業),感電,1,宇淞設計有限公司,,宇淞設計有限公司住宅新建工程,2樓邊柱旁,2272,臺中市太平區中山路一段181巷14號旁,勞動部職業安全衛生署中區職業安全衛生中心,2021,2021-09-13,是,02
95,95,,勤隆營造有限公司,F營造業(建築工程業),墜落、滾落,1,,,,,2274,,勞動部職業安全衛生署中區職業安全衛生中心,2021,2021-09-11,否,02
96,96,,林ＯＯ(自然人),A農、林、漁、牧業(內陸養殖業),溺斃,1,,,,臺南市七股區三股里三股ＯＯ號之魚塭,2278,,勞動部職業安全衛生署南區職業安全衛生中心,2021,2021-09-09,否,03
97,97,27271342,龍縢實業有限公司,E用水供應及污染整治業(資源回收處理業),爆炸,1,,,從事切割作業,回收貯存場金屬拆解區,2283,宜蘭縣宜蘭市梅洲二路 21 號,勞動部職業安全衛生署北區職業安全衛生中心,2021,2021-09-08,是,01
98,98,,麗榮實業有限公司,G批發及零售業(磚瓦、砂石、水泥及其製品批發業),被夾、被捲,1,,,,,2272,,臺中市勞動檢查處,2021,2021-09-08,否,07
99,99,,許OO,F營造業(建物完工裝修工程業),墜落、滾落,1,廖OO,,,,2272,,臺中市勞動檢查處,2021,2021-09-06,否,07
100,100,,-,H運輸及倉儲業(普通倉儲業),被撞,1,,,,,2272,,臺中市勞動檢查處,2021,2021-09-06,否,07
101,101,,陳OO（即畯麒工程行）,F營造業(其他專門營造業),物體飛落,1,周OO,,廠房貨梯拆除及新設電梯工程,地上2樓貨梯機坑,2267,新北市三重區溪尾街59號,新北市政府勞動檢查處,2021,2021-09-05,是,05
102,102,89995867,厚生工程顧問有限公司,M專業、科學及技術服務業(工程服務及相關技術顧問業),溺斃,1,經濟部水利署第十河川局,03715705,110年度淡水河流域及河口海域基樁埋設大斷面水文測站測量工作（D項）,新北市汐止區原住民運動公園旁河道上游處（高速公路橋下基隆河右岸河道）,2267,無,新北市政府勞動檢查處,2021,2021-09-04,是,05
103,103,85718932,春星工業股份有限公司,C製造業(金屬表面處理業),被夾、被捲,1,,,,酸洗區磷酸鹽池之巡視走道,2279,高雄市梓官區大舍北路300號,高雄市政府勞工局勞動檢查處,2021,2021-09-03,是,09
104,104,,謝梓仁（即梓宇工程行）,F營造業(建物完工裝修工程業),感電,1,李OO,,民宅修繕工程,地上1樓浴室上方樓梯,2267,新北市三重區和平街7號,新北市政府勞動檢查處,2021,2021-09-01,是,05
105,105,2 3943256,吉輝工業股份有限公司,C製造業(機械傳動設備製造業),物體飛落,1,吉輝工業股份有限公司,2 3943256,無,吉輝工業有限公司 地址：  臺南市安南區新順里開安一街8巷10號之車床作業場所,2278, 臺南市安南區新順里開安一街8巷10號,勞動部職業安全衛生署南區職業安全衛生中心,2021,2021-08-31,是,03
106,106,,東源營造工程股份有限公司,F營造業(建築工程業),墜落、滾落,1,遠雄航空自由貿易港區股份有限公司,,遠雄航空自由貿易港區股份有限公司冷鏈物流倉新建工程（第二階段）,結構體東北側6樓鋼結構抗風梁工作場所,2268,大園區貨運段7地號,桃園市政府勞動檢查處,2021,2021-08-31,是,06
107,107,,李OO(即宇霖水電行),F營造業(冷凍、空調及管道工程業),墜落、滾落,1,林OO,,住宅排氣外管安裝工程,住宅後方廚房屋頂,2283,,勞動部職業安全衛生署北區職業安全衛生中心,2021,2021-08-30,否,01
108,108,,鍾OO(即日月家電行),G批發及零售業(家用電器零售業),墜落、滾落,1,黃OO(即名威羽球館),,LED燈具安裝工程,名威羽球館,2271,,勞動部職業安全衛生署中區職業安全衛生中心,2021,2021-08-27,否,02
